datetime,Make,Model,Quantity,Pct
2011-04-01,Opel,Opel Astra,172,1.5
2011-04-01,Volvo,Volvo V50,156,1.4
2011-04-01,Volvo,Volvo XC60,146,1.3
2011-04-01,Volkswagen,Volkswagen Touran,139,1.2
2011-04-01,Volkswagen,Volkswagen Tiguan,138,1.2
2011-04-01,Suzuki,Suzuki Swift,128,1.1
2011-04-01,Toyota,Toyota Rav4,114,1.0
2011-05-01,Volkswagen,Volkswagen Golf,611,4.7
2011-05-01,Volkswagen,Volkswagen Passat,581,4.5
2011-05-01,Mitsubishi,Mitsubishi ASX,577,4.4
2011-05-01,Volvo,Volvo V60,401,3.1
2011-05-01,Ford,Ford Focus,359,2.8
2011-05-01,Nissan,Nissan Qashqai,349,2.7
2011-05-01,Toyota,Toyota Avensis,335,2.6
2011-05-01,Volkswagen,Volkswagen Polo,297,2.3
2011-05-01,Ford,Ford Mondeo,286,2.2
2011-05-01,Toyota,Toyota Auris,259,2.0
2011-05-01,Audi,Audi A4,242,1.9
2011-05-01,Skoda,Skoda Octavia,241,1.9
2011-05-01,Volvo,Volvo V70,239,1.8
2011-05-01,Volvo,Volvo V50,213,1.6
2011-05-01,Opel,Opel Astra,191,1.5
2011-05-01,Peugeot,Peugeot 3008,149,1.1
2011-05-01,Toyota,Toyota Rav4,118,0.9
2011-05-01,Volvo,Volvo XC60,115,0.9
2011-05-01,Suzuki,Suzuki Swift,101,0.8
2011-05-01,Volkswagen,Volkswagen Tiguan,81,0.6
2011-06-01,Volkswagen,Volkswagen Passat,411,4.0
2011-06-01,Volkswagen,Volkswagen Golf,391,3.8
2011-06-01,Mitsubishi,Mitsubishi ASX,363,3.5
2011-06-01,Ford,Ford Focus,325,3.1
2011-06-01,Ford,Ford Mondeo,310,3.0
2011-06-01,Nissan,Nissan Qashqai,307,3.0
2011-06-01,Volvo,Volvo V70,256,2.5
2011-06-01,Volvo,Volvo V60,255,2.5
2011-06-01,Toyota,Toyota Avensis,246,2.4
2011-06-01,Skoda,Skoda Octavia,245,2.4
2011-06-01,Audi,Audi A4,203,2.0
2011-06-01,Peugeot,Peugeot 508,191,1.8
2011-06-01,Volvo,Volvo V50,170,1.6
2011-06-01,Opel,Opel Astra,168,1.6
2011-06-01,Toyota,Toyota Auris,141,1.4
2011-06-01,Volkswagen,Volkswagen Polo,141,1.4
2011-06-01,Peugeot,Peugeot 3008,118,1.1
2011-06-01,Toyota,Toyota Yaris,117,1.1
2011-06-01,Volvo,Volvo XC60,89,0.9
2011-06-01,Volkswagen,Volkswagen Tiguan,55,0.5
2011-07-01,Volkswagen,Volkswagen Golf,636,5.7
2011-07-01,Mitsubishi,Mitsubishi ASX,477,4.3
2011-07-01,Toyota,Toyota Avensis,410,3.7
2011-07-01,Volvo,Volvo V70,384,3.4
2011-07-01,Ford,Ford Focus,352,3.1
2011-07-01,Volkswagen,Volkswagen Passat,329,2.9
2011-07-01,Nissan,Nissan Qashqai,305,2.7
2011-07-01,Skoda,Skoda Octavia,283,2.5
2011-07-01,Volvo,Volvo V50,255,2.3
2011-07-01,Toyota,Toyota Auris,236,2.1
2011-07-01,Volkswagen,Volkswagen Polo,236,2.1
2011-07-01,Toyota,Toyota Yaris,225,2.0
2011-07-01,Volvo,Volvo V60,222,2.0
2011-07-01,Peugeot,Peugeot 508,220,2.0
2011-07-01,Ford,Ford Mondeo,208,1.9
2011-07-01,Audi,Audi A4,192,1.7
2011-07-01,Opel,Opel Astra,176,1.6
2011-07-01,Volvo,Volvo XC60,172,1.5
2011-07-01,Peugeot,Peugeot 3008,145,1.3
2011-07-01,Volkswagen,Volkswagen Tiguan,115,1.0
2011-08-01,Volkswagen,Volkswagen Golf,668,5.8
2011-08-01,Ford,Ford Focus,520,4.5
2011-08-01,Volkswagen,Volkswagen Passat,406,3.5
2011-08-01,Mitsubishi,Mitsubishi ASX,338,2.9
2011-08-01,Volkswagen,Volkswagen Polo,305,2.7
2011-08-01,Skoda,Skoda Octavia,274,2.4
2011-08-01,Toyota,Toyota Avensis,266,2.3
2011-08-01,Nissan,Nissan Qashqai,262,2.3
2011-08-01,Toyota,Toyota Auris,243,2.1
2011-08-01,Volvo,Volvo V70,232,2.0
2011-08-01,Ford,Ford Mondeo,230,2.0
2011-08-01,Volkswagen,Volkswagen Tiguan,222,1.9
2011-08-01,Audi,Audi A4,193,1.7
2011-08-01,Volvo,Volvo V50,178,1.6
2011-08-01,Peugeot,Peugeot 508,173,1.5
2011-08-01,Toyota,Toyota Yaris,153,1.3
2011-08-01,Volvo,Volvo V60,151,1.3
2011-08-01,Opel,Opel Astra,147,1.3
2011-08-01,Peugeot,Peugeot 3008,142,1.2
2011-08-01,Volvo,Volvo XC60,72,0.6
2011-09-01,Volkswagen,Volkswagen Golf,608,5.2
2011-09-01,Ford,Ford Focus,440,3.7
2011-09-01,Nissan,Nissan Qashqai,430,3.7
2011-09-01,Volvo,Volvo V70,372,3.2
2011-09-01,Volkswagen,Volkswagen Passat,342,2.9
2011-09-01,Skoda,Skoda Octavia,331,2.8
2011-09-01,Toyota,Toyota Avensis,321,2.7
2011-09-01,Volvo,Volvo XC60,301,2.6
2011-09-01,Volvo,Volvo V60,252,2.1
2011-09-01,Ford,Ford Mondeo,239,2.0
2011-09-01,Toyota,Toyota Auris,229,2.0
2011-09-01,Volkswagen,Volkswagen Tiguan,225,1.9
2011-09-01,Volkswagen,Volkswagen Polo,220,1.9
2011-09-01,Audi,Audi A4,205,1.7
2011-09-01,Peugeot,Peugeot 508,184,1.6
2011-09-01,Peugeot,Peugeot 3008,169,1.4
2011-09-01,Volvo,Volvo V50,163,1.4
2011-09-01,Toyota,Toyota Yaris,154,1.3
2011-09-01,Opel,Opel Astra,111,0.9
2011-09-01,Mitsubishi,Mitsubishi ASX,107,0.9
2011-10-01,Volkswagen,Volkswagen Golf,667,5.8
2011-10-01,Ford,Ford Focus,428,3.7
2011-10-01,Volkswagen,Volkswagen Tiguan,367,3.2
2011-10-01,Volkswagen,Volkswagen Passat,361,3.1
2011-10-01,Skoda,Skoda Octavia,357,3.1
2011-10-01,Volvo,Volvo V70,325,2.8
2011-10-01,Nissan,Nissan Qashqai,312,2.7
2011-10-01,Ford,Ford Mondeo,308,2.7
2011-10-01,Toyota,Toyota Auris,307,2.7
2011-10-01,Volvo,Volvo V60,296,2.6
2011-10-01,Toyota,Toyota Avensis,288,2.5
2011-10-01,Volkswagen,Volkswagen Polo,227,2.0
2011-10-01,Volvo,Volvo XC60,192,1.7
2011-10-01,Audi,Audi A4,184,1.6
2011-10-01,BMW,BMW X3,145,1.3
2011-10-01,Mitsubishi,Mitsubishi ASX,133,1.2
2011-10-01,Toyota,Toyota Yaris,94,0.8
2011-10-01,Toyota,Toyota Prius,75,0.6
2011-10-01,Nissan,Nissan Leaf,13,0.1
2011-11-01,Volkswagen,Volkswagen Golf,619,5.0
2011-11-01,Ford,Ford Focus,492,4.0
2011-11-01,Volvo,Volvo V70,466,3.8
2011-11-01,Volkswagen,Volkswagen Passat,396,3.2
2011-11-01,Mitsubishi,Mitsubishi ASX,382,3.1
2011-11-01,Volkswagen,Volkswagen Tiguan,332,2.7
2011-11-01,Volvo,Volvo V60,331,2.7
2011-11-01,Toyota,Toyota Auris,301,2.4
2011-11-01,Ford,Ford Mondeo,277,2.2
2011-11-01,Nissan,Nissan Qashqai,271,2.2
2011-11-01,Toyota,Toyota Avensis,268,2.2
2011-11-01,Skoda,Skoda Octavia,257,2.1
2011-11-01,Volkswagen,Volkswagen Polo,236,1.9
2011-11-01,Volvo,Volvo XC60,208,1.7
2011-11-01,Peugeot,Peugeot 508,196,1.6
2011-11-01,Toyota,Toyota Yaris,195,1.6
2011-11-01,Audi,Audi A4,178,1.4
2011-11-01,Peugeot,Peugeot 3008,116,0.9
2011-11-01,Opel,Opel Astra,114,0.9
2011-11-01,Volvo,Volvo V50,94,0.8
2011-12-01,Volkswagen,Volkswagen Golf,607,5.3
2011-12-01,Ford,Ford Focus,537,4.6
2011-12-01,Volvo,Volvo V70,503,4.4
2011-12-01,Volkswagen,Volkswagen Tiguan,479,4.1
2011-12-01,Volkswagen,Volkswagen Passat,415,3.6
2011-12-01,Mitsubishi,Mitsubishi ASX,415,3.6
2011-12-01,Volvo,Volvo V60,360,3.1
2011-12-01,Skoda,Skoda Octavia,321,2.8
2011-12-01,Ford,Ford Mondeo,309,2.7
2011-12-01,Volkswagen,Volkswagen Polo,230,2.0
2011-12-01,Toyota,Toyota Avensis,225,1.9
2011-12-01,Nissan,Nissan Qashqai,206,1.8
2011-12-01,Volvo,Volvo XC60,194,1.7
2011-12-01,Toyota,Toyota Yaris,188,1.6
2011-12-01,Audi,Audi A4,185,1.6
2011-12-01,Peugeot,Peugeot 508,141,1.2
2011-12-01,Toyota,Toyota Auris,129,1.1
2011-12-01,Volvo,Volvo V50,118,1.0
2011-12-01,Peugeot,Peugeot 3008,90,0.8
2011-12-01,Opel,Opel Astra,81,0.7
2012-01-01,Volkswagen,Volkswagen Golf,482,4.4
2012-01-01,Toyota,Toyota Yaris,381,3.5
2012-01-01,Volkswagen,Volkswagen Tiguan,336,3.1
2012-01-01,Nissan,Nissan Qashqai,331,3.1
2012-01-01,Volvo,Volvo V70,313,2.9
2012-01-01,Volkswagen,Volkswagen Passat,290,2.7
2012-01-01,Ford,Ford Focus,251,2.3
2012-01-01,Mitsubishi,Mitsubishi ASX,238,2.2
2012-01-01,BMW,BMW X3,237,2.2
2012-01-01,Volvo,Volvo V60,225,2.1
2012-01-01,Volvo,Volvo XC60,223,2.1
2012-01-01,Toyota,Toyota Avensis,221,2.0
2012-01-01,Nissan,Nissan Leaf,210,1.9
2012-01-01,Peugeot,Peugeot 508,186,1.7
2012-01-01,Toyota,Toyota Auris,184,1.7
2012-01-01,Ford,Ford Mondeo,182,1.7
2012-01-01,Toyota,Toyota Rav4,179,1.7
2012-01-01,Volkswagen,Volkswagen Polo,179,1.7
2012-01-01,Audi,Audi Q3,159,1.5
2012-01-01,Suzuki,Suzuki Swift,158,1.5
2012-02-01,Toyota,Toyota Avensis,423,3.9
2012-02-01,Volkswagen,Volkswagen Golf,377,3.5
2012-02-01,Volkswagen,Volkswagen Tiguan,314,2.9
2012-02-01,Toyota,Toyota Yaris,309,2.8
2012-02-01,Ford,Ford Focus,276,2.5
2012-02-01,Volvo,Volvo V70,270,2.5
2012-02-01,Volkswagen,Volkswagen Passat,263,2.4
2012-02-01,Nissan,Nissan Qashqai,225,2.1
2012-02-01,Toyota,Toyota Auris,219,2.0
2012-02-01,Skoda,Skoda Octavia,219,2.0
2012-02-01,Nissan,Nissan Leaf,214,2.0
2012-02-01,Ford,Ford Mondeo,208,1.9
2012-02-01,Volkswagen,Volkswagen Polo,198,1.8
2012-02-01,Volvo,Volvo V60,186,1.7
2012-02-01,Toyota,Toyota Rav4,173,1.6
2012-02-01,Mitsubishi,Mitsubishi ASX,171,1.6
2012-02-01,Peugeot,Peugeot 508,169,1.5
2012-02-01,Kia,Kia Sportage,154,1.4
2012-02-01,BMW,BMW X3,132,1.2
2012-02-01,Volvo,Volvo XC60,132,1.2
2012-03-01,Volkswagen,Volkswagen Golf,599,4.6
2012-03-01,Ford,Ford Focus,509,3.9
2012-03-01,Toyota,Toyota Avensis,500,3.8
2012-03-01,Volvo,Volvo V70,439,3.4
2012-03-01,Volkswagen,Volkswagen Tiguan,377,2.9
2012-03-01,Toyota,Toyota Yaris,368,2.8
2012-03-01,Volkswagen,Volkswagen Passat,332,2.5
2012-03-01,Nissan,Nissan Qashqai,293,2.2
2012-03-01,Ford,Ford Mondeo,264,2.0
2012-03-01,Toyota,Toyota Auris,263,2.0
2012-03-01,Volvo,Volvo V50,232,1.8
2012-03-01,Toyota,Toyota Rav4,228,1.7
2012-03-01,Skoda,Skoda Octavia,210,1.6
2012-03-01,Volvo,Volvo V60,199,1.5
2012-03-01,Mitsubishi,Mitsubishi ASX,186,1.4
2012-03-01,BMW,BMW X3,186,1.4
2012-03-01,Nissan,Nissan Leaf,179,1.4
2012-03-01,Volvo,Volvo XC60,173,1.3
2012-03-01,Volkswagen,Volkswagen Polo,136,1.0
2012-03-01,Peugeot,Peugeot 508,133,1.0
2012-04-01,Volkswagen,Volkswagen Golf,685,6.3
2012-04-01,Volkswagen,Volkswagen Tiguan,414,3.8
2012-04-01,Volkswagen,Volkswagen Passat,397,3.7
2012-04-01,Toyota,Toyota Avensis,316,2.9
2012-04-01,Volvo,Volvo V70,301,2.8
2012-04-01,Skoda,Skoda Octavia,297,2.7
2012-04-01,Toyota,Toyota Yaris,289,2.7
2012-04-01,Ford,Ford Focus,269,2.5
2012-04-01,Volkswagen,Volkswagen Polo,257,2.4
2012-04-01,Volvo,Volvo V50,228,2.1
2012-04-01,Toyota,Toyota Auris,208,1.9
2012-04-01,Mitsubishi,Mitsubishi ASX,200,1.8
2012-04-01,BMW,BMW X3,199,1.8
2012-04-01,Nissan,Nissan Qashqai,197,1.8
2012-04-01,Volvo,Volvo V60,183,1.7
2012-04-01,Volvo,Volvo XC60,169,1.6
2012-04-01,Toyota,Toyota Rav4,157,1.4
2012-04-01,Ford,Ford Mondeo,155,1.4
2012-04-01,Peugeot,Peugeot 508,128,1.2
2012-04-01,Nissan,Nissan Leaf,113,1.0
2012-05-01,Volkswagen,Volkswagen Golf,555,4.4
2012-05-01,Ford,Ford Focus,467,3.7
2012-05-01,Volkswagen,Volkswagen Passat,417,3.3
2012-05-01,Toyota,Toyota Avensis,376,3.0
2012-05-01,Volvo,Volvo V70,332,2.6
2012-05-01,Volvo,Volvo V50,329,2.6
2012-05-01,Volkswagen,Volkswagen Tiguan,313,2.5
2012-05-01,Toyota,Toyota Auris,299,2.4
2012-05-01,Nissan,Nissan Qashqai,260,2.1
2012-05-01,Volvo,Volvo V60,258,2.0
2012-05-01,Toyota,Toyota Yaris,256,2.0
2012-05-01,Mitsubishi,Mitsubishi ASX,240,1.9
2012-05-01,BMW,BMW X3,223,1.8
2012-05-01,Skoda,Skoda Octavia,220,1.7
2012-05-01,Peugeot,Peugeot 508,198,1.6
2012-05-01,Nissan,Nissan Leaf,179,1.4
2012-05-01,Ford,Ford Mondeo,178,1.4
2012-05-01,Toyota,Toyota Rav4,149,1.2
2012-05-01,Volkswagen,Volkswagen Polo,119,0.9
2012-05-01,Volvo,Volvo XC60,117,0.9
2012-06-01,Ford,Ford Focus,516,4.7
2012-06-01,Volkswagen,Volkswagen Golf,377,3.4
2012-06-01,Volkswagen,Volkswagen Passat,349,3.2
2012-06-01,Toyota,Toyota Avensis,333,3.0
2012-06-01,Volkswagen,Volkswagen Tiguan,311,2.8
2012-06-01,Volvo,Volvo V70,305,2.8
2012-06-01,Skoda,Skoda Octavia,274,2.5
2012-06-01,Nissan,Nissan Qashqai,227,2.1
2012-06-01,Ford,Ford Mondeo,226,2.0
2012-06-01,Volvo,Volvo V60,224,2.0
2012-06-01,BMW,BMW X3,224,2.0
2012-06-01,Toyota,Toyota Yaris,213,1.9
2012-06-01,Toyota,Toyota Auris,208,1.9
2012-06-01,Mazda,Mazda CX-5,204,1.8
2012-06-01,Subaru,Subaru XV,182,1.6
2012-06-01,Mitsubishi,Mitsubishi ASX,176,1.6
2012-06-01,Kia,Kia Sportage,164,1.5
2012-06-01,Volvo,Volvo XC60,157,1.4
2012-06-01,Peugeot,Peugeot 508,156,1.4
2012-06-01,Toyota,Toyota Prius,144,1.3
2012-06-01,Audi,Audi A4,143,1.3
2012-06-01,Ford,Ford S-Max,140,1.3
2012-06-01,Volvo,Volvo V50,138,1.2
2012-06-01,Nissan,Nissan Leaf,138,1.2
2012-06-01,BMW,BMW 1-serie,133,1.2
2012-06-01,Peugeot,Peugeot 208,133,1.2
2012-06-01,Hyundai,Hyundai i30,132,1.2
2012-06-01,Skoda,Skoda Superb,127,1.1
2012-06-01,Toyota,Toyota RAV4,125,1.1
2012-06-01,Hyundai,Hyundai ix35,125,1.1
2012-06-01,Volkswagen,Volkswagen Polo,110,1.0
2012-07-01,Volkswagen,Volkswagen Golf,612,5.1
2012-07-01,Volkswagen,Volkswagen Passat,420,3.5
2012-07-01,Toyota,Toyota Avensis,378,3.2
2012-07-01,Ford,Ford Focus,369,3.1
2012-07-01,Skoda,Skoda Octavia,356,3.0
2012-07-01,Volkswagen,Volkswagen Tiguan,352,3.0
2012-07-01,Volvo,Volvo V70,340,2.9
2012-07-01,Nissan,Nissan Qashqai,275,2.3
2012-07-01,Subaru,Subaru XV,263,2.2
2012-07-01,Toyota,Toyota Auris,245,2.1
2012-07-01,Volvo,Volvo V60,244,2.0
2012-07-01,Ford,Ford Mondeo,218,1.8
2012-07-01,Toyota,Toyota Yaris,212,1.8
2012-07-01,Volkswagen,Volkswagen Polo,198,1.7
2012-07-01,Mitsubishi,Mitsubishi ASX,182,1.5
2012-07-01,Nissan,Nissan Leaf,174,1.5
2012-07-01,Volvo,Volvo XC60,173,1.5
2012-07-01,BMW,BMW X3,165,1.4
2012-07-01,Toyota,Toyota Rav4,124,1.0
2012-07-01,Volvo,Volvo V50,103,0.9
2012-08-01,Volkswagen,Volkswagen Golf,566,4.8
2012-08-01,Toyota,Toyota Yaris,453,3.8
2012-08-01,Volkswagen,Volkswagen Passat,340,2.9
2012-08-01,Ford,Ford Focus,337,2.9
2012-08-01,Toyota,Toyota Avensis,280,2.4
2012-08-01,Subaru,Subaru XV,272,2.3
2012-08-01,Volkswagen,Volkswagen Polo,236,2.0
2012-08-01,Nissan,Nissan Qashqai,232,2.0
2012-08-01,Ford,Ford Mondeo,231,2.0
2012-08-01,Volkswagen,Volkswagen Tiguan,227,1.9
2012-08-01,Skoda,Skoda Octavia,217,1.8
2012-08-01,Nissan,Nissan Leaf,213,1.8
2012-08-01,Volvo,Volvo V60,199,1.7
2012-08-01,Mitsubishi,Mitsubishi ASX,185,1.6
2012-08-01,Audi,Audi A4,185,1.6
2012-08-01,Kia,Kia Sportage,174,1.5
2012-08-01,Volvo,Volvo V70,173,1.5
2012-08-01,Toyota,Toyota Auris,171,1.5
2012-08-01,BMW,BMW X3,139,1.2
2012-08-01,Volvo,Volvo V50,46,0.4
2012-09-01,Volkswagen,Volkswagen Golf,461,4.1
2012-09-01,Ford,Ford Focus,338,3.0
2012-09-01,Toyota,Toyota Prius,324,2.9
2012-09-01,Volkswagen,Volkswagen Passat,321,2.9
2012-09-01,Volvo,Volvo V70,320,2.9
2012-09-01,Subaru,Subaru XV,319,2.9
2012-09-01,Volvo,Volvo V60,303,2.7
2012-09-01,Toyota,Toyota Avensis,288,2.6
2012-09-01,Toyota,Toyota Yaris,274,2.5
2012-09-01,Ford,Ford Mondeo,263,2.4
2012-09-01,Nissan,Nissan Leaf,257,2.3
2012-09-01,Volkswagen,Volkswagen Tiguan,245,2.2
2012-09-01,Nissan,Nissan Qashqai,224,2.0
2012-09-01,Skoda,Skoda Octavia,179,1.6
2012-09-01,BMW,BMW X3,176,1.6
2012-09-01,Toyota,Toyota Auris,173,1.6
2012-09-01,Mitsubishi,Mitsubishi ASX,159,1.4
2012-09-01,Audi,Audi A4,119,1.1
2012-09-01,Kia,Kia Sportage,118,1.1
2012-09-01,Volkswagen,Volkswagen Polo,101,0.9
2012-10-01,Volkswagen,Volkswagen Golf,483,3.9
2012-10-01,Toyota,Toyota Yaris,460,3.7
2012-10-01,Volkswagen,Volkswagen Passat,391,3.1
2012-10-01,Toyota,Toyota Prius,351,2.8
2012-10-01,Volkswagen,Volkswagen Tiguan,341,2.7
2012-10-01,Ford,Ford Focus,319,2.6
2012-10-01,Volvo,Volvo V60,295,2.4
2012-10-01,Toyota,Toyota Avensis,286,2.3
2012-10-01,Nissan,Nissan Leaf,277,2.2
2012-10-01,Volvo,Volvo V70,276,2.2
2012-10-01,Ford,Ford Mondeo,262,2.1
2012-10-01,Skoda,Skoda Octavia,255,2.1
2012-10-01,Nissan,Nissan Qashqai,239,1.9
2012-10-01,Toyota,Toyota Auris,224,1.8
2012-10-01,Subaru,Subaru XV,212,1.7
2012-10-01,Volvo,Volvo XC60,177,1.4
2012-10-01,BMW,BMW X3,170,1.4
2012-10-01,Volkswagen,Volkswagen Polo,169,1.4
2012-10-01,Audi,Audi A4,160,1.3
2012-10-01,Mitsubishi,Mitsubishi ASX,133,1.1
2012-11-01,Volkswagen,Volkswagen Golf,664,5.53979642916736
2012-11-01,Volkswagen,Volkswagen Passat,376,3.13699315868513
2012-11-01,Volkswagen,Volkswagen Tiguan,371,3.0952778241281496
2012-11-01,Toyota,Toyota Yaris,366,3.05356248957117
2012-11-01,Volvo,Volvo V70,337,2.81161354914066
2012-11-01,Ford,Ford Focus,301,2.51126314033039
2012-11-01,Toyota,Toyota Prius,279,2.32771566827966
2012-11-01,Volvo,Volvo V60,278,2.3193726013682596
2012-11-01,Nissan,Nissan Qashqai,272,2.26931419989988
2012-11-01,Volvo,Volvo V40,230,1.91890538962122
2012-11-01,Mitsubishi,Mitsubishi Outlander,224,1.86884698815285
2012-11-01,Kia,Kia Sportage,223,1.86050392124145
2012-11-01,Audi,Audi A4,216,1.80210245286167
2012-11-01,Volkswagen,Volkswagen up!,208,1.7353579175705
2012-11-01,Volkswagen,Volkswagen Polo,207,1.7270148506591
2012-11-01,Volvo,Volvo XC60,207,1.7270148506591
2012-11-01,Nissan,Nissan Leaf,206,1.71867178374771
2012-11-01,Toyota,Toyota Auris,199,1.66027031536793
2012-11-01,Peugeot,Peugeot 208,195,1.6268980477223403
2012-11-01,Skoda,Skoda Octavia,190,1.5851827131653602
2012-11-01,Toyota,Toyota Avensis,187,1.56015351243117
2012-11-01,Subaru,Subaru XV,168,1.4016352411146298
2012-11-01,BMW,BMW 3-serie,158,1.31820457200067
2012-11-01,Mercedes-Benz,Mercedes-Benz B-klasse,149,1.2431169697981002
2012-11-01,Kia,Kia cee'd,146,1.21808776906391
2012-11-01,BMW,BMW X3,140,1.16802936759553
2012-11-01,Honda,Honda CR-V,138,1.1513432337727298
2012-11-01,Mazda,Mazda CX-5,137,1.14300016686134
2012-11-01,Ford,Ford Mondeo,133,1.10962789921575
2012-11-01,Citroen,Citroen C4 Aircross,129,1.0762556315701701
2012-11-01,Mitsubishi,Mitsubishi ASX,88,0.734189888202903
2012-12-01,Volvo,Volvo V70,454,4.84576795815989
2012-12-01,Volkswagen,Volkswagen Golf,452,4.82442096274949
2012-12-01,Ford,Ford Focus,309,3.29811079090618
2012-12-01,Volvo,Volvo XC60,287,3.0632938413918196
2012-12-01,Volkswagen,Volkswagen Tiguan,278,2.9672323620450403
2012-12-01,Volvo,Volvo V60,266,2.8391503895826697
2012-12-01,Volkswagen,Volkswagen Passat,252,2.68972142170989
2012-12-01,Skoda,Skoda Octavia,252,2.68972142170989
2012-12-01,Mazda,Mazda CX-5,226,2.4122104813747502
2012-12-01,Volvo,Volvo V40,220,2.3481694951435603
2012-12-01,Mitsubishi,Mitsubishi Outlander,192,2.04931155939801
2012-12-01,Toyota,Toyota Prius,188,2.00661756857722
2012-12-01,Toyota,Toyota Auris,162,1.7291066282420802
2012-12-01,Mercedes-Benz,Mercedes-Benz B-klasse,159,1.6970861351264799
2012-12-01,Mercedes-Benz,Mercedes-Benz C-klasse,146,1.5583306649589102
2012-12-01,Audi,Audi A4,140,1.49428967872772
2012-12-01,Toyota,Toyota Avensis,138,1.47294268331732
2012-12-01,Nissan,Nissan Leaf,138,1.47294268331732
2012-12-01,Toyota,Toyota Yaris,134,1.43024869249653
2012-12-01,Skoda,Skoda Superb,131,1.39822819938094
2012-12-01,Mercedes-Benz,Mercedes-Benz A-klasse,131,1.39822819938094
2012-12-01,Ford,Ford Mondeo,125,1.3341872131497499
2012-12-01,Honda,Honda CR-V,125,1.3341872131497499
2012-12-01,Nissan,Nissan Qashqai,122,1.3021667200341598
2012-12-01,Hyundai,Hyundai ix35,116,1.2381257338029699
2012-12-01,Ford,Ford Kuga,114,1.2167787383925701
2012-12-01,Kia,Kia Sportage,113,1.2061052406873702
2012-12-01,BMW,BMW X3,111,1.18475824527698
2012-12-01,BMW,BMW 3-serie,110,1.1740847475717802
2012-12-01,Volkswagen,Volkswagen Polo,102,1.0886967659301998
2012-12-01,Subaru,Subaru XV,80,0.85387981641584
2012-12-01,Mitsubishi,Mitsubishi ASX,70,0.74714483936386
2013-01-01,Volkswagen,Volkswagen Golf,733,6.3
2013-01-01,Mazda,Mazda CX-5,490,4.2
2013-01-01,Toyota,Toyota Yaris,403,3.5
2013-01-01,Mitsubishi,Mitsubishi Outlander,392,3.4
2013-01-01,Ford,Ford Focus,317,2.7
2013-01-01,Nissan,Nissan Qashqai,277,2.4
2013-01-01,Volkswagen,Volkswagen Tiguan,274,2.4
2013-01-01,Volvo,Volvo V70,269,2.3
2013-01-01,Nissan,Nissan Leaf,265,2.3
2013-01-01,Toyota,Toyota Prius,248,2.1
2013-01-01,Volkswagen,Volkswagen Passat,245,2.1
2013-01-01,Volvo,Volvo V40,243,2.1
2013-01-01,Volvo,Volvo V60,211,1.8
2013-01-01,Honda,Honda CR-V,204,1.8
2013-01-01,Toyota,Toyota Avensis,203,1.7
2013-01-01,BMW,BMW X3,195,1.7
2013-01-01,Peugeot,Peugeot 208,194,1.7
2013-01-01,BMW,BMW 3-serie,192,1.6
2013-01-01,Peugeot,Peugeot 508,180,1.5
2013-01-01,Audi,Audi A4,179,1.5
2013-02-01,Volkswagen,Volkswagen Golf,678,6.0
2013-02-01,Mazda,Mazda CX-5,497,4.4
2013-02-01,Toyota,Toyota Auris,410,3.6
2013-02-01,Toyota,Toyota Yaris,390,3.4
2013-02-01,Nissan,Nissan Leaf,287,2.5
2013-02-01,Mercedes-Benz,Mercedes-Benz A-klasse,281,2.5
2013-02-01,Volkswagen,Volkswagen Passat,274,2.4
2013-02-01,Mitsubishi,Mitsubishi Outlander,267,2.4
2013-02-01,Volvo,Volvo V40,260,2.3
2013-02-01,Ford,Ford Focus,253,2.2
2013-02-01,Volkswagen,Volkswagen Tiguan,233,2.1
2013-02-01,Honda,Honda CR-V,227,2.0
2013-02-01,Volvo,Volvo V70,200,1.8
2013-02-01,Toyota,Toyota Prius,197,1.7
2013-02-01,Toyota,Toyota Avensis,196,1.7
2013-02-01,Nissan,Nissan Qashqai,195,1.7
2013-02-01,Peugeot,Peugeot 208,187,1.7
2013-02-01,Volvo,Volvo V60,186,1.6
2013-02-01,Kia,Kia Sportage,175,1.5
2013-02-01,Audi,Audi A4,169,1.5
2013-03-01,Volkswagen,Volkswagen Golf,555,5.2
2013-03-01,Mazda,Mazda CX-5,489,4.6
2013-03-01,Toyota,Toyota Auris,400,3.7
2013-03-01,Nissan,Nissan Leaf,297,2.8
2013-03-01,Volvo,Volvo V40,270,2.5
2013-03-01,Ford,Ford Focus,264,2.5
2013-03-01,Nissan,Nissan Qashqai,259,2.4
2013-03-01,Volkswagen,Volkswagen Passat,258,2.4
2013-03-01,Skoda,Skoda Octavia,243,2.3
2013-03-01,Toyota,Toyota Yaris,240,2.2
2013-03-01,Volkswagen,Volkswagen Tiguan,238,2.2
2013-03-01,Mitsubishi,Mitsubishi Outlander,234,2.2
2013-03-01,Toyota,Toyota Avensis,224,2.1
2013-03-01,Mercedes-Benz,Mercedes-Benz A-klasse,221,2.1
2013-03-01,Volvo,Volvo V70,219,2.0
2013-03-01,Honda,Honda CR-V,214,2.0
2013-03-01,Volvo,Volvo V60,190,1.8
2013-03-01,Toyota,Toyota Prius,154,1.4
2013-03-01,Peugeot,Peugeot 208,148,1.4
2013-03-01,Audi,Audi A4,139,1.3
2013-04-01,Volkswagen,Volkswagen Golf,903,6.5
2013-04-01,Nissan,Nissan Leaf,455,3.3
2013-04-01,Toyota,Toyota Auris,431,3.1
2013-04-01,Toyota,Toyota Rav4,410,2.9
