market,month,year,quantity,priceMin,priceMax,priceMod,state,city,date
KURNOOL(AP),September,2005,3570,442,944,763,AP,KURNOOL,September-2005
KURNOOL(AP),September,2006,18987,271,461,356,AP,KURNOOL,September-2006
KURNOOL(AP),September,2007,74941,637,1253,990,AP,KURNOOL,September-2007
KURNOOL(AP),September,2008,83553,282,639,519,AP,KURNOOL,September-2008
KURNOOL(AP),September,2009,79793,397,789,652,AP,KURNOOL,September-2009
KURNOOL(AP),September,2010,80915,594,1362,924,AP,KURNOOL,September-2010
KURNOOL(AP),September,2011,105110,714,1064,871,AP,KURNOOL,September-2011
KURNOOL(AP),September,2012,101220,452,785,606,AP,KURNOOL,September-2012
KURNOOL(AP),September,2013,48418,2760,3958,3386,AP,KURNOOL,September-2013
KURNOOL(AP),September,2014,87128,676,1387,1062,AP,KURNOOL,September-2014
KURNOOL(AP),September,2015,192452,1889,4104,3209,AP,KURNOOL,September-2015
KURNOOL(AP),October,2004,4982,135,455,328,AP,KURNOOL,October-2004
KURNOOL(AP),October,2005,548,538,1219,995,AP,KURNOOL,October-2005
KURNOOL(AP),October,2006,1510,70,350,200,AP,KURNOOL,October-2006
KURNOOL(AP),October,2007,53640,528,1249,985,AP,KURNOOL,October-2007
KURNOOL(AP),October,2008,69040,229,662,506,AP,KURNOOL,October-2008
KURNOOL(AP),October,2009,70104,567,1398,983,AP,KURNOOL,October-2009
KURNOOL(AP),October,2010,74292,872,1558,1228,AP,KURNOOL,October-2010
KURNOOL(AP),October,2011,67056,614,969,772,AP,KURNOOL,October-2011
KURNOOL(AP),October,2012,89559,462,1039,675,AP,KURNOOL,October-2012
KURNOOL(AP),October,2013,22241,2268,3680,3089,AP,KURNOOL,October-2013
KURNOOL(AP),October,2014,72238,636,1411,1131,AP,KURNOOL,October-2014
KURNOOL(AP),October,2015,136083,1240,2643,1983,AP,KURNOOL,October-2015
KURNOOL(AP),November,2004,10804,130,433,285,AP,KURNOOL,November-2004
KURNOOL(AP),November,2005,579,353,946,705,AP,KURNOOL,November-2005
KURNOOL(AP),November,2006,32008,100,464,273,AP,KURNOOL,November-2006
KURNOOL(AP),November,2007,55826,383,799,647,AP,KURNOOL,November-2007
KURNOOL(AP),November,2008,74087,421,1201,817,AP,KURNOOL,November-2008
KURNOOL(AP),November,2009,45950,807,1825,1335,AP,KURNOOL,November-2009
KURNOOL(AP),November,2010,73937,1040,2118,1626,AP,KURNOOL,November-2010
KURNOOL(AP),November,2011,63245,430,909,673,AP,KURNOOL,November-2011
KURNOOL(AP),November,2012,64679,458,1239,703,AP,KURNOOL,November-2012
KURNOOL(AP),November,2013,51253,1878,3026,2501,AP,KURNOOL,November-2013
KURNOOL(AP),November,2014,64547,512,1353,1078,AP,KURNOOL,November-2014
KURNOOL(AP),November,2015,149738,1237,2195,1593,AP,KURNOOL,November-2015
KURNOOL(AP),December,2004,9284,125,372,292,AP,KURNOOL,December-2004
KURNOOL(AP),December,2005,175,349,694,510,AP,KURNOOL,December-2005
KURNOOL(AP),December,2006,40128,156,646,370,AP,KURNOOL,December-2006
KURNOOL(AP),December,2007,44872,295,631,477,AP,KURNOOL,December-2007
KURNOOL(AP),December,2008,30381,419,1286,883,AP,KURNOOL,December-2008
KURNOOL(AP),December,2009,25187,985,1823,1485,AP,KURNOOL,December-2009
KURNOOL(AP),December,2010,17730,1366,3329,2511,AP,KURNOOL,December-2010
KURNOOL(AP),December,2011,45667,252,634,445,AP,KURNOOL,December-2011
KURNOOL(AP),December,2012,34597,613,1481,963,AP,KURNOOL,December-2012
KURNOOL(AP),December,2013,16110,1129,1688,1425,AP,KURNOOL,December-2013
KURNOOL(AP),December,2014,29557,655,1654,1240,AP,KURNOOL,December-2014
KURNOOL(AP),December,2015,47687,756,1711,1262,AP,KURNOOL,December-2015
LASALGAON(MS),January,1996,225063,160,257,226,MS,LASALGAON,January-1996
LASALGAON(MS),January,1997,241225,126,323,290,MS,LASALGAON,January-1997
LASALGAON(MS),January,1998,125731,225,1447,1037,MS,LASALGAON,January-1998
LASALGAON(MS),January,1999,236001,310,545,498,MS,LASALGAON,January-1999
LASALGAON(MS),January,2000,390783,145,341,225,MS,LASALGAON,January-2000
LASALGAON(MS),January,2001,295435,219,545,494,MS,LASALGAON,January-2001
LASALGAON(MS),January,2002,324553,65,309,250,MS,LASALGAON,January-2002
LASALGAON(MS),January,2003,465031,63,214,166,MS,LASALGAON,January-2003
LASALGAON(MS),January,2004,371920,481,877,814,MS,LASALGAON,January-2004
LASALGAON(MS),January,2005,366672,109,371,263,MS,LASALGAON,January-2005
LASALGAON(MS),January,2006,377164,196,387,306,MS,LASALGAON,January-2006
LASALGAON(MS),January,2007,433795,606,1063,868,MS,LASALGAON,January-2007
LASALGAON(MS),January,2008,543060,179,418,256,MS,LASALGAON,January-2008
LASALGAON(MS),January,2009,478190,933,1455,1238,MS,LASALGAON,January-2009
LASALGAON(MS),January,2010,305760,400,1589,1311,MS,LASALGAON,January-2010
LASALGAON(MS),January,2011,200600,448,3060,2379,MS,LASALGAON,January-2011
LASALGAON(MS),January,2012,367695,190,505,375,MS,LASALGAON,January-2012
LASALGAON(MS),January,2013,498705,913,1592,1441,MS,LASALGAON,January-2013
LASALGAON(MS),January,2014,467015,774,1220,978,MS,LASALGAON,January-2014
LASALGAON(MS),January,2015,451297,658,1572,1301,MS,LASALGAON,January-2015
LASALGAON(MS),January,2016,563321,677,1407,1108,MS,LASALGAON,January-2016
LASALGAON(MS),February,1996,196164,133,229,186,MS,LASALGAON,February-1996
LASALGAON(MS),February,1997,229550,134,305,271,MS,LASALGAON,February-1997
LASALGAON(MS),February,1998,152960,267,1126,920,MS,LASALGAON,February-1998
LASALGAON(MS),February,1999,154785,140,347,271,MS,LASALGAON,February-1999
LASALGAON(MS),February,2000,485232,95,303,197,MS,LASALGAON,February-2000
LASALGAON(MS),February,2001,239095,175,377,340,MS,LASALGAON,February-2001
LASALGAON(MS),February,2002,296530,74,243,214,MS,LASALGAON,February-2002
LASALGAON(MS),February,2003,343124,71,194,140,MS,LASALGAON,February-2003
LASALGAON(MS),February,2004,320754,434,769,723,MS,LASALGAON,February-2004
LASALGAON(MS),February,2005,314122,107,346,244,MS,LASALGAON,February-2005
LASALGAON(MS),February,2006,328744,143,255,214,MS,LASALGAON,February-2006
LASALGAON(MS),February,2007,359701,773,1101,960,MS,LASALGAON,February-2007
LASALGAON(MS),February,2008,488225,177,378,248,MS,LASALGAON,February-2008
LASALGAON(MS),February,2009,358300,840,1285,1113,MS,LASALGAON,February-2009
LASALGAON(MS),February,2010,359172,357,1165,1000,MS,LASALGAON,February-2010
LASALGAON(MS),February,2011,262305,343,993,829,MS,LASALGAON,February-2011
LASALGAON(MS),February,2012,400213,173,410,341,MS,LASALGAON,February-2012
LASALGAON(MS),February,2013,393745,958,1598,1436,MS,LASALGAON,February-2013
LASALGAON(MS),February,2014,278214,469,831,746,MS,LASALGAON,February-2014
LASALGAON(MS),February,2015,556743,698,1575,1404,MS,LASALGAON,February-2015
LASALGAON(MS),February,2016,292870,420,1135,802,MS,LASALGAON,February-2016
LASALGAON(MS),March,1996,178992,155,274,243,MS,LASALGAON,March-1996
LASALGAON(MS),March,1997,130885,138,310,273,MS,LASALGAON,March-1997
LASALGAON(MS),March,1998,281027,152,486,417,MS,LASALGAON,March-1998
LASALGAON(MS),March,1999,228760,110,292,233,MS,LASALGAON,March-1999
LASALGAON(MS),March,2000,254922,129,287,211,MS,LASALGAON,March-2000
LASALGAON(MS),March,2001,205975,137,351,320,MS,LASALGAON,March-2001
LASALGAON(MS),March,2002,146337,74,219,193,MS,LASALGAON,March-2002
LASALGAON(MS),March,2003,244700,110,264,235,MS,LASALGAON,March-2003
LASALGAON(MS),March,2004,272505,202,440,393,MS,LASALGAON,March-2004
LASALGAON(MS),March,2005,262074,78,307,194,MS,LASALGAON,March-2005
LASALGAON(MS),March,2006,246948,128,240,151,MS,LASALGAON,March-2006
LASALGAON(MS),March,2007,320005,536,732,639,MS,LASALGAON,March-2007
LASALGAON(MS),March,2008,263577,212,357,299,MS,LASALGAON,March-2008
LASALGAON(MS),March,2009,371350,488,835,726,MS,LASALGAON,March-2009
LASALGAON(MS),March,2010,231181,204,810,626,MS,LASALGAON,March-2010
LASALGAON(MS),March,2011,316230,121,526,430,MS,LASALGAON,March-2011
LASALGAON(MS),March,2012,236050,135,447,330,MS,LASALGAON,March-2012
LASALGAON(MS),March,2013,260887,664,1128,992,MS,LASALGAON,March-2013
LASALGAON(MS),March,2014,241705,470,966,837,MS,LASALGAON,March-2014
LASALGAON(MS),March,2015,494835,579,1475,1206,MS,LASALGAON,March-2015
LASALGAON(MS),April,1996,192592,136,279,254,MS,LASALGAON,April-1996
LASALGAON(MS),April,1997,223608,149,240,214,MS,LASALGAON,April-1997
LASALGAON(MS),April,1998,119035,76,318,258,MS,LASALGAON,April-1998
LASALGAON(MS),April,1999,130225,119,468,358,MS,LASALGAON,April-1999
LASALGAON(MS),April,2000,142314,39,268,212,MS,LASALGAON,April-2000
LASALGAON(MS),April,2001,196415,93,293,263,MS,LASALGAON,April-2001
LASALGAON(MS),April,2002,193777,55,232,177,MS,LASALGAON,April-2002
LASALGAON(MS),April,2003,255049,112,346,309,MS,LASALGAON,April-2003
LASALGAON(MS),April,2004,255298,152,376,297,MS,LASALGAON,April-2004
LASALGAON(MS),April,2005,235586,53,358,270,MS,LASALGAON,April-2005
LASALGAON(MS),April,2006,291532,115,300,234,MS,LASALGAON,April-2006
LASALGAON(MS),April,2007,320725,291,544,449,MS,LASALGAON,April-2007
LASALGAON(MS),April,2008,349090,214,349,272,MS,LASALGAON,April-2008
LASALGAON(MS),April,2009,350525,242,579,468,MS,LASALGAON,April-2009
LASALGAON(MS),April,2010,142620,256,625,515,MS,LASALGAON,April-2010
LASALGAON(MS),April,2011,208545,113,676,548,MS,LASALGAON,April-2011
LASALGAON(MS),April,2012,255260,190,507,407,MS,LASALGAON,April-2012
LASALGAON(MS),April,2013,276680,580,974,838,MS,LASALGAON,April-2013
LASALGAON(MS),April,2014,261547,306,1344,888,MS,LASALGAON,April-2014
LASALGAON(MS),April,2015,351124,394,1410,1093,MS,LASALGAON,April-2015
LASALGAON(MS),May,1996,237574,154,312,269,MS,LASALGAON,May-1996
LASALGAON(MS),May,1997,251132,123,238,213,MS,LASALGAON,May-1997
LASALGAON(MS),May,1998,233819,97,381,321,MS,LASALGAON,May-1998
LASALGAON(MS),May,1999,199710,180,648,533,MS,LASALGAON,May-1999
LASALGAON(MS),May,2000,207700,35,287,188,MS,LASALGAON,May-2000
LASALGAON(MS),May,2001,198160,52,297,223,MS,LASALGAON,May-2001
LASALGAON(MS),May,2002,307034,35,261,187,MS,LASALGAON,May-2002
LASALGAON(MS),May,2003,298130,111,387,340,MS,LASALGAON,May-2003
LASALGAON(MS),May,2004,262106,142,399,303,MS,LASALGAON,May-2004
LASALGAON(MS),May,2005,186382,47,323,187,MS,LASALGAON,May-2005
LASALGAON(MS),May,2006,317721,105,320,208,MS,LASALGAON,May-2006
LASALGAON(MS),May,2007,304004,278,614,482,MS,LASALGAON,May-2007
LASALGAON(MS),May,2008,425780,174,327,246,MS,LASALGAON,May-2008
LASALGAON(MS),May,2009,346707,206,605,483,MS,LASALGAON,May-2009
LASALGAON(MS),May,2010,164225,218,709,552,MS,LASALGAON,May-2010
LASALGAON(MS),May,2011,179763,179,663,549,MS,LASALGAON,May-2011
LASALGAON(MS),May,2012,353360,140,533,372,MS,LASALGAON,May-2012
LASALGAON(MS),May,2013,274920,616,1067,912,MS,LASALGAON,May-2013
LASALGAON(MS),May,2014,338372,300,1461,988,MS,LASALGAON,May-2014
LASALGAON(MS),May,2015,399992,604,1685,1198,MS,LASALGAON,May-2015
LASALGAON(MS),June,1996,175308,229,413,367,MS,LASALGAON,June-1996
LASALGAON(MS),June,1997,138178,64,237,195,MS,LASALGAON,June-1997
LASALGAON(MS),June,1998,272471,158,703,583,MS,LASALGAON,June-1998
LASALGAON(MS),June,1999,179780,186,554,443,MS,LASALGAON,June-1999
LASALGAON(MS),June,2000,232644,33,327,177,MS,LASALGAON,June-2000
LASALGAON(MS),June,2001,280932,96,348,308,MS,LASALGAON,June-2001
LASALGAON(MS),June,2002,215520,54,350,297,MS,LASALGAON,June-2002
LASALGAON(MS),June,2003,237440,204,490,448,MS,LASALGAON,June-2003
LASALGAON(MS),June,2004,213767,131,456,381,MS,LASALGAON,June-2004
LASALGAON(MS),June,2005,182565,63,411,274,MS,LASALGAON,June-2005
LASALGAON(MS),June,2006,265321,120,410,331,MS,LASALGAON,June-2006
LASALGAON(MS),June,2007,144160,435,870,768,MS,LASALGAON,June-2007
LASALGAON(MS),June,2008,378525,210,464,376,MS,LASALGAON,June-2008
LASALGAON(MS),June,2009,177015,238,816,660,MS,LASALGAON,June-2009
LASALGAON(MS),June,2010,134595,210,788,599,MS,LASALGAON,June-2010
LASALGAON(MS),June,2011,181725,228,841,725,MS,LASALGAON,June-2011
LASALGAON(MS),June,2012,324365,152,614,475,MS,LASALGAON,June-2012
LASALGAON(MS),June,2013,216030,806,1544,1385,MS,LASALGAON,June-2013
LASALGAON(MS),June,2014,270205,453,1767,1367,MS,LASALGAON,June-2014
LASALGAON(MS),June,2015,351605,733,1980,1554,MS,LASALGAON,June-2015
LASALGAON(MS),July,1996,156282,229,406,368,MS,LASALGAON,July-1996
LASALGAON(MS),July,1997,235057,37,225,168,MS,LASALGAON,July-1997
LASALGAON(MS),July,1998,158223,263,932,844,MS,LASALGAON,July-1998
LASALGAON(MS),July,1999,180555,188,483,429,MS,LASALGAON,July-1999
LASALGAON(MS),July,2000,231626,59,302,204,MS,LASALGAON,July-2000
LASALGAON(MS),July,2001,194034,174,389,359,MS,LASALGAON,July-2001
LASALGAON(MS),July,2002,256294,85,397,358,MS,LASALGAON,July-2002
LASALGAON(MS),July,2003,199729,252,502,459,MS,LASALGAON,July-2003
LASALGAON(MS),July,2004,203020,194,433,366,MS,LASALGAON,July-2004
LASALGAON(MS),July,2005,192020,112,581,344,MS,LASALGAON,July-2005
LASALGAON(MS),July,2006,217182,133,406,309,MS,LASALGAON,July-2006
LASALGAON(MS),July,2007,243280,683,914,856,MS,LASALGAON,July-2007
LASALGAON(MS),July,2008,318417,534,785,703,MS,LASALGAON,July-2008
LASALGAON(MS),July,2009,279840,243,695,610,MS,LASALGAON,July-2009
LASALGAON(MS),July,2010,264372,198,803,651,MS,LASALGAON,July-2010
LASALGAON(MS),July,2011,184347,314,918,843,MS,LASALGAON,July-2011
LASALGAON(MS),July,2012,340655,157,657,534,MS,LASALGAON,July-2012
LASALGAON(MS),July,2013,188508,1228,2217,2102,MS,LASALGAON,July-2013
LASALGAON(MS),July,2014,233690,945,2310,1886,MS,LASALGAON,July-2014
LASALGAON(MS),July,2015,231948,1209,2392,2118,MS,LASALGAON,July-2015
LASALGAON(MS),August,1996,173892,164,388,340,MS,LASALGAON,August-1996
LASALGAON(MS),August,1997,235143,43,257,210,MS,LASALGAON,August-1997
LASALGAON(MS),August,1998,112556,332,1459,1343,MS,LASALGAON,August-1998
LASALGAON(MS),August,1999,134955,177,427,397,MS,LASALGAON,August-1999
LASALGAON(MS),August,2000,250288,65,342,278,MS,LASALGAON,August-2000
LASALGAON(MS),August,2001,200958,181,602,532,MS,LASALGAON,August-2001
LASALGAON(MS),August,2002,205068,126,487,442,MS,LASALGAON,August-2002
LASALGAON(MS),August,2003,208150,273,562,507,MS,LASALGAON,August-2003
LASALGAON(MS),August,2004,221511,243,449,389,MS,LASALGAON,August-2004
LASALGAON(MS),August,2005,193688,250,751,639,MS,LASALGAON,August-2005
LASALGAON(MS),August,2006,209481,126,446,346,MS,LASALGAON,August-2006
LASALGAON(MS),August,2007,219996,838,1262,1179,MS,LASALGAON,August-2007
LASALGAON(MS),August,2008,262570,578,890,776,MS,LASALGAON,August-2008
LASALGAON(MS),August,2009,249515,233,754,656,MS,LASALGAON,August-2009
LASALGAON(MS),August,2010,221141,202,977,859,MS,LASALGAON,August-2010
LASALGAON(MS),August,2011,145980,373,1166,1084,MS,LASALGAON,August-2011
LASALGAON(MS),August,2012,300643,167,756,593,MS,LASALGAON,August-2012
LASALGAON(MS),August,2013,132903,1708,3965,3694,MS,LASALGAON,August-2013
LASALGAON(MS),August,2014,228355,589,2005,1610,MS,LASALGAON,August-2014
LASALGAON(MS),August,2015,61147,2343,4616,4124,MS,LASALGAON,August-2015
LASALGAON(MS),September,1996,138648,145,363,317,MS,LASALGAON,September-1996
LASALGAON(MS),September,1997,252960,35,318,241,MS,LASALGAON,September-1997
LASALGAON(MS),September,1998,100767,386,2001,1908,MS,LASALGAON,September-1998
LASALGAON(MS),September,1999,98877,206,659,619,MS,LASALGAON,September-1999
LASALGAON(MS),September,2000,214857,62,380,303,MS,LASALGAON,September-2000
LASALGAON(MS),September,2001,211026,126,588,497,MS,LASALGAON,September-2001
LASALGAON(MS),September,2002,169212,94,507,436,MS,LASALGAON,September-2002
LASALGAON(MS),September,2003,187333,241,614,537,MS,LASALGAON,September-2003
LASALGAON(MS),September,2004,177640,244,473,400,MS,LASALGAON,September-2004
LASALGAON(MS),September,2005,159196,317,1071,920,MS,LASALGAON,September-2005
LASALGAON(MS),September,2006,246130,126,528,358,MS,LASALGAON,September-2006
LASALGAON(MS),September,2007,174015,861,1580,1475,MS,LASALGAON,September-2007
LASALGAON(MS),September,2008,213235,421,786,643,MS,LASALGAON,September-2008
LASALGAON(MS),September,2009,258355,227,785,666,MS,LASALGAON,September-2009
LASALGAON(MS),September,2010,187605,234,1520,1353,MS,LASALGAON,September-2010
LASALGAON(MS),September,2011,123625,347,1206,1056,MS,LASALGAON,September-2011
LASALGAON(MS),September,2012,207828,149,716,490,MS,LASALGAON,September-2012
LASALGAON(MS),September,2013,75145,2056,4930,4593,MS,LASALGAON,September-2013
LASALGAON(MS),September,2014,285620,326,1940,1340,MS,LASALGAON,September-2014
LASALGAON(MS),September,2015,34925,2405,4573,4130,MS,LASALGAON,September-2015
LASALGAON(MS),October,1996,149113,160,560,492,MS,LASALGAON,October-1996
LASALGAON(MS),October,1997,208213,45,412,331,MS,LASALGAON,October-1997
LASALGAON(MS),October,1998,40024,500,2954,2632,MS,LASALGAON,October-1998
LASALGAON(MS),October,1999,94707,202,664,611,MS,LASALGAON,October-1999
LASALGAON(MS),October,2000,181765,109,552,440,MS,LASALGAON,October-2000
LASALGAON(MS),October,2001,229926,113,619,547,MS,LASALGAON,October-2001
LASALGAON(MS),October,2002,130732,153,686,577,MS,LASALGAON,October-2002
LASALGAON(MS),October,2003,108321,388,929,748,MS,LASALGAON,October-2003
LASALGAON(MS),October,2004,156268,235,631,502,MS,LASALGAON,October-2004
LASALGAON(MS),October,2005,73833,568,1326,1175,MS,LASALGAON,October-2005
LASALGAON(MS),October,2006,170520,135,602,419,MS,LASALGAON,October-2006
LASALGAON(MS),October,2007,101965,722,1486,1358,MS,LASALGAON,October-2007
LASALGAON(MS),October,2008,247350,373,856,612,MS,LASALGAON,October-2008
LASALGAON(MS),October,2009,290545,575,1568,1368,MS,LASALGAON,October-2009
LASALGAON(MS),October,2010,136230,352,1639,1393,MS,LASALGAON,October-2010
LASALGAON(MS),October,2011,161650,445,1047,844,MS,LASALGAON,October-2011
LASALGAON(MS),October,2012,321063,245,1011,802,MS,LASALGAON,October-2012
LASALGAON(MS),October,2013,42100,1770,5040,4197,MS,LASALGAON,October-2013
LASALGAON(MS),October,2014,156115,500,1790,1422,MS,LASALGAON,October-2014
LASALGAON(MS),October,2015,30532,1581,3614,3248,MS,LASALGAON,October-2015
LASALGAON(MS),November,1996,96295,138,498,376,MS,LASALGAON,November-1996
LASALGAON(MS),November,1997,145358,117,852,711,MS,LASALGAON,November-1997
LASALGAON(MS),November,1998,49798,245,2080,1689,MS,LASALGAON,November-1998
LASALGAON(MS),November,1999,136140,157,537,439,MS,LASALGAON,November-1999
LASALGAON(MS),November,2000,179130,183,756,601,MS,LASALGAON,November-2000
LASALGAON(MS),November,2001,131803,185,889,745,MS,LASALGAON,November-2001
LASALGAON(MS),November,2002,164663,159,487,389,MS,LASALGAON,November-2002
LASALGAON(MS),November,2003,230372,312,740,597,MS,LASALGAON,November-2003
LASALGAON(MS),November,2004,133382,147,550,386,MS,LASALGAON,November-2004
LASALGAON(MS),November,2005,37705,710,1263,1134,MS,LASALGAON,November-2005
LASALGAON(MS),November,2006,193125,121,823,600,MS,LASALGAON,November-2006
LASALGAON(MS),November,2007,138732,554,867,724,MS,LASALGAON,November-2007
LASALGAON(MS),November,2008,206577,581,1107,917,MS,LASALGAON,November-2008
LASALGAON(MS),November,2009,172545,599,1951,1417,MS,LASALGAON,November-2009
LASALGAON(MS),November,2010,186705,240,2813,1452,MS,LASALGAON,November-2010
LASALGAON(MS),November,2011,164585,445,1149,763,MS,LASALGAON,November-2011
LASALGAON(MS),November,2012,256677,327,1357,1049,MS,LASALGAON,November-2012
LASALGAON(MS),November,2013,175083,1311,3737,2983,MS,LASALGAON,November-2013
LASALGAON(MS),November,2014,70545,740,1646,1432,MS,LASALGAON,November-2014
LASALGAON(MS),November,2015,178713,1565,2968,2134,MS,LASALGAON,November-2015
LASALGAON(MS),December,1996,240615,138,451,385,MS,LASALGAON,December-1996
LASALGAON(MS),December,1997,106968,118,1144,837,MS,LASALGAON,December-1997
LASALGAON(MS),December,1998,153905,442,1152,1069,MS,LASALGAON,December-1998
LASALGAON(MS),December,1999,286748,153,350,306,MS,LASALGAON,December-1999
LASALGAON(MS),December,2000,336645,302,580,512,MS,LASALGAON,December-2000
LASALGAON(MS),December,2001,257505,140,477,413,MS,LASALGAON,December-2001
LASALGAON(MS),December,2002,418649,94,316,244,MS,LASALGAON,December-2002
LASALGAON(MS),December,2003,381268,361,774,679,MS,LASALGAON,December-2003
LASALGAON(MS),December,2004,332186,110,426,319,MS,LASALGAON,December-2004
LASALGAON(MS),December,2005,265712,412,636,548,MS,LASALGAON,December-2005
LASALGAON(MS),December,2006,368625,399,897,700,MS,LASALGAON,December-2006
LASALGAON(MS),December,2007,425447,372,618,458,MS,LASALGAON,December-2007
LASALGAON(MS),December,2008,412130,790,1258,1079,MS,LASALGAON,December-2008
LASALGAON(MS),December,2009,240935,472,2013,1263,MS,LASALGAON,December-2009
LASALGAON(MS),December,2010,185620,284,3749,2011,MS,LASALGAON,December-2010
LASALGAON(MS),December,2011,213720,223,803,575,MS,LASALGAON,December-2011
LASALGAON(MS),December,2012,498275,586,1390,1207,MS,LASALGAON,December-2012
LASALGAON(MS),December,2013,343533,955,1690,1335,MS,LASALGAON,December-2013
LASALGAON(MS),December,2014,246504,884,1705,1514,MS,LASALGAON,December-2014
LASALGAON(MS),December,2015,438498,923,1690,1280,MS,LASALGAON,December-2015
LONAND(MS),January,1998,9800,910,1640,1340,MS,LONAND,January-1998
LONAND(MS),January,1999,12000,333,617,502,MS,LONAND,January-1999
LONAND(MS),January,2000,25243,137,293,243,MS,LONAND,January-2000
LONAND(MS),January,2001,22420,294,570,456,MS,LONAND,January-2001
LONAND(MS),January,2002,59985,100,333,238,MS,LONAND,January-2002
LONAND(MS),January,2004,28500,578,902,799,MS,LONAND,January-2004
LONAND(MS),January,2005,12750,168,445,336,MS,LONAND,January-2005
LONAND(MS),January,2006,45400,169,344,273,MS,LONAND,January-2006
LONAND(MS),January,2007,13032,379,1171,829,MS,LONAND,January-2007
LONAND(MS),January,2008,56549,157,415,315,MS,LONAND,January-2008
LONAND(MS),January,2009,28819,528,1646,1297,MS,LONAND,January-2009
LONAND(MS),January,2010,16100,413,1520,1131,MS,LONAND,January-2010
LONAND(MS),January,2011,5900,983,3337,2492,MS,LONAND,January-2011
LONAND(MS),January,2012,19300,213,526,446,MS,LONAND,January-2012
LONAND(MS),January,2013,18950,871,1610,1357,MS,LONAND,January-2013
LONAND(MS),January,2014,43262,522,1079,900,MS,LONAND,January-2014
LONAND(MS),January,2015,12401,557,1375,1050,MS,LONAND,January-2015
LONAND(MS),January,2016,21261,650,1600,1200,MS,LONAND,January-2016
LONAND(MS),February,1998,16250,438,1053,731,MS,LONAND,February-1998
LONAND(MS),February,1999,25500,144,284,243,MS,LONAND,February-1999
LONAND(MS),February,2000,43280,175,342,254,MS,LONAND,February-2000
LONAND(MS),February,2001,11922,290,350,308,MS,LONAND,February-2001
LONAND(MS),February,2002,13500,175,255,225,MS,LONAND,February-2002
LONAND(MS),February,2003,7569,50,240,165,MS,LONAND,February-2003
LONAND(MS),February,2004,31950,464,732,652,MS,LONAND,February-2004
LONAND(MS),February,2005,31200,112,362,299,MS,LONAND,February-2005
LONAND(MS),February,2006,8400,117,254,197,MS,LONAND,February-2006
LONAND(MS),February,2007,38453,381,1034,819,MS,LONAND,February-2007
LONAND(MS),February,2008,56990,110,362,293,MS,LONAND,February-2008
LONAND(MS),February,2009,49000,478,1191,1056,MS,LONAND,February-2009
LONAND(MS),February,2010,37800,400,1136,950,MS,LONAND,February-2010
LONAND(MS),February,2011,15000,500,954,800,MS,LONAND,February-2011
LONAND(MS),February,2012,35000,238,445,388,MS,LONAND,February-2012
LONAND(MS),February,2013,33100,971,1510,1304,MS,LONAND,February-2013
LONAND(MS),February,2014,64032,325,768,619,MS,LONAND,February-2014
LONAND(MS),February,2015,18263,675,1722,1363,MS,LONAND,February-2015
LONAND(MS),February,2016,55741,429,1049,839,MS,LONAND,February-2016
LONAND(MS),March,1998,75000,293,397,355,MS,LONAND,March-1998
LONAND(MS),March,1999,23000,217,292,260,MS,LONAND,March-1999
LONAND(MS),March,2000,18664,110,242,198,MS,LONAND,March-2000
LONAND(MS),March,2001,58030,141,329,261,MS,LONAND,March-2001
LONAND(MS),March,2002,35000,50,186,138,MS,LONAND,March-2002
LONAND(MS),March,2003,33746,115,266,221,MS,LONAND,March-2003
LONAND(MS),March,2004,28700,200,431,369,MS,LONAND,March-2004
LONAND(MS),March,2005,39125,89,307,259,MS,LONAND,March-2005
LONAND(MS),March,2006,21600,126,242,213,MS,LONAND,March-2006
LONAND(MS),March,2007,28733,286,669,513,MS,LONAND,March-2007
LONAND(MS),March,2008,90602,132,353,285,MS,LONAND,March-2008
LONAND(MS),March,2009,55136,346,778,692,MS,LONAND,March-2009
LONAND(MS),March,2010,57300,250,721,627,MS,LONAND,March-2010
LONAND(MS),March,2011,40750,381,591,538,MS,LONAND,March-2011
LONAND(MS),March,2012,61000,225,465,410,MS,LONAND,March-2012
LONAND(MS),March,2013,36750,793,1105,989,MS,LONAND,March-2013
LONAND(MS),March,2014,71764,400,876,725,MS,LONAND,March-2014
LONAND(MS),March,2015,24889,620,1355,1140,MS,LONAND,March-2015
LONAND(MS),April,1998,25000,255,290,265,MS,LONAND,April-1998
LONAND(MS),April,1999,46100,232,381,330,MS,LONAND,April-1999
LONAND(MS),April,2000,15982,41,183,130,MS,LONAND,April-2000
LONAND(MS),April,2001,29000,150,280,226,MS,LONAND,April-2001
LONAND(MS),April,2002,51000,104,206,164,MS,LONAND,April-2002
LONAND(MS),April,2003,22000,156,340,272,MS,LONAND,April-2003
LONAND(MS),April,2004,10450,150,395,333,MS,LONAND,April-2004
LONAND(MS),April,2005,28400,119,292,235,MS,LONAND,April-2005
LONAND(MS),April,2006,15600,105,233,187,MS,LONAND,April-2006
LONAND(MS),April,2007,18170,200,556,409,MS,LONAND,April-2007
LONAND(MS),April,2008,18546,88,294,247,MS,LONAND,April-2008
LONAND(MS),April,2009,33610,232,548,489,MS,LONAND,April-2009
LONAND(MS),April,2010,16500,260,576,455,MS,LONAND,April-2010
LONAND(MS),April,2011,28450,300,602,535,MS,LONAND,April-2011
LONAND(MS),April,2012,25000,250,475,418,MS,LONAND,April-2012
