"Year","Month","Make","Model","Quantity","Pct"
2011,5,"Volkswagen ","Volkswagen Golf",611,4.7
2011,5,"Volkswagen ","Volkswagen Passat",581,4.5
2011,5,"Mitsubishi ","Mitsubishi ASX",577,4.4
2011,5,"Volvo ","Volvo V60",401,3.1
2011,5,"Ford ","Ford Focus",359,2.8
2011,5,"Nissan ","Nissan Qashqai",349,2.7
2011,5,"Toyota ","Toyota Avensis",335,2.6
2011,5,"Volkswagen ","Volkswagen Polo",297,2.3
2011,5,"Ford ","Ford Mondeo",286,2.2
2011,5,"Toyota ","Toyota Auris",259,2
2011,5,"Audi ","Audi A4",242,1.9
2011,5,"Skoda ","Skoda Octavia",241,1.9
2011,5,"Volvo ","Volvo V70",239,1.8
2011,5,"Volvo ","Volvo V50",213,1.6
2011,5,"Opel ","Opel Astra",191,1.5
2011,5,"Peugeot ","Peugeot 3008",149,1.1
2011,5,"Toyota ","Toyota Rav4",118,0.9
2011,5,"Volvo ","Volvo XC60",115,0.9
2011,5,"Suzuki ","Suzuki Swift",101,0.8
2011,5,"Volkswagen ","Volkswagen Tiguan",81,0.6
2011,6,"Volkswagen ","Volkswagen Passat",411,4
2011,6,"Volkswagen ","Volkswagen Golf",391,3.8
2011,6,"Mitsubishi ","Mitsubishi ASX",363,3.5
2011,6,"Ford ","Ford Focus",325,3.1
2011,6,"Ford ","Ford Mondeo",310,3
2011,6,"Nissan ","Nissan Qashqai",307,3
2011,6,"Volvo ","Volvo V70",256,2.5
2011,6,"Volvo ","Volvo V60",255,2.5
2011,6,"Toyota ","Toyota Avensis",246,2.4
2011,6,"Skoda ","Skoda Octavia",245,2.4
2011,6,"Audi ","Audi A4",203,2
2011,6,"Peugeot ","Peugeot 508",191,1.8
2011,6,"Volvo ","Volvo V50",170,1.6
2011,6,"Opel ","Opel Astra",168,1.6
2011,6,"Toyota ","Toyota Auris",141,1.4
2011,6,"Volkswagen ","Volkswagen Polo",141,1.4
2011,6,"Peugeot ","Peugeot 3008",118,1.1
2011,6,"Toyota ","Toyota Yaris",117,1.1
2011,6,"Volvo ","Volvo XC60",89,0.9
2011,6,"Volkswagen ","Volkswagen Tiguan",55,0.5
2011,7,"Volkswagen ","Volkswagen Golf",636,5.7
2011,7,"Mitsubishi ","Mitsubishi ASX",477,4.3
2011,7,"Toyota ","Toyota Avensis",410,3.7
2011,7,"Volvo ","Volvo V70",384,3.4
2011,7,"Ford ","Ford Focus",352,3.1
2011,7,"Volkswagen ","Volkswagen Passat",329,2.9
2011,7,"Nissan ","Nissan Qashqai",305,2.7
2011,7,"Skoda ","Skoda Octavia",283,2.5
2011,7,"Volvo ","Volvo V50",255,2.3
2011,7,"Toyota ","Toyota Auris",236,2.1
2011,7,"Volkswagen ","Volkswagen Polo",236,2.1
2011,7,"Toyota ","Toyota Yaris",225,2
2011,7,"Volvo ","Volvo V60",222,2
2011,7,"Peugeot ","Peugeot 508",220,2
2011,7,"Ford ","Ford Mondeo",208,1.9
2011,7,"Audi ","Audi A4",192,1.7
2011,7,"Opel ","Opel Astra",176,1.6
2011,7,"Volvo ","Volvo XC60",172,1.5
2011,7,"Peugeot ","Peugeot 3008",145,1.3
2011,7,"Volkswagen ","Volkswagen Tiguan",115,1
2011,8,"Volkswagen ","Volkswagen Golf",668,5.8
2011,8,"Ford ","Ford Focus",520,4.5
2011,8,"Volkswagen ","Volkswagen Passat",406,3.5
2011,8,"Mitsubishi ","Mitsubishi ASX",338,2.9
2011,8,"Volkswagen ","Volkswagen Polo",305,2.7
2011,8,"Skoda ","Skoda Octavia",274,2.4
2011,8,"Toyota ","Toyota Avensis",266,2.3
2011,8,"Nissan ","Nissan Qashqai",262,2.3
2011,8,"Toyota ","Toyota Auris",243,2.1
2011,8,"Volvo ","Volvo V70",232,2
2011,8,"Ford ","Ford Mondeo",230,2
2011,8,"Volkswagen ","Volkswagen Tiguan",222,1.9
2011,8,"Audi ","Audi A4",193,1.7
2011,8,"Volvo ","Volvo V50",178,1.6
2011,8,"Peugeot ","Peugeot 508",173,1.5
2011,8,"Toyota ","Toyota Yaris",153,1.3
2011,8,"Volvo ","Volvo V60",151,1.3
2011,8,"Opel ","Opel Astra",147,1.3
2011,8,"Peugeot ","Peugeot 3008",142,1.2
2011,8,"Volvo ","Volvo XC60",72,0.6
2011,9,"Volkswagen ","Volkswagen Golf",608,5.2
2011,9,"Ford ","Ford Focus",440,3.7
2011,9,"Nissan ","Nissan Qashqai",430,3.7
2011,9,"Volvo ","Volvo V70",372,3.2
2011,9,"Volkswagen ","Volkswagen Passat",342,2.9
2011,9,"Skoda ","Skoda Octavia",331,2.8
2011,9,"Toyota ","Toyota Avensis",321,2.7
2011,9,"Volvo ","Volvo XC60",301,2.6
2011,9,"Volvo ","Volvo V60",252,2.1
2011,9,"Ford ","Ford Mondeo",239,2
2011,9,"Toyota ","Toyota Auris",229,2
2011,9,"Volkswagen ","Volkswagen Tiguan",225,1.9
2011,9,"Volkswagen ","Volkswagen Polo",220,1.9
2011,9,"Audi ","Audi A4",205,1.7
2011,9,"Peugeot ","Peugeot 508",184,1.6
2011,9,"Peugeot ","Peugeot 3008",169,1.4
2011,9,"Volvo ","Volvo V50",163,1.4
2011,9,"Toyota ","Toyota Yaris",154,1.3
2011,9,"Opel ","Opel Astra",111,0.9
2011,9,"Mitsubishi ","Mitsubishi ASX",107,0.9
2011,10,"Volkswagen ","Volkswagen Golf",667,5.8
2011,10,"Ford ","Ford Focus",428,3.7
2011,10,"Volkswagen ","Volkswagen Tiguan",367,3.2
2011,10,"Volkswagen ","Volkswagen Passat",361,3.1
2011,10,"Skoda ","Skoda Octavia",357,3.1
2011,10,"Volvo ","Volvo V70",325,2.8
2011,10,"Nissan ","Nissan Qashqai",312,2.7
2011,10,"Ford ","Ford Mondeo",308,2.7
2011,10,"Toyota ","Toyota Auris",307,2.7
2011,10,"Volvo ","Volvo V60",296,2.6
2011,10,"Toyota ","Toyota Avensis",288,2.5
2011,10,"Volkswagen ","Volkswagen Polo",227,2
2011,10,"Volvo ","Volvo XC60",192,1.7
2011,10,"Audi ","Audi A4",184,1.6
2011,10,"BMW ","BMW X3",145,1.3
2011,10,"Mitsubishi ","Mitsubishi ASX",133,1.2
2011,10,"Toyota ","Toyota Yaris",94,0.8
2011,10,"Toyota ","Toyota Prius",75,0.6
2011,10,"Nissan ","Nissan Leaf",13,0.1
2011,11,"Volkswagen ","Volkswagen Golf",619,5
2011,11,"Ford ","Ford Focus",492,4
2011,11,"Volvo ","Volvo V70",466,3.8
2011,11,"Volkswagen ","Volkswagen Passat",396,3.2
2011,11,"Mitsubishi ","Mitsubishi ASX",382,3.1
2011,11,"Volkswagen ","Volkswagen Tiguan",332,2.7
2011,11,"Volvo ","Volvo V60",331,2.7
2011,11,"Toyota ","Toyota Auris",301,2.4
2011,11,"Ford ","Ford Mondeo",277,2.2
2011,11,"Nissan ","Nissan Qashqai",271,2.2
2011,11,"Toyota ","Toyota Avensis",268,2.2
2011,11,"Skoda ","Skoda Octavia",257,2.1
2011,11,"Volkswagen ","Volkswagen Polo",236,1.9
2011,11,"Volvo ","Volvo XC60",208,1.7
2011,11,"Peugeot ","Peugeot 508",196,1.6
2011,11,"Toyota ","Toyota Yaris",195,1.6
2011,11,"Audi ","Audi A4",178,1.4
2011,11,"Peugeot ","Peugeot 3008",116,0.9
2011,11,"Opel ","Opel Astra",114,0.9
2011,11,"Volvo ","Volvo V50",94,0.8
2011,12,"Volkswagen ","Volkswagen Golf",607,5.3
2011,12,"Ford ","Ford Focus",537,4.6
2011,12,"Volvo ","Volvo V70",503,4.4
2011,12,"Volkswagen ","Volkswagen Tiguan",479,4.1
2011,12,"Volkswagen ","Volkswagen Passat",415,3.6
2011,12,"Mitsubishi ","Mitsubishi ASX",415,3.6
2011,12,"Volvo ","Volvo V60",360,3.1
2011,12,"Skoda ","Skoda Octavia",321,2.8
2011,12,"Ford ","Ford Mondeo",309,2.7
2011,12,"Volkswagen ","Volkswagen Polo",230,2
2011,12,"Toyota ","Toyota Avensis",225,1.9
2011,12,"Nissan ","Nissan Qashqai",206,1.8
2011,12,"Volvo ","Volvo XC60",194,1.7
2011,12,"Toyota ","Toyota Yaris",188,1.6
2011,12,"Audi ","Audi A4",185,1.6
2011,12,"Peugeot ","Peugeot 508",141,1.2
2011,12,"Toyota ","Toyota Auris",129,1.1
2011,12,"Volvo ","Volvo V50",118,1
2011,12,"Peugeot ","Peugeot 3008",90,0.8
2011,12,"Opel ","Opel Astra",81,0.7
2012,1,"Volkswagen ","Volkswagen Golf",482,4.4
2012,1,"Toyota ","Toyota Yaris",381,3.5
2012,1,"Volkswagen ","Volkswagen Tiguan",336,3.1
2012,1,"Nissan ","Nissan Qashqai",331,3.1
2012,1,"Volvo ","Volvo V70",313,2.9
2012,1,"Volkswagen ","Volkswagen Passat",290,2.7
2012,1,"Ford ","Ford Focus",251,2.3
2012,1,"Mitsubishi ","Mitsubishi ASX",238,2.2
2012,1,"BMW ","BMW X3",237,2.2
2012,1,"Volvo ","Volvo V60",225,2.1
2012,1,"Volvo ","Volvo XC60",223,2.1
2012,1,"Toyota ","Toyota Avensis",221,2
2012,1,"Nissan ","Nissan Leaf",210,1.9
2012,1,"Peugeot ","Peugeot 508",186,1.7
2012,1,"Toyota ","Toyota Auris",184,1.7
2012,1,"Ford ","Ford Mondeo",182,1.7
2012,1,"Toyota ","Toyota Rav4",179,1.7
2012,1,"Volkswagen ","Volkswagen Polo",179,1.7
2012,1,"Audi ","Audi Q3",159,1.5
2012,1,"Suzuki ","Suzuki Swift",158,1.5
2012,2,"Toyota ","Toyota Avensis",423,3.9
2012,2,"Volkswagen ","Volkswagen Golf",377,3.5
2012,2,"Volkswagen ","Volkswagen Tiguan",314,2.9
2012,2,"Toyota ","Toyota Yaris",309,2.8
2012,2,"Ford ","Ford Focus",276,2.5
2012,2,"Volvo ","Volvo V70",270,2.5
2012,2,"Volkswagen ","Volkswagen Passat",263,2.4
2012,2,"Nissan ","Nissan Qashqai",225,2.1
2012,2,"Toyota ","Toyota Auris",219,2
2012,2,"Skoda ","Skoda Octavia",219,2
2012,2,"Nissan ","Nissan Leaf",214,2
2012,2,"Ford ","Ford Mondeo",208,1.9
2012,2,"Volkswagen ","Volkswagen Polo",198,1.8
2012,2,"Volvo ","Volvo V60",186,1.7
2012,2,"Toyota ","Toyota Rav4",173,1.6
2012,2,"Mitsubishi ","Mitsubishi ASX",171,1.6
2012,2,"Peugeot ","Peugeot 508",169,1.5
2012,2,"Kia ","Kia Sportage",154,1.4
2012,2,"BMW ","BMW X3",132,1.2
2012,2,"Volvo ","Volvo XC60",132,1.2
2012,3,"Volkswagen ","Volkswagen Golf",599,4.6
2012,3,"Ford ","Ford Focus",509,3.9
2012,3,"Toyota ","Toyota Avensis",500,3.8
2012,3,"Volvo ","Volvo V70",439,3.4
2012,3,"Volkswagen ","Volkswagen Tiguan",377,2.9
2012,3,"Toyota ","Toyota Yaris",368,2.8
2012,3,"Volkswagen ","Volkswagen Passat",332,2.5
2012,3,"Nissan ","Nissan Qashqai",293,2.2
2012,3,"Ford ","Ford Mondeo",264,2
2012,3,"Toyota ","Toyota Auris",263,2
2012,3,"Volvo ","Volvo V50",232,1.8
2012,3,"Toyota ","Toyota Rav4",228,1.7
2012,3,"Skoda ","Skoda Octavia",210,1.6
2012,3,"Volvo ","Volvo V60",199,1.5
2012,3,"Mitsubishi ","Mitsubishi ASX",186,1.4
2012,3,"BMW ","BMW X3",186,1.4
2012,3,"Nissan ","Nissan Leaf",179,1.4
2012,3,"Volvo ","Volvo XC60",173,1.3
2012,3,"Volkswagen ","Volkswagen Polo",136,1
2012,3,"Peugeot ","Peugeot 508",133,1
2012,4,"Volkswagen ","Volkswagen Golf",685,6.3
2012,4,"Volkswagen ","Volkswagen Tiguan",414,3.8
2012,4,"Volkswagen ","Volkswagen Passat",397,3.7
2012,4,"Toyota ","Toyota Avensis",316,2.9
2012,4,"Volvo ","Volvo V70",301,2.8
2012,4,"Skoda ","Skoda Octavia",297,2.7
2012,4,"Toyota ","Toyota Yaris",289,2.7
2012,4,"Ford ","Ford Focus",269,2.5
2012,4,"Volkswagen ","Volkswagen Polo",257,2.4
2012,4,"Volvo ","Volvo V50",228,2.1
2012,4,"Toyota ","Toyota Auris",208,1.9
2012,4,"Mitsubishi ","Mitsubishi ASX",200,1.8
2012,4,"BMW ","BMW X3",199,1.8
2012,4,"Nissan ","Nissan Qashqai",197,1.8
2012,4,"Volvo ","Volvo V60",183,1.7
2012,4,"Volvo ","Volvo XC60",169,1.6
2012,4,"Toyota ","Toyota Rav4",157,1.4
2012,4,"Ford ","Ford Mondeo",155,1.4
2012,4,"Peugeot ","Peugeot 508",128,1.2
2012,4,"Nissan ","Nissan Leaf",113,1
2012,5,"Volkswagen ","Volkswagen Golf",555,4.4
2012,5,"Ford ","Ford Focus",467,3.7
2012,5,"Volkswagen ","Volkswagen Passat",417,3.3
2012,5,"Toyota ","Toyota Avensis",376,3
2012,5,"Volvo ","Volvo V70",332,2.6
2012,5,"Volvo ","Volvo V50",329,2.6
2012,5,"Volkswagen ","Volkswagen Tiguan",313,2.5
2012,5,"Toyota ","Toyota Auris",299,2.4
2012,5,"Nissan ","Nissan Qashqai",260,2.1
2012,5,"Volvo ","Volvo V60",258,2
2012,5,"Toyota ","Toyota Yaris",256,2
2012,5,"Mitsubishi ","Mitsubishi ASX",240,1.9
2012,5,"BMW ","BMW X3",223,1.8
2012,5,"Skoda ","Skoda Octavia",220,1.7
2012,5,"Peugeot ","Peugeot 508",198,1.6
2012,5,"Nissan ","Nissan Leaf",179,1.4
2012,5,"Ford ","Ford Mondeo",178,1.4
2012,5,"Toyota ","Toyota Rav4",149,1.2
2012,5,"Volkswagen ","Volkswagen Polo",119,0.9
2012,5,"Volvo ","Volvo XC60",117,0.9
2012,6,"Ford ","Ford Focus",516,4.7
2012,6,"Volkswagen ","Volkswagen Golf",377,3.4
2012,6,"Volkswagen ","Volkswagen Passat",349,3.2
2012,6,"Toyota ","Toyota Avensis",333,3
2012,6,"Volkswagen ","Volkswagen Tiguan",311,2.8
2012,6,"Volvo ","Volvo V70",305,2.8
2012,6,"Skoda ","Skoda Octavia",274,2.5
2012,6,"Nissan ","Nissan Qashqai",227,2.1
2012,6,"Ford ","Ford Mondeo",226,2
2012,6,"Volvo ","Volvo V60",224,2
2012,6,"BMW ","BMW X3",224,2
2012,6,"Toyota ","Toyota Yaris",213,1.9
2012,6,"Toyota ","Toyota Auris",208,1.9
2012,6,"Mazda ","Mazda CX-5",204,1.8
2012,6,"Subaru ","Subaru XV",182,1.6
2012,6,"Mitsubishi ","Mitsubishi ASX",176,1.6
2012,6,"Kia ","Kia Sportage",164,1.5
2012,6,"Volvo ","Volvo XC60",157,1.4
2012,6,"Peugeot ","Peugeot 508",156,1.4
2012,6,"Toyota ","Toyota Prius",144,1.3
2012,6,"Audi ","Audi A4",143,1.3
2012,6,"Ford ","Ford S-Max",140,1.3
2012,6,"Volvo ","Volvo V50",138,1.2
2012,6,"Nissan ","Nissan Leaf",138,1.2
2012,6,"BMW ","BMW 1-serie",133,1.2
2012,6,"Peugeot ","Peugeot 208",133,1.2
2012,6,"Hyundai ","Hyundai i30",132,1.2
2012,6,"Skoda ","Skoda Superb",127,1.1
2012,6,"Toyota ","Toyota RAV4",125,1.1
2012,6,"Hyundai ","Hyundai ix35",125,1.1
2012,6,"Volkswagen ","Volkswagen Polo",110,1
2012,7,"Volkswagen ","Volkswagen Golf",612,5.1
2012,7,"Volkswagen ","Volkswagen Passat",420,3.5
2012,7,"Toyota ","Toyota Avensis",378,3.2
2012,7,"Ford ","Ford Focus",369,3.1
2012,7,"Skoda ","Skoda Octavia",356,3
2012,7,"Volkswagen ","Volkswagen Tiguan",352,3
2012,7,"Volvo ","Volvo V70",340,2.9
2012,7,"Nissan ","Nissan Qashqai",275,2.3
2012,7,"Subaru ","Subaru XV",263,2.2
2012,7,"Toyota ","Toyota Auris",245,2.1
2012,7,"Volvo ","Volvo V60",244,2
2012,7,"Ford ","Ford Mondeo",218,1.8
2012,7,"Toyota ","Toyota Yaris",212,1.8
2012,7,"Volkswagen ","Volkswagen Polo",198,1.7
2012,7,"Mitsubishi ","Mitsubishi ASX",182,1.5
2012,7,"Nissan ","Nissan Leaf",174,1.5
2012,7,"Volvo ","Volvo XC60",173,1.5
2012,7,"BMW ","BMW X3",165,1.4
2012,7,"Toyota ","Toyota Rav4",124,1
2012,7,"Volvo ","Volvo V50",103,0.9
2012,8,"Volkswagen ","Volkswagen Golf",566,4.8
2012,8,"Toyota ","Toyota Yaris",453,3.8
2012,8,"Volkswagen ","Volkswagen Passat",340,2.9
2012,8,"Ford ","Ford Focus",337,2.9
2012,8,"Toyota ","Toyota Avensis",280,2.4
2012,8,"Subaru ","Subaru XV",272,2.3
2012,8,"Volkswagen ","Volkswagen Polo",236,2
2012,8,"Nissan ","Nissan Qashqai",232,2
2012,8,"Ford ","Ford Mondeo",231,2
2012,8,"Volkswagen ","Volkswagen Tiguan",227,1.9
2012,8,"Skoda ","Skoda Octavia",217,1.8
2012,8,"Nissan ","Nissan Leaf",213,1.8
2012,8,"Volvo ","Volvo V60",199,1.7
2012,8,"Mitsubishi ","Mitsubishi ASX",185,1.6
2012,8,"Audi ","Audi A4",185,1.6
2012,8,"Kia ","Kia Sportage",174,1.5
2012,8,"Volvo ","Volvo V70",173,1.5
2012,8,"Toyota ","Toyota Auris",171,1.5
2012,8,"BMW ","BMW X3",139,1.2
2012,8,"Volvo ","Volvo V50",46,0.4
2012,9,"Volkswagen ","Volkswagen Golf",461,4.1
2012,9,"Ford ","Ford Focus",338,3
2012,9,"Toyota ","Toyota Prius",324,2.9
2012,9,"Volkswagen ","Volkswagen Passat",321,2.9
2012,9,"Volvo ","Volvo V70",320,2.9
2012,9,"Subaru ","Subaru XV",319,2.9
2012,9,"Volvo ","Volvo V60",303,2.7
2012,9,"Toyota ","Toyota Avensis",288,2.6
2012,9,"Toyota ","Toyota Yaris",274,2.5
2012,9,"Ford ","Ford Mondeo",263,2.4
2012,9,"Nissan ","Nissan Leaf",257,2.3
2012,9,"Volkswagen ","Volkswagen Tiguan",245,2.2
2012,9,"Nissan ","Nissan Qashqai",224,2
2012,9,"Skoda ","Skoda Octavia",179,1.6
2012,9,"BMW ","BMW X3",176,1.6
2012,9,"Toyota ","Toyota Auris",173,1.6
2012,9,"Mitsubishi ","Mitsubishi ASX",159,1.4
2012,9,"Audi ","Audi A4",119,1.1
2012,9,"Kia ","Kia Sportage",118,1.1
2012,9,"Volkswagen ","Volkswagen Polo",101,0.9
2012,10,"Volkswagen ","Volkswagen Golf",483,3.9
2012,10,"Toyota ","Toyota Yaris",460,3.7
2012,10,"Volkswagen ","Volkswagen Passat",391,3.1
2012,10,"Toyota ","Toyota Prius",351,2.8
2012,10,"Volkswagen ","Volkswagen Tiguan",341,2.7
2012,10,"Ford ","Ford Focus",319,2.6
2012,10,"Volvo ","Volvo V60",295,2.4
2012,10,"Toyota ","Toyota Avensis",286,2.3
2012,10,"Nissan ","Nissan Leaf",277,2.2
2012,10,"Volvo ","Volvo V70",276,2.2
2012,10,"Ford ","Ford Mondeo",262,2.1
2012,10,"Skoda ","Skoda Octavia",255,2.1
2012,10,"Nissan ","Nissan Qashqai",239,1.9
2012,10,"Toyota ","Toyota Auris",224,1.8
2012,10,"Subaru ","Subaru XV",212,1.7
2012,10,"Volvo ","Volvo XC60",177,1.4
2012,10,"BMW ","BMW X3",170,1.4
2012,10,"Volkswagen ","Volkswagen Polo",169,1.4
2012,10,"Audi ","Audi A4",160,1.3
2012,10,"Mitsubishi ","Mitsubishi ASX",133,1.1
2012,11,"Volkswagen ","Volkswagen Golf",664,5.53979642916736
2012,11,"Volkswagen ","Volkswagen Passat",376,3.13699315868513
2012,11,"Volkswagen ","Volkswagen Tiguan",371,3.09527782412815
2012,11,"Toyota ","Toyota Yaris",366,3.05356248957117
2012,11,"Volvo ","Volvo V70",337,2.81161354914066
2012,11,"Ford ","Ford Focus",301,2.51126314033039
2012,11,"Toyota ","Toyota Prius",279,2.32771566827966
2012,11,"Volvo ","Volvo V60",278,2.31937260136826
2012,11,"Nissan ","Nissan Qashqai",272,2.26931419989988
2012,11,"Volvo ","Volvo V40",230,1.91890538962122
2012,11,"Mitsubishi ","Mitsubishi Outlander",224,1.86884698815285
2012,11,"Kia ","Kia Sportage",223,1.86050392124145
2012,11,"Audi ","Audi A4",216,1.80210245286167
2012,11,"Volkswagen ","Volkswagen up!",208,1.7353579175705
2012,11,"Volkswagen ","Volkswagen Polo",207,1.7270148506591
2012,11,"Volvo ","Volvo XC60",207,1.7270148506591
2012,11,"Nissan ","Nissan Leaf",206,1.71867178374771
2012,11,"Toyota ","Toyota Auris",199,1.66027031536793
2012,11,"Peugeot ","Peugeot 208",195,1.62689804772234
2012,11,"Skoda ","Skoda Octavia",190,1.58518271316536
2012,11,"Toyota ","Toyota Avensis",187,1.56015351243117
2012,11,"Subaru ","Subaru XV",168,1.40163524111463
2012,11,"BMW ","BMW 3-serie",158,1.31820457200067
2012,11,"Mercedes-Benz ","Mercedes-Benz B-klasse",149,1.2431169697981
2012,11,"Kia ","Kia cee'd",146,1.21808776906391
2012,11,"BMW ","BMW X3",140,1.16802936759553
2012,11,"Honda ","Honda CR-V",138,1.15134323377273
2012,11,"Mazda ","Mazda CX-5",137,1.14300016686134
2012,11,"Ford ","Ford Mondeo",133,1.10962789921575
2012,11,"Citroen ","Citroen C4 Aircross",129,1.07625563157017
2012,11,"Mitsubishi ","Mitsubishi ASX",88,0.734189888202903
2012,12,"Volvo ","Volvo V70",454,4.84576795815989
2012,12,"Volkswagen ","Volkswagen Golf",452,4.82442096274949
2012,12,"Ford ","Ford Focus",309,3.29811079090618
2012,12,"Volvo ","Volvo XC60",287,3.06329384139182
2012,12,"Volkswagen ","Volkswagen Tiguan",278,2.96723236204504
2012,12,"Volvo ","Volvo V60",266,2.83915038958267
2012,12,"Volkswagen ","Volkswagen Passat",252,2.68972142170989
2012,12,"Skoda ","Skoda Octavia",252,2.68972142170989
2012,12,"Mazda ","Mazda CX-5",226,2.41221048137475
2012,12,"Volvo ","Volvo V40",220,2.34816949514356
2012,12,"Mitsubishi ","Mitsubishi Outlander",192,2.04931155939801
2012,12,"Toyota ","Toyota Prius",188,2.00661756857722
2012,12,"Toyota ","Toyota Auris",162,1.72910662824208
2012,12,"Mercedes-Benz ","Mercedes-Benz B-klasse",159,1.69708613512648
2012,12,"Mercedes-Benz ","Mercedes-Benz C-klasse",146,1.55833066495891
2012,12,"Audi ","Audi A4",140,1.49428967872772
2012,12,"Toyota ","Toyota Avensis",138,1.47294268331732
2012,12,"Nissan ","Nissan Leaf",138,1.47294268331732
2012,12,"Toyota ","Toyota Yaris",134,1.43024869249653
2012,12,"Skoda ","Skoda Superb",131,1.39822819938094
2012,12,"Mercedes-Benz ","Mercedes-Benz A-klasse",131,1.39822819938094
2012,12,"Ford ","Ford Mondeo",125,1.33418721314975
2012,12,"Honda ","Honda CR-V",125,1.33418721314975
2012,12,"Nissan ","Nissan Qashqai",122,1.30216672003416
2012,12,"Hyundai ","Hyundai ix35",116,1.23812573380297
2012,12,"Ford ","Ford Kuga",114,1.21677873839257
2012,12,"Kia ","Kia Sportage",113,1.20610524068737
2012,12,"BMW ","BMW X3",111,1.18475824527698
2012,12,"BMW ","BMW 3-serie",110,1.17408474757178
2012,12,"Volkswagen ","Volkswagen Polo",102,1.0886967659302
2012,12,"Subaru ","Subaru XV",80,0.85387981641584
2012,12,"Mitsubishi ","Mitsubishi ASX",70,0.74714483936386
2013,1,"Volkswagen ","Volkswagen Golf",733,6.3
2013,1,"Mazda ","Mazda CX-5",490,4.2
2013,1,"Toyota ","Toyota Yaris",403,3.5
2013,1,"Mitsubishi ","Mitsubishi Outlander",392,3.4
2013,1,"Ford ","Ford Focus",317,2.7
2013,1,"Nissan ","Nissan Qashqai",277,2.4
2013,1,"Volkswagen ","Volkswagen Tiguan",274,2.4
2013,1,"Volvo ","Volvo V70",269,2.3
2013,1,"Nissan ","Nissan Leaf",265,2.3
2013,1,"Toyota ","Toyota Prius",248,2.1
2013,1,"Volkswagen ","Volkswagen Passat",245,2.1
2013,1,"Volvo ","Volvo V40",243,2.1
2013,1,"Volvo ","Volvo V60",211,1.8
2013,1,"Honda ","Honda CR-V",204,1.8
2013,1,"Toyota ","Toyota Avensis",203,1.7
2013,1,"BMW ","BMW X3",195,1.7
2013,1,"Peugeot ","Peugeot 208",194,1.7
2013,1,"BMW ","BMW 3-serie",192,1.6
2013,1,"Peugeot ","Peugeot 508",180,1.5
2013,1,"Audi ","Audi A4",179,1.5
2013,2,"Volkswagen ","Volkswagen Golf",678,6
2013,2,"Mazda ","Mazda CX-5",497,4.4
2013,2,"Toyota ","Toyota Auris",410,3.6
2013,2,"Toyota ","Toyota Yaris",390,3.4
2013,2,"Nissan ","Nissan Leaf",287,2.5
2013,2,"Mercedes-Benz ","Mercedes-Benz A-klasse",281,2.5
2013,2,"Volkswagen ","Volkswagen Passat",274,2.4
2013,2,"Mitsubishi ","Mitsubishi Outlander",267,2.4
2013,2,"Volvo ","Volvo V40",260,2.3
2013,2,"Ford ","Ford Focus",253,2.2
2013,2,"Volkswagen ","Volkswagen Tiguan",233,2.1
2013,2,"Honda ","Honda CR-V",227,2
2013,2,"Volvo ","Volvo V70",200,1.8
2013,2,"Toyota ","Toyota Prius",197,1.7
2013,2,"Toyota ","Toyota Avensis",196,1.7
2013,2,"Nissan ","Nissan Qashqai",195,1.7
2013,2,"Peugeot ","Peugeot 208",187,1.7
2013,2,"Volvo ","Volvo V60",186,1.6
2013,2,"Kia ","Kia Sportage",175,1.5
2013,2,"Audi ","Audi A4",169,1.5
2013,3,"Volkswagen ","Volkswagen Golf",555,5.2
2013,3,"Mazda ","Mazda CX-5",489,4.6
2013,3,"Toyota ","Toyota Auris",400,3.7
2013,3,"Nissan ","Nissan Leaf",297,2.8
2013,3,"Volvo ","Volvo V40",270,2.5
2013,3,"Ford ","Ford Focus",264,2.5
2013,3,"Nissan ","Nissan Qashqai",259,2.4
2013,3,"Volkswagen ","Volkswagen Passat",258,2.4
2013,3,"Skoda ","Skoda Octavia",243,2.3
2013,3,"Toyota ","Toyota Yaris",240,2.2
2013,3,"Volkswagen ","Volkswagen Tiguan",238,2.2
2013,3,"Mitsubishi ","Mitsubishi Outlander",234,2.2
2013,3,"Toyota ","Toyota Avensis",224,2.1
2013,3,"Mercedes-Benz ","Mercedes-Benz A-klasse",221,2.1
2013,3,"Volvo ","Volvo V70",219,2
2013,3,"Honda ","Honda CR-V",214,2
2013,3,"Volvo ","Volvo V60",190,1.8
2013,3,"Toyota ","Toyota Prius",154,1.4
2013,3,"Peugeot ","Peugeot 208",148,1.4
2013,3,"Audi ","Audi A4",139,1.3
2013,4,"Volkswagen ","Volkswagen Golf",903,6.5
2013,4,"Nissan ","Nissan Leaf",455,3.3
2013,4,"Toyota ","Toyota Auris",431,3.1
2013,4,"Toyota ","Toyota Rav4",410,2.9
2013,4,"Mitsubishi ","Mitsubishi Outlander",387,2.8
2013,4,"Volvo ","Volvo V40",369,2.6
2013,4,"Ford ","Ford Focus",325,2.3
2013,4,"Volkswagen ","Volkswagen Passat",324,2.3
2013,4,"Volkswagen ","Volkswagen Tiguan",316,2.3
2013,4,"Toyota ","Toyota Yaris",297,2.1
2013,4,"Nissan ","Nissan Qashqai",266,1.9
2013,4,"Volvo ","Volvo V70",264,1.9
2013,4,"Mercedes-Benz ","Mercedes-Benz A-klasse",260,1.9
2013,4,"Skoda ","Skoda Octavia",252,1.8
2013,4,"Audi ","Audi A4",247,1.8
