PID,county,state,area,poptotal,popdensity,popwhite,popblack,popamerindian,popasian,popother,percwhite,percblack,percamerindan,percasian,percother,popadults,perchsd,percollege,percprof,poppovertyknown,percpovertyknown,percbelowpoverty,percchildbelowpovert,percadultpoverty,percelderlypoverty,inmetro,category,dot_size
1247,MANISTEE,MI,0.032,21265,664.53125,20851,54,189,54,117,98.053139,0.2539384,0.88878439,0.2539384,0.55019986,14619,73.295027,16.252821700000002,3.39284493,21000,98.7538208,17.6238095,25.9354583,15.384615400000001,14.141213800000001,0,AAR,173.75715073646398
1248,MARQUETTE,MI,0.11,70887,644.427273,68027,1170,943,538,209,95.96540970000001,1.6505142,1.33028623,0.75895439,0.29483544,42386,81.7722833,26.763554,6.7994149,66398,93.66738609999999,12.6088135,14.262159900000002,11.84465,12.523891,0,HAR,171.19828957919373
1249,MASON,MI,0.028999999999999998,25537,880.5862070000001,24957,155,188,75,162,97.7287857,0.60696245,0.73618671,0.29369151,0.63437365,16796,76.1252679,18.540128600000003,4.06644439,25147,98.4728042,14.061319400000002,20.0209958,12.4061605,10.7592659,0,AAR,201.25691544983349
1250,MECOSTA,MI,0.034,37308,1097.29412,35739,978,258,187,146,95.7944677,2.62142168,0.69154069,0.50123298,0.39133698,19005,77.7426993,25.0460405,7.84530387,32627,87.4530932,25.0681951,25.5436141,28.2299641,13.1685725,0,AHR,228.83978927866838
1251,MENOMINEE,MI,0.064,24920,389.375,24464,7,382,60,7,98.17014449999999,0.02808989,1.5329053,0.24077047,0.02808989,16514,74.282427,15.084171,2.65229502,24562,98.56340290000001,12.7514046,14.068672099999999,11.308677099999999,14.551257999999999,0,AAR,138.7348941797071
1252,MIDLAND,MI,0.031,75651,2440.35484,73466,719,334,804,328,97.1117368,0.95041705,0.4415010999999999,1.06277511,0.43356995,47213,83.2440218,35.6088365,11.1854786,74135,97.9960609,11.0851824,14.5056449,10.134028500000001,8.30024213,1,HAU,399.7863591172332
1253,MISSAUKEE,MI,0.033,12147,368.090909,12015,3,74,25,30,98.91331190000001,0.02469746,0.60920392,0.20581213,0.24697456,7628,69.3890928,13.280021,2.39905611,11973,98.5675475,17.2889,23.757062100000002,15.07431,13.2467532,0,AAR,136.02582652967425
1255,MONTCALM,MI,0.042,53059,1263.30952,51216,960,384,157,342,96.52650820000001,1.80930662,0.72372265,0.29589702,0.64456548,32959,73.3851148,14.160017000000002,2.93698231,50918,95.9648693,15.3187478,19.1582873,13.693402800000001,13.773563099999999,0,AAR,249.97045206089706
1256,MONTMORENCY,MI,0.033,8936,270.787879,8861,1,48,10,16,99.1606983,0.01119069,0.53715309,0.11190689,0.17905103,6279,67.5903806,13.457556900000002,2.7552157999999998,8803,98.51163829999999,17.5167557,26.8328446,16.208251500000003,12.4022346,0,LAR,123.64096636236997
1258,NEWAYGO,MI,0.051,38202,749.0588240000001,36758,468,248,103,625,96.22009320000001,1.22506675,0.64918067,0.26961939,1.63604,23989,71.07424240000002,15.6946934,3.84759682,37725,98.7513743,15.880715700000001,21.367674800000003,13.130646599999999,14.869186,0,AAR,184.51593372884832
1260,OCEANA,MI,0.03,22454,748.466667,21211,58,242,50,893,94.464238,0.25830587,1.07775897,0.22267747,3.97701968,14069,73.3172223,16.902409600000002,3.91641197,22156,98.6728423,17.8868027,24.622655899999998,15.3972083,14.0566274,0,AHR,184.44056319165037
1261,OGEMAW,MI,0.032,18681,583.78125,18489,18,140,19,15,98.9722178,0.09635458,0.74942455,0.10170762,0.08029549,12379,63.0341708,11.6568382,2.73850876,18364,98.3030887,21.7545197,30.546492699999998,19.9889197,15.6257046,0,LHR,163.47918242951795
1262,ONTONAGON,MI,0.078,8854,113.512821,8723,4,109,15,3,98.5204427,0.04517732,1.231082,0.16941495,0.03388299,6198,74.5724427,15.956760199999998,2.66214908,8712,98.3962051,13.1887052,16.516374,11.8080357,12.8,0,AAR,103.62278603299414
1263,OSCEOLA,MI,0.034,20146,592.529412,19899,57,117,43,30,98.7739502,0.28293458,0.58076045,0.21344187,0.14891294,12491,72.0598831,13.6658394,2.64190217,19853,98.54561700000001,18.546315399999997,24.083319,16.269339300000002,16.2198036,0,AHR,164.5926602224595
1264,OSCODA,MI,0.033,7842,237.63636400000001,7781,2,41,5,13,99.22213719999999,0.0255037,0.52282581,0.06375925,0.16577404,5433,66.5746365,12.921038099999999,2.68728143,7718,98.41877070000001,17.802539499999998,24.350649399999998,17.0002669,13.5186057,0,LHR,119.42139706828644
1265,OTSEGO,MI,0.031,17957,579.258065,17737,18,103,82,17,98.774851,0.10023946,0.57359247,0.45664643,0.09467060000000001,11358,79.45060749999999,20.021130499999998,4.43740095,17682,98.4685638,9.46725484,11.455231300000001,7.837492,11.080502000000001,0,AAR,162.9034653759396
1267,PRESQUE ISLE,MI,0.042,13743,327.21428599999996,13648,11,43,30,11,99.308739,0.08004075,0.31288656,0.21829295,0.08004075,9285,65.6758212,13.8933764,3.27409801,13627,99.15593390000001,14.6987598,16.6811468,12.511443400000001,16.767955800000003,0,LAR,130.8229951279531
1268,ROSCOMMON,MI,0.034,19776,581.647059,19597,37,101,23,18,99.0948625,0.18709547,0.51072006,0.11630259,0.09101942,14435,69.38690679999999,13.363353,2.81260824,19602,99.12014559999999,18.0542802,26.0370913,17.9957969,13.0744236,0,AHR,163.20753973652762
1271,ST JOSEPH,MI,0.028999999999999998,58913,2031.48276,56661,1600,226,258,168,96.1774142,2.71586916,0.38361652,0.4379339,0.28516626,36757,73.76010009999999,17.0117257,3.81423946,58033,98.506272,11.4917375,16.674669899999998,9.77610991,8.22842179,0,AAR,347.7445723700493
1272,SANILAC,MI,0.055999999999999994,39928,713.0,39232,39,195,71,391,98.2568624,0.09767582,0.48837908,0.17782008,0.97926267,25404,72.1461187,13.797039800000002,3.11368288,39486,98.8930074,14.2962063,18.748882899999998,11.9235869,14.105634699999998,0,AAR,179.9263182457803
1273,SCHOOLCRAFT,MI,0.075,8302,110.69333300000001,7755,7,519,13,8,93.4112262,0.08431703,6.25150566,0.15658877,0.09636232,5643,71.5931242,14.5667198,2.76448698,8218,98.98819559999998,16.6098807,20.7288216,15.321212099999999,14.8989899,0,AAR,103.26391781868065
1274,SHIAWASSEE,MI,0.031,69770,2250.64516,68686,93,397,223,371,98.44632359999999,0.13329511,0.56901247,0.31962161,0.53174717,43097,78.7456203,17.2912268,3.4712392999999997,69020,98.9250394,10.588235300000001,14.5300886,9.05735814,8.88030888,0,AAR,375.6398565963555
1275,TUSCOLA,MI,0.048,55498,1156.2083300000002,54051,478,345,206,418,97.3926988,0.8612923000000001,0.62164402,0.37118455,0.75318029,34607,72.95055909999999,14.124310099999999,2.5572861000000002,54175,97.6161303,12.8583295,17.2158102,11.4048489,10.0748013,0,AAR,236.33846894688833
1276,VAN BUREN,MI,0.037000000000000005,70060,1893.5135100000002,63189,4690,646,217,1318,90.19269200000001,6.69426206,0.9220668,0.30973451,1.88124465,43758,71.8405777,17.8047443,4.48146625,69093,98.6197545,15.1332262,21.0408367,12.4853114,13.4497364,1,AAU,330.1836611770696
1279,WEXFORD,MI,0.034,26360,775.294118,26040,34,178,87,21,98.7860395,0.12898331,0.67526555,0.33004552,0.07966616,16597,74.6158944,18.232210600000002,3.59703561,26038,98.7784522,14.6401413,20.1308237,12.4565469,12.323275,0,AAR,187.85519713758407
2009,ADAMS,OH,0.035,25371,724.885714,25212,47,67,30,15,99.3733002,0.18525088,0.26408104,0.11824524,0.05912262,15569,58.3852527,8.74173036,2.15813475,25028,98.6480627,28.5280486,35.0246846,25.7522586,26.1800599,0,LHR,181.43914786556263
2011,ASHLAND,OH,0.025,47507,1900.28,46686,460,49,271,41,98.2718336,0.96827836,0.10314269,0.57044225,0.08630307,29403,76.0024487,17.2669455,4.15943951,45486,95.7458901,11.3441498,17.2289909,9.15943446,8.67428431,0,AAR,331.0449090999088
2013,ATHENS,OH,0.03,59549,1984.96667,56163,1678,167,1374,167,94.31392629999999,2.81784749,0.28044132,2.30734353,0.28044132,30179,74.6114848,29.149408500000003,12.0447994,51002,85.6471141,28.6733854,29.2581157,31.7442813,14.3249554,0,AHR,341.8239420445626
2014,AUGLAIZE,OH,0.024,44585,1857.7083300000002,44225,66,50,177,67,99.1925535,0.14803185,0.11214534,0.39699450000000003,0.15027476,27676,76.4561353,16.176470600000002,3.24468854,43911,98.4882808,6.26949967,8.14294535,5.28379951,6.08875129,1,ALU,325.62632984252474
2015,BELMONT,OH,0.031,71074,2292.70968,69520,1308,81,129,36,97.8135464,1.84033543,0.11396573,0.18150097,0.05065143,48645,72.34248120000001,14.1576729,3.22746428,69952,98.42136359999999,17.4190874,25.849973000000002,15.762905100000001,12.5753241,1,AAU,380.9938851215183
2016,BROWN,OH,0.027999999999999997,34966,1248.7857099999999,34487,406,28,30,15,98.6300978,1.16112795,0.08007779,0.08579763,0.04289882,21769,64.90881529999999,11.4336901,3.1742386000000002,34439,98.49282159999998,14.155463300000001,18.6900797,11.1457233,16.3148479,1,LAU,248.1218420438555
2018,CARROLL,OH,0.024,26521,1105.0416699999998,26254,135,65,29,38,98.9932506,0.50903058,0.2450888,0.10934731,0.14328268,17124,71.52534449999999,11.323289,3.07171222,26075,98.3183138,11.746884,14.6183522,10.940731800000002,9.75813178,1,AAU,229.82590783416651
2019,CHAMPAIGN,OH,0.026000000000000002,36019,1385.34615,34698,992,68,113,148,96.3324912,2.754102,0.18878925,0.31372331,0.41089425,23023,75.38982759999999,13.912174800000003,2.8971028999999997,35404,98.2925678,8.82668625,12.379656800000001,6.82405567,9.93365922,0,AAR,265.50343801045125
2022,CLINTON,OH,0.024,35415,1475.625,34471,716,59,138,31,97.3344628,2.0217422,0.16659608,0.38966540000000005,0.08753353,21969,74.33201329999999,15.763120800000001,3.77349902,34521,97.4756459,12.2505142,14.7371682,10.6142298,13.412162200000001,0,AAR,276.99425112608634
2024,COSHOCTON,OH,0.034,35427,1041.9705900000001,34819,415,68,112,13,98.2837948,1.17142293,0.191944,0.31614305,0.03669518,22878,71.3305359,11.6793426,2.42154034,34833,98.3233127,13.188642999999999,17.751112,11.1867496,12.150537599999998,0,AAR,221.7981361768928
2025,CRAWFORD,OH,0.023,47870,2081.30435,47361,253,67,116,73,98.9367036,0.52851473,0.13996240000000001,0.24232296,0.15249634,30958,73.8193682,14.258026999999998,2.9717682,47189,98.57739709999998,11.5916845,15.418153,10.1218333,10.4140383,1,AAU,354.0859311690791
2027,DARKE,OH,0.036000000000000004,53619,1489.4166699999998,53067,184,96,114,158,98.9705142,0.34316194,0.17904101,0.2126112,0.29467166,34048,73.45805920000001,13.475094,3.21898496,52557,98.01935879999999,8.98643378,12.134572300000002,7.14033102,9.59320612,0,AAR,278.74967338193596
2028,DEFIANCE,OH,0.023,39350,1710.8695699999998,36962,493,80,121,1694,93.93138499999999,1.25285896,0.20330368,0.30749682,4.30495553,24362,76.7670963,18.188161899999997,3.44388802,38386,97.5501906,8.7584015,11.4322065,7.11092484,9.76641842,0,AAR,306.9364955204039
2029,DELAWARE,OH,0.027000000000000003,66929,2478.85185,64888,1424,104,385,128,96.9504998,2.12762778,0.15538855,0.57523644,0.19124744,41799,84.37283190000001,31.594057300000003,9.34232876,63986,95.60280300000001,5.67311599,6.5723747,4.52441077,9.06414817,1,HLU,404.68631018462867
2030,ERIE,OH,0.013999999999999999,76779,5484.21429,69613,6312,150,265,439,90.6667188,8.22099793,0.19536592,0.34514646,0.57177093,50112,76.23922409999999,18.7380268,4.63761175,75406,98.21175059999999,8.98602233,12.6682741,7.13811263,9.33003597,0,AAR,787.2128725277367
2032,FAYETTE,OH,0.024,27466,1144.4166699999998,26593,662,50,102,59,96.8215248,2.41025268,0.18204325,0.37136824,0.21481104,17854,65.2850902,11.8740898,2.14517755,26886,97.8882983,16.220337699999998,21.950537899999997,13.534645499999998,15.982015099999998,0,LAR,234.83761064637707
2034,FULTON,OH,0.025,38498,1539.92,37097,93,62,137,1109,96.3608499,0.24157099,0.16104733,0.35586264,2.88066913,23846,78.25631130000001,16.4765579,3.3296989000000004,37995,98.6934386,6.22976707,7.58154831,4.93982309,8.125516099999999,1,ALU,285.17780496255807
2035,GALLIA,OH,0.026000000000000002,30954,1190.53846,29831,871,79,136,37,96.3720359,2.81385281,0.25521742,0.43936163,0.11953221,19586,64.1784948,14.9341366,4.32451751,29824,96.34942170000001,22.488599800000003,28.460781899999997,19.7789588,21.765393600000003,0,LHR,240.70805393900395
2038,GUERNSEY,OH,0.032,39024,1219.5,38166,616,70,141,31,97.801353,1.57851579,0.17937679,0.36131611,0.07943829,25188,71.35937750000001,13.5143719,2.57265364,38112,97.6629766,17.4721872,24.321473100000002,15.073493599999999,14.3717608,0,AAR,244.3943175952312
2040,HANCOCK,OH,0.031,65536,2114.06452,63572,591,91,401,881,97.0031738,0.90179443,0.13885498,0.61187744,1.34429932,41492,82.919599,24.4504965,5.54564735,64198,97.95837399999999,7.27748528,8.45006003,6.51807196,7.93665845,0,HLR,358.2556895466663
2041,HARDIN,OH,0.027999999999999997,31111,1111.10714,30661,236,66,115,33,98.5535663,0.75857414,0.21214361,0.36964418,0.10607181,18589,73.9523374,16.0309861,4.32513852,29111,93.57140559999999,16.3821236,21.816574,14.9368203,12.5945537,0,AAR,230.597928991154
2042,HARRISON,OH,0.025,16085,643.4,15645,393,22,15,10,97.2645322,2.44327013,0.13677339,0.09325459,0.06216972,10726,69.75573370000001,10.5537945,1.96718255,15808,98.27789870000001,19.6988866,29.343534100000003,18.2995358,11.9607843,0,AHR,171.06753689391098
2043,HENRY,OH,0.025,29108,1164.32,27951,147,53,95,862,96.0251477,0.5050157999999999,0.18208053,0.32637076,2.96138519,18245,75.43436559999999,15.258975099999999,2.65826254,28491,97.8803078,6.96360254,8.67297428,5.1076843,9.92209922,0,ALR,237.370933184367
2044,HIGHLAND,OH,0.034,35728,1050.8235300000001,34876,692,73,71,16,97.6153157,1.93685625,0.20432154,0.19872369,0.044782800000000005,22784,66.4808638,12.311271099999999,2.49297753,35314,98.841245,16.483547599999998,19.438422600000003,14.341374900000002,18.1541141,0,LAR,222.92495025420914
2045,HOCKING,OH,0.024,25533,1063.875,25199,234,55,25,20,98.69188890000001,0.91646105,0.21540751,0.09791251,0.07833,16368,67.84579670000001,12.85435,2.71260997,24857,97.3524459,15.709860399999998,20.7745956,13.482021599999998,14.9915234,0,LAR,224.58615886125625
2046,HOLMES,OH,0.025,32849,1313.96,32706,52,24,43,24,99.5646747,0.1583001,0.07306158,0.13090201,0.07306158,17780,46.912261,9.33070866,1.72665917,31830,96.89792690000002,17.244737699999998,24.5171128,12.3522422,15.357939100000001,0,LAR,256.41731309088595
2047,HURON,OH,0.03,56240,1874.6666699999998,54982,597,85,153,423,97.7631579,1.06152205,0.15113798,0.27204836,0.75213371,34521,74.131688,13.4497842,2.95472321,55535,98.7464438,9.50391645,13.0375596,8.02076192,8.16840178,0,AAR,327.78481010331
2048,JACKSON,OH,0.024,30230,1259.5833300000002,29895,218,53,39,25,98.8918293,0.72113794,0.17532253,0.12901092,0.08269931,19136,60.8800167,10.984531800000001,2.95255017,29874,98.8223619,24.1882573,30.1736614,21.099600600000002,24.1633681,0,LHR,249.4961775998982
2050,KNOX,OH,0.03,47473,1582.43333,46747,381,93,195,57,98.4707097,0.80256146,0.19590083,0.4107598,0.12006825,29992,75.2000533,16.771139,4.2011203,44269,93.2509005,12.4511509,18.1717025,10.5853414,9.88372093,0,AAR,290.5889586264929
2052,LAWRENCE,OH,0.026000000000000002,61834,2378.23077,60115,1559,57,75,28,97.2199761,2.52126662,0.09218229,0.12129249,0.04528253,39219,65.8787832,12.208368400000001,3.14643413,61007,98.6625481,23.539921600000003,33.2300024,21.1064359,16.3875266,1,LHU,391.8791241629484
2054,LOGAN,OH,0.027000000000000003,42310,1567.03704,41156,804,58,240,52,97.27251240000001,1.90025999,0.13708343,0.56724179,0.12290239,26780,74.48842420000001,13.323375699999998,3.33457804,41566,98.2415505,10.4676899,13.5485,9.22106393,9.52197379,0,AAR,288.62929818482667
2057,MADISON,OH,0.027999999999999997,37068,1323.85714,33947,2764,96,157,104,91.58033879999999,7.45656631,0.25898349,0.42354592,0.28056545,23896,69.49280209999999,13.3788082,2.67408771,32904,88.7665911,8.4275468,11.2765492,7.12069334,8.11343048,1,AAU,257.6770343447486
2059,MARION,OH,0.024,64274,2678.08333,60948,2707,148,285,186,94.82527929999999,4.21165635,0.23026418,0.44341413,0.28938607,41239,73.7578506,15.0270375,3.04323577,61526,95.7245543,12.713324400000001,18.2830355,10.749387599999999,10.0189036,0,AAR,430.0447601807395
2061,MEIGS,OH,0.025,22987,919.48,22734,177,44,20,12,98.8993779,0.77000044,0.19141254,0.0870057,0.05220342,14772,64.02653670000001,11.677498,2.38288654,22665,98.5992082,26.009265399999997,34.9729464,23.6672906,19.957934100000003,0,LHR,206.2073695896591
2062,MERCER,OH,0.027999999999999997,39443,1408.67857,39131,14,85,100,113,99.20898509999999,0.03549426,0.21550085,0.25353041,0.28648936,23780,75.4793944,14.100084099999998,3.32632464,38961,98.7779834,6.70414004,7.62704884,5.68931069,8.04411765,0,ALR,268.47321972295094
2064,MONROE,OH,0.026000000000000002,15497,596.038462,15437,19,26,12,3,99.61282829999999,0.12260438,0.16777441,0.07743434,0.01935859,10196,69.4488035,10.513927,2.59905845,15276,98.57391750000001,21.4912281,28.809219,18.6889987,19.7591146,0,AHR,165.03929681301662
2066,MORGAN,OH,0.025,14194,567.76,13524,570,64,12,24,95.27969559999998,4.01578132,0.45089474,0.08454276,0.16908553,8980,71.58129179999999,11.3808463,2.31625835,13924,98.0977878,21.2079862,31.325,17.9487179,14.814814800000002,0,AHR,161.4399762408163
2067,MORROW,OH,0.024,27749,1156.2083300000002,27579,64,49,38,19,99.3873653,0.23063894,0.17658294,0.13694187,0.06847094,17158,71.32532929999999,12.1051405,2.54691689,27440,98.8864464,11.0750729,17.3749057,8.39833593,8.89809849,0,AAR,236.33846894688833
2069,NOBLE,OH,0.024,11336,472.333333,11301,7,15,9,4,99.6912491,0.06175018,0.13232181,0.07939308,0.03528582,7235,69.8548721,8.84588804,1.57567381,11176,98.58856740000002,16.3743737,22.735790100000003,12.807199699999998,16.4845173,0,AAR,149.29394207284736
2070,OTTAWA,OH,0.016,40029,2501.8125,39029,265,51,94,590,97.5018112,0.66202004,0.12740763,0.23482975,1.4739314,26931,75.8568193,19.338309,4.21447403,39392,98.4086537,6.61301787,9.54335557,5.25392428,6.72342557,0,ALR,407.60877251288724
2071,PAULDING,OH,0.025,20488,819.52,19920,236,54,20,258,97.2276455,1.15189379,0.26356892,0.09761812,1.25927372,12456,72.2302505,11.488439300000001,2.82594733,20298,99.07262790000001,9.78914179,11.970321499999999,8.16975645,11.210901199999999,0,AAR,193.48432671706064
2072,PERRY,OH,0.023,31557,1372.04348,31408,57,46,21,25,99.5278385,0.18062553,0.14576798,0.06654625,0.07922173,19411,68.5539127,10.1076709,2.18432847,31255,99.0430016,19.0657495,25.3889985,16.3782957,16.7218221,0,AHR,263.8102563304789
2073,PICKAWAY,OH,0.03,48255,1608.5,44867,3036,127,95,130,92.9789659,6.291576,0.26318516,0.19687079,0.26940213,31380,69.7100064,13.0943276,2.93499044,42392,87.8499637,12.0777505,16.3463189,9.94214435,12.4391393,1,AAU,293.90675934633964
2074,PIKE,OH,0.026000000000000002,24249,932.653846,23807,327,72,41,2,98.1772444,1.34850922,0.29691946,0.16907914,0.00824776,15099,60.77223660000001,12.444532800000001,3.23862507,23830,98.2720937,26.575744899999997,36.915078,22.2239587,22.7062546,0,LHR,207.8841543781246
2076,PREBLE,OH,0.025,40113,1604.52,39819,147,53,65,29,99.2670705,0.36646474,0.13212674,0.16204223,0.07229576,25469,72.46063840000001,11.233264,2.39899486,39614,98.75601429999999,10.188317300000001,15.565560999999999,8.12505639,8.24067022,0,AAR,293.4001796081149
2077,PUTNAM,OH,0.028999999999999998,33819,1166.17241,33197,26,44,25,527,98.1607972,0.07687986,0.13010438,0.07392294,1.55829563,20028,77.50649090000002,15.708008800000002,2.8060715,33390,98.7314823,5.75621444,7.14017991,4.23869967,7.95176182,0,ALR,237.60671041373507
2079,ROSS,OH,0.040999999999999995,69330,1690.9756100000002,64362,4467,155,266,80,92.8342709,6.44309823,0.22356844,0.38367229,0.11539016,45531,67.58032990000001,14.115657500000001,2.99795744,63449,91.5173806,17.7496887,24.867632500000003,15.0094603,15.417933800000002,0,LHR,304.40436560858166
2080,SANDUSKY,OH,0.024,61963,2581.79167,58282,1553,94,142,1892,94.05935799999999,2.50633443,0.15170344,0.22916902,3.05343511,38993,76.6163157,16.2824097,3.40061037,60811,98.140826,8.99672757,12.030513000000001,7.50127931,8.76451954,0,AAR,417.78862854354793
2082,SENECA,OH,0.033,59733,1810.0909100000001,57474,1172,90,234,763,96.2181709,1.96206452,0.15067048,0.39174326,1.27735088,36666,75.2604593,15.6221022,3.03005509,57655,96.5211859,10.7518862,14.3172859,9.29836624,9.27675988,0,AAR,319.56552075746544
2083,SHELBY,OH,0.025,44915,1796.6,43789,615,49,393,69,97.49304240000001,1.36925303,0.10909496,0.87498608,0.15362351,27365,72.943541,17.376210500000003,3.66892015,44127,98.245575,7.74582455,10.546339999999999,5.95581568,8.73122118,0,AAR,317.8483796378139
2088,UNION,OH,0.026000000000000002,31969,1229.57692,30563,1168,57,132,49,95.60198940000001,3.65353937,0.17829773,0.4129,0.15327348,20527,76.16310229999999,16.9825108,3.84858966,30117,94.20688790000001,7.43101903,9.46814728,5.77602449,9.76408912,0,AAR,245.67692148862602
2089,VAN WERT,OH,0.024,30464,1269.3333300000002,29900,193,31,78,262,98.1486345,0.63353466,0.10175945,0.25603992,0.86003151,19497,79.2327025,15.1100169,3.1902343999999996,30007,98.49986870000001,7.09167861,7.60100707,6.06022585,9.22109675,0,ALR,250.73717067720747
2090,VINTON,OH,0.024,11098,462.416667,11071,4,16,3,4,99.75671290000001,0.03604253,0.14417012,0.0270319,0.03604253,6963,58.695964399999994,7.91325578,1.56541721,10937,98.54928819999999,23.607936399999996,31.7708333,22.225975299999998,14.917695499999999,0,LHR,148.03173552351524
2092,WASHINGTON,OH,0.038,62254,1638.26316,61129,774,111,185,55,98.1928872,1.2432936,0.17830179999999998,0.29716966,0.08834774,40411,77.50612459999999,19.0096756,4.35524981,60627,97.38651329999999,13.673775699999998,17.9894516,12.0116635,12.6052655,1,AAU,297.6950542713497
2094,WILLIAMS,OH,0.025,36956,1478.24,36366,23,46,127,394,98.4035069,0.06223617,0.12447235,0.34365191,1.0661326999999998,23340,76.092545,14.498714699999999,2.70779777,36499,98.7633943,7.55363161,10.686584300000002,5.92573754,7.44215134,0,AAR,277.3270918334877
2096,WYANDOT,OH,0.024,22254,927.25,22087,20,20,65,62,99.24957309999999,0.08987148,0.08987148,0.29208232,0.27860159999999995,14361,76.4709978,13.710744400000001,2.54856904,21743,97.7037836,8.49468795,9.99170124,7.31604292,9.76552435,0,AAR,207.19634561126867
2981,ADAMS,WI,0.040999999999999995,15682,382.487805,15001,375,125,56,125,95.6574417,2.39127662,0.79709221,0.35709731,0.79709221,11378,66.98013710000001,12.4274917,2.39057831,14534,92.67950520000001,14.4351177,22.3008305,13.3100559,10.186757199999999,0,LAR,137.8582827625708
2982,ASHLAND,WI,0.054000000000000006,16307,301.98148100000003,14749,17,1478,46,17,90.44582079999999,0.10424971,9.06359232,0.28208745,0.10424971,10262,75.3069577,18.3200156,4.36562074,15573,95.49886550000001,16.2203814,20.3220685,15.160051199999998,13.2975552,0,AAR,127.61132986373826
2983,BARRON,WI,0.053,40750,768.867925,40346,40,209,95,60,99.008589,0.09815951,0.51288344,0.23312883,0.14723926,26198,72.9750363,19.425147,3.24452248,39931,97.990184,11.552427900000001,14.409299800000003,9.94820158,11.7280176,0,AAR,187.03726267333246
2984,BAYFIELD,WI,0.08900000000000001,14008,157.393258,12707,29,1240,24,8,90.71245,0.20702456,8.85208452,0.17133067,0.05711022,9418,78.54109150000001,25.8228923,5.83988108,13833,98.75071390000001,16.5835321,23.487930600000002,14.4289143,13.2549788,0,AAR,109.20794690953832
2986,BUFFALO,WI,0.04,13584,339.6,13521,5,22,29,7,99.5362191,0.03680801,0.16195524,0.21348645,0.05153121,8918,72.6059655,17.9412424,3.13971743,13337,98.1816843,11.906725699999999,15.272024300000002,9.63907813,13.134540300000001,0,AAR,132.3994654183667
2987,BURNETT,WI,0.053,13084,246.867925,12497,22,532,24,9,95.5136044,0.1681443,4.06603485,0.18343014,0.06878630000000001,9045,72.2830293,13.6760641,2.99613046,12816,97.9516967,15.4884519,21.029365300000002,13.9379475,13.168846599999998,0,AAR,120.59640253431293
2988,CALUMET,WI,0.023,34291,1490.9130400000001,33910,29,146,173,33,98.88892129999999,0.0845703,0.42576769,0.50450556,0.09623516,20940,79.6561605,19.7803247,3.01337154,33952,99.01140240000001,4.87158341,6.22784325,3.72723875,6.39097744,1,ALU,278.9401333625609
2989,CHIPPEWA,WI,0.063,52360,831.111111,51854,31,150,276,49,99.03361340000001,0.059205499999999994,0.28647823,0.52711994,0.09358289,33195,74.9269468,18.153336300000003,2.78957674,50983,97.37012990000001,10.476041,13.9566861,8.59508956,10.579373,1,AAU,194.95965887186304
2990,CLARK,WI,0.07200000000000001,31647,439.541667,31437,29,91,38,52,99.33643000000001,0.09163586,0.287547,0.12007457,0.16431257,19702,67.5362907,13.84631,2.50228403,30947,97.7881,13.771932699999999,18.0444728,11.4184117,13.0776485,0,LAR,145.12017484213578
2991,COLUMBIA,WI,0.046,45088,980.1739130000001,44469,243,136,136,104,98.6271292,0.53894606,0.30163236,0.30163236,0.23066004,29637,78.2535344,20.852313,3.54624287,43744,97.0191625,7.49359912,9.98292058,5.91446379,8.358991900000001,0,AAR,213.93257224276795
2992,CRAWFORD,WI,0.035,15940,455.428571,15791,50,26,56,17,99.06524470000001,0.31367629,0.16311167,0.35131744,0.10664994,10169,72.39649920000001,16.599469,2.92064116,15562,97.6286073,14.638221300000001,19.460067499999997,12.3815621,13.4865437,0,AAR,147.1422812917642
2994,DODGE,WI,0.054000000000000006,76559,1417.75926,74700,1142,215,197,305,97.5718074,1.49166003,0.28082916,0.25731789,0.39838556,49694,72.2783435,15.925463800000001,2.82327846,72840,95.1423085,6.64470071,8.39387394,5.17740489,8.25578798,0,ALR,269.6290221257398
2995,DOOR,WI,0.027999999999999997,25690,917.5,25387,29,178,47,49,98.8205527,0.11288439,0.69287661,0.18295056,0.19073569,17369,79.56704470000001,22.4883413,4.42167079,25318,98.5519657,9.82305079,13.938754000000001,8.2382666,8.65316276,0,AAR,205.95535253395937
2996,DOUGLAS,WI,0.078,41758,535.358974,40454,170,805,266,63,96.87724509999998,0.40710762,1.92777432,0.63700369,0.15086929,27060,77.2172949,20.9940872,4.97782705,40426,96.8101921,14.9210904,22.9435598,13.104968300000001,9.24704418,1,AAU,157.3159301932555
2997,DUNN,WI,0.052000000000000005,35909,690.557692,34929,172,95,633,80,97.2708792,0.47898855,0.26455763,1.76278927,0.22278537,19755,77.66135159999999,26.2870159,7.50696026,32837,91.4450416,16.6336754,15.1954674,18.6613878,11.8962601,0,AAR,177.06983118251438
2999,FLORENCE,WI,0.03,4590,153.0,4562,4,14,4,6,99.3899782,0.08714597,0.30501089,0.08714597,0.13071895,3057,75.171737,15.6035329,2.78050376,4513,98.3224401,13.139818300000002,18.8417618,10.3640257,12.605042,0,AAR,108.64876713878616
3001,FOREST,WI,0.06,8776,146.26666699999998,7842,127,780,14,13,89.3573382,1.44712853,8.88787603,0.15952598,0.14813127,5608,64.1226819,13.569900099999998,2.2467903,8581,97.778031,21.7806782,31.751365000000003,19.693706600000002,14.349332,0,LHR,107.79173948337917
