"Year","Month","Make","Quantity","Pct"
2010,8,"Mitsubishi",387,3.7
2010,8,"Citroen",384,3.7
2010,8,"Opel",380,3.6
2010,8,"Nissan",365,3.5
2010,8,"Hyundai",319,3.1
2010,8,"Subaru",293,2.8
2010,8,"Honda",257,2.5
2010,8,"Suzuki",187,1.8
2010,8,"Mazda",184,1.8
2010,8,"Kia",155,1.5
2010,8,"Fiat",124,1.2
2010,8,"Think",54,0.5
2010,8,"Renault",33,0.3
2010,8,"Saab",33,0.3
2010,8,"Alfa Romeo",25,0.2
2010,8,"MINI",25,0.2
2010,8,"Porsche",21,0.2
2010,8,"Lexus",20,0.2
2010,8,"Smart",13,0.1
2010,8,"Land Rover",7,0.1
2010,8,"Dodge",6,0.1
2010,8,"Daihatsu",6,0.1
2010,8,"Jaguar",6,0.1
2010,8,"Jeep",5,0
2010,8,"Morgan",2,0
2010,8,"Iveco",1,0
2010,8,"Chrysler",1,0
2010,8,"Tesla",1,0
2010,8,"Chevrolet US",1,0
2010,9,"Volkswagen",1575,14.1
2010,9,"Toyota",1461,13.1
2010,9,"Ford",1190,10.7
2010,9,"Volvo",827,7.4
2010,9,"Peugeot",690,6.2
2010,9,"Mitsubishi",681,6.1
2010,9,"Skoda",559,5
2010,9,"BMW",556,5
2010,9,"Audi",467,4.2
2010,9,"Nissan",441,4
2010,9,"Mercedes-Benz",403,3.6
2010,9,"Hyundai",338,3
2010,9,"Subaru",338,3
2010,9,"Mazda",280,2.5
2010,9,"Citroen",268,2.4
2010,9,"Opel",260,2.3
2010,9,"Suzuki",200,1.8
2010,9,"Honda",198,1.8
2010,9,"Kia",123,1.1
2010,9,"Fiat",77,0.7
2010,9,"Think",48,0.4
2010,9,"MINI",36,0.3
2010,9,"Saab",23,0.2
2010,9,"Porsche",23,0.2
2010,9,"Alfa Romeo",17,0.2
2010,9,"Renault",12,0.1
2010,9,"Daihatsu",11,0.1
2010,9,"Smart",10,0.1
2010,9,"Lexus",9,0.1
2010,9,"Land Rover",7,0.1
2010,9,"Jaguar",2,0
2010,9,"Chrysler",2,0
2010,9,"Dodge",1,0
2010,9,"Jeep",1,0
2010,9,"Chevrolet",1,0
2010,9,"Tesla",1,0
2010,9,"Lancia",1,0
2010,10,"Volkswagen",1659,15.5
2010,10,"Toyota",1379,12.9
2010,10,"Volvo",922,8.6
2010,10,"Ford",887,8.3
2010,10,"Peugeot",638,6
2010,10,"Skoda",603,5.6
2010,10,"Audi",526,4.9
2010,10,"BMW",517,4.8
2010,10,"Nissan",475,4.4
2010,10,"Mitsubishi",465,4.4
2010,10,"Mercedes-Benz",380,3.6
2010,10,"Citroen",337,3.2
2010,10,"Hyundai",312,2.9
2010,10,"Opel",309,2.9
2010,10,"Subaru",249,2.3
2010,10,"Mazda",216,2
2010,10,"Suzuki",205,1.9
2010,10,"Honda",143,1.3
2010,10,"Kia",123,1.2
2010,10,"Fiat",110,1
2010,10,"Saab",47,0.4
2010,10,"Renault",45,0.4
2010,10,"Think",38,0.4
2010,10,"MINI",31,0.3
2010,10,"Alfa Romeo",18,0.2
2010,10,"Porsche",14,0.1
2010,10,"Smart",13,0.1
2010,10,"Jaguar",6,0.1
2010,10,"Daihatsu",5,0
2010,10,"Lexus",3,0
2010,10,"Land Rover",3,0
2010,10,"Tesla",2,0
2010,10,"Dodge",1,0
2010,10,"Jeep",1,0
2010,10,"Isuzu",1,0
2010,11,"Volkswagen",1824,15.3
2010,11,"Toyota",1511,12.7
2010,11,"Ford",1331,11.2
2010,11,"Volvo",939,7.9
2010,11,"Skoda",666,5.6
2010,11,"BMW",647,5.4
2010,11,"Audi",560,4.7
2010,11,"Mitsubishi",548,4.6
2010,11,"Peugeot",496,4.2
2010,11,"Nissan",481,4
2010,11,"Mercedes-Benz",448,3.8
2010,11,"Hyundai",376,3.2
2010,11,"Subaru",318,2.7
2010,11,"Opel",315,2.6
2010,11,"Citroen",304,2.6
2010,11,"Honda",254,2.1
2010,11,"Mazda",212,1.8
2010,11,"Suzuki",195,1.6
2010,11,"Kia",124,1
2010,11,"Saab",70,0.6
2010,11,"Fiat",63,0.5
2010,11,"Renault",53,0.4
2010,11,"MINI",47,0.4
2010,11,"Think",29,0.2
2010,11,"Alfa Romeo",23,0.2
2010,11,"Porsche",18,0.2
2010,11,"Smart",17,0.1
2010,11,"Lexus",9,0.1
2010,11,"Iveco",8,0.1
2010,11,"Daihatsu",7,0.1
2010,11,"Jaguar",5,0
2010,11,"Land Rover",4,0
2010,11,"Chevrolet",1,0
2010,11,"Tesla",1,0
2010,11,"Isuzu",1,0
2010,11,"Ssangyong",1,0
2010,11,"Ferrari",1,0
2010,11,"Nilsson",1,0
2010,12,"Volvo",1314,13
2010,12,"Volkswagen",1298,12.8
2010,12,"Ford",1226,12.1
2010,12,"Toyota",668,6.6
2010,12,"Skoda",590,5.8
2010,12,"Audi",526,5.2
2010,12,"Mitsubishi",525,5.2
2010,12,"BMW",502,5
2010,12,"Mercedes-Benz",463,4.6
2010,12,"Peugeot",398,3.9
2010,12,"Nissan",316,3.1
2010,12,"Citroen",315,3.1
2010,12,"Honda",301,3
2010,12,"Hyundai",276,2.7
2010,12,"Subaru",246,2.4
2010,12,"Opel",242,2.4
2010,12,"Mazda",221,2.2
2010,12,"Suzuki",220,2.2
2010,12,"Fiat",93,0.9
2010,12,"Kia",79,0.8
2010,12,"Saab",76,0.7
2010,12,"Renault",53,0.5
2010,12,"Alfa Romeo",49,0.5
2010,12,"MINI",41,0.4
2010,12,"Porsche",25,0.2
2010,12,"Land Rover",19,0.2
2010,12,"Think",18,0.2
2010,12,"Smart",10,0.1
2010,12,"Lexus",7,0.1
2010,12,"Daihatsu",7,0.1
2010,12,"Jaguar",5,0
2010,12,"Jeep",2,0
2010,12,"Tesla",2,0
2010,12,"Ssangyong",2,0
2010,12,"Chevrolet",1,0
2011,1,"Volkswagen",1665,16.1
2011,1,"Toyota",1557,15
2011,1,"Ford",840,8.1
2011,1,"Volvo",656,6.3
2011,1,"Peugeot",548,5.3
2011,1,"Skoda",516,5
2011,1,"Nissan",509,4.9
2011,1,"BMW",463,4.5
2011,1,"Suzuki",424,4.1
2011,1,"Audi",421,4.1
2011,1,"Mitsubishi",409,3.9
2011,1,"Hyundai",383,3.7
2011,1,"Opel",375,3.6
2011,1,"Mercedes-Benz",361,3.5
2011,1,"Citroen",291,2.8
2011,1,"Subaru",194,1.9
2011,1,"Honda",164,1.6
2011,1,"Kia",146,1.4
2011,1,"Mazda",132,1.3
2011,1,"Alfa Romeo",62,0.6
2011,1,"Renault",62,0.6
2011,1,"MINI",49,0.5
2011,1,"Fiat",39,0.4
2011,1,"Saab",34,0.3
2011,1,"Lexus",17,0.2
2011,1,"Porsche",15,0.1
2011,1,"Think",12,0.1
2011,1,"Smart",11,0.1
2011,1,"Daihatsu",6,0.1
2011,1,"Jaguar",3,0
2011,1,"Chrysler",2,0
2011,1,"Nilsson",2,0
2011,1,"Chevrolet",1,0
2011,1,"Jeep",1,0
2011,1,"Land Rover",1,0
2011,1,"Tesla",1,0
2011,2,"Volkswagen",1501,14.2
2011,2,"Toyota",1270,12
2011,2,"Ford",997,9.5
2011,2,"Volvo",932,8.8
2011,2,"Audi",633,6
2011,2,"Skoda",601,5.7
2011,2,"Mitsubishi",488,4.6
2011,2,"BMW",483,4.6
2011,2,"Nissan",481,4.6
2011,2,"Peugeot",463,4.4
2011,2,"Hyundai",401,3.8
2011,2,"Opel",367,3.5
2011,2,"Mercedes-Benz",342,3.2
2011,2,"Suzuki",254,2.4
2011,2,"Citroen",252,2.4
2011,2,"Subaru",237,2.2
2011,2,"Kia",192,1.8
2011,2,"Mazda",175,1.7
2011,2,"Honda",146,1.4
2011,2,"Fiat",63,0.6
2011,2,"Saab",58,0.6
2011,2,"MINI",45,0.4
2011,2,"Think",39,0.4
2011,2,"Alfa Romeo",38,0.4
2011,2,"Renault",33,0.3
2011,2,"Porsche",13,0.1
2011,2,"Smart",12,0.1
2011,2,"Daihatsu",7,0.1
2011,2,"Nilsson",5,0
2011,2,"Lexus",4,0
2011,2,"Jaguar",4,0
2011,2,"Land Rover",3,0
2011,2,"Chevrolet",2,0
2011,2,"Chrysler",1,0
2011,2,"Tesla",1,0
2011,3,"Volkswagen",1908,14.8
2011,3,"Toyota",1604,12.4
2011,3,"Ford",1105,8.6
2011,3,"Volvo",1104,8.6
2011,3,"Mitsubishi",872,6.8
2011,3,"Peugeot",701,5.4
2011,3,"Audi",676,5.2
2011,3,"Skoda",546,4.2
2011,3,"BMW",540,4.2
2011,3,"Opel",526,4.1
2011,3,"Nissan",525,4.1
2011,3,"Hyundai",508,3.9
2011,3,"Subaru",334,2.6
2011,3,"Suzuki",318,2.5
2011,3,"Citroen",316,2.4
2011,3,"Mercedes-Benz",311,2.4
2011,3,"Honda",265,2.1
2011,3,"Kia",184,1.4
2011,3,"Mazda",122,0.9
2011,3,"Saab",76,0.6
2011,3,"Lexus",73,0.6
2011,3,"Renault",67,0.5
2011,3,"Alfa Romeo",53,0.4
2011,3,"Fiat",52,0.4
2011,3,"MINI",51,0.4
2011,3,"Think",14,0.1
2011,3,"Porsche",10,0.1
2011,3,"Smart",9,0.1
2011,3,"Daihatsu",7,0.1
2011,3,"Land Rover",7,0.1
2011,3,"Jaguar",6,0
2011,3,"Tesla",5,0
2011,3,"Isuzu",2,0
2011,3,"Nilsson",1,0
2011,3,"Chevrolet",1,0
2011,3,"Aston Martin",1,0
2011,3,"Ssangyong",1,0
2011,4,"Volkswagen",1845,16.3
2011,4,"Toyota",1253,11.1
2011,4,"Mitsubishi",987,8.7
2011,4,"Volvo",878,7.7
2011,4,"Ford",835,7.4
2011,4,"Audi",653,5.8
2011,4,"Skoda",653,5.8
2011,4,"Peugeot",595,5.3
2011,4,"BMW",521,4.6
2011,4,"Nissan",467,4.1
2011,4,"Opel",407,3.6
2011,4,"Mercedes-Benz",358,3.2
2011,4,"Hyundai",357,3.2
2011,4,"Citroen",262,2.3
2011,4,"Suzuki",241,2.1
2011,4,"Mazda",169,1.5
2011,4,"Kia",165,1.5
2011,4,"Subaru",143,1.3
2011,4,"Honda",143,1.3
2011,4,"Lexus",69,0.6
2011,4,"Renault",67,0.6
2011,4,"MINI",61,0.5
2011,4,"Saab",54,0.5
2011,4,"Fiat",47,0.4
2011,4,"Alfa Romeo",33,0.3
2011,4,"Ssangyong",24,0.2
2011,4,"Land Rover",9,0.1
2011,4,"Smart",7,0.1
2011,4,"Think",6,0.1
2011,4,"Porsche",6,0.1
2011,4,"Daihatsu",4,0
2011,4,"Jaguar",3,0
2011,4,"Tesla",3,0
2011,4,"Chevrolet",2,0
2011,4,"Aston Martin",2,0
2011,4,"Dacia",1,0
2011,5,"Volkswagen",1822,14
2011,5,"Toyota",1306,10
2011,5,"Volvo",1084,8.3
2011,5,"Ford",1067,8.2
2011,5,"Peugeot",1018,7.8
2011,5,"Mitsubishi",827,6.4
2011,5,"Audi",720,5.5
2011,5,"BMW",714,5.5
2011,5,"Skoda",585,4.5
2011,5,"Opel",561,4.3
2011,5,"Nissan",537,4.1
2011,5,"Mercedes-Benz",463,3.6
2011,5,"Hyundai",447,3.4
2011,5,"Citroen",374,2.9
2011,5,"Kia",239,1.8
2011,5,"Honda",218,1.7
2011,5,"Suzuki",211,1.6
2011,5,"Mazda",178,1.4
2011,5,"Subaru",175,1.3
2011,5,"Renault",120,0.9
2011,5,"Fiat",75,0.6
2011,5,"MINI",67,0.5
2011,5,"Alfa Romeo",61,0.5
2011,5,"Lexus",41,0.3
2011,5,"Saab",24,0.2
2011,5,"Ssangyong",19,0.1
2011,5,"Think",14,0.1
2011,5,"Porsche",13,0.1
2011,5,"Land Rover",8,0.1
2011,5,"Smart",7,0.1
2011,5,"Tesla",4,0
2011,5,"Daihatsu",1,0
2011,5,"Nilsson",1,0
2011,5,"Chevrolet",1,0
2011,5,"Isuzu",1,0
2011,5,"Ferrari",1,0
2011,5,"Morgan",1,0
2011,6,"Volkswagen",1222,11.8
2011,6,"Ford",1085,10.5
2011,6,"Toyota",876,8.5
2011,6,"Volvo",853,8.2
2011,6,"Audi",658,6.4
2011,6,"Skoda",623,6
2011,6,"Mitsubishi",578,5.6
2011,6,"Peugeot",571,5.5
2011,6,"BMW",533,5.1
2011,6,"Hyundai",522,5
2011,6,"Opel",423,4.1
2011,6,"Nissan",418,4
2011,6,"Mercedes-Benz",394,3.8
2011,6,"Citroen",345,3.3
2011,6,"Honda",232,2.2
2011,6,"Suzuki",203,2
2011,6,"Mazda",173,1.7
2011,6,"Kia",171,1.7
2011,6,"Subaru",122,1.2
2011,6,"Renault",79,0.8
2011,6,"Fiat",67,0.6
2011,6,"MINI",57,0.6
2011,6,"Alfa Romeo",34,0.3
2011,6,"Think",26,0.3
2011,6,"Lexus",22,0.2
2011,6,"Saab",19,0.2
2011,6,"Porsche",17,0.2
2011,6,"Smart",8,0.1
2011,6,"Ssangyong",6,0.1
2011,6,"Land Rover",4,0
2011,6,"Tesla",4,0
2011,6,"Daihatsu",3,0
2011,6,"Jaguar",2,0
2011,6,"Aston Martin",1,0
2011,6,"Jeep",1,0
2011,6,"Morgan",1,0
2011,6,"Lancia",1,0
2011,7,"Volkswagen",1590,14.2
2011,7,"Toyota",1325,11.8
2011,7,"Volvo",1134,10.1
2011,7,"Ford",901,8.1
2011,7,"Mitsubishi",707,6.3
2011,7,"Skoda",646,5.8
2011,7,"Peugeot",635,5.7
2011,7,"Audi",630,5.6
2011,7,"BMW",496,4.4
2011,7,"Nissan",456,4.1
2011,7,"Opel",419,3.7
2011,7,"Mercedes-Benz",403,3.6
2011,7,"Hyundai",341,3
2011,7,"Citroen",307,2.7
2011,7,"Suzuki",252,2.3
2011,7,"Kia",192,1.7
2011,7,"Mazda",165,1.5
2011,7,"Subaru",141,1.3
2011,7,"Honda",101,0.9
2011,7,"MINI",86,0.8
2011,7,"Renault",83,0.7
2011,7,"Fiat",51,0.5
2011,7,"Alfa Romeo",45,0.4
2011,7,"Lexus",24,0.2
2011,7,"Porsche",15,0.1
2011,7,"Ssangyong",10,0.1
2011,7,"Saab",7,0.1
2011,7,"Smart",6,0.1
2011,7,"Land Rover",6,0.1
2011,7,"Jaguar",5,0
2011,7,"Think",3,0
2011,7,"Tesla",3,0
2011,7,"Nilsson",2,0
2011,7,"Daihatsu",1,0
2011,7,"Chevrolet",1,0
2011,8,"Volkswagen",1827,15.9
2011,8,"Toyota",1284,11.2
2011,8,"Ford",1248,10.9
2011,8,"Volvo",687,6
2011,8,"Skoda",648,5.7
2011,8,"Mitsubishi",635,5.5
2011,8,"Hyundai",622,5.4
2011,8,"Audi",588,5.1
2011,8,"Peugeot",557,4.9
2011,8,"BMW",449,3.9
2011,8,"Nissan",403,3.5
2011,8,"Opel",400,3.5
2011,8,"Mercedes-Benz",375,3.3
2011,8,"Suzuki",300,2.6
2011,8,"Citroen",283,2.5
2011,8,"Kia",241,2.1
2011,8,"Subaru",190,1.7
2011,8,"Honda",181,1.6
2011,8,"Mazda",134,1.2
2011,8,"MINI",87,0.8
2011,8,"Renault",82,0.7
2011,8,"Fiat",69,0.6
2011,8,"Lexus",53,0.5
2011,8,"Alfa Romeo",50,0.4
2011,8,"Porsche",20,0.2
2011,8,"Saab",10,0.1
2011,8,"Smart",9,0.1
2011,8,"Land Rover",9,0.1
2011,8,"Think",6,0.1
2011,8,"Ssangyong",6,0.1
2011,8,"Chevrolet",3,0
2011,8,"Dacia",2,0
2011,8,"Daihatsu",1,0
2011,8,"Jaguar",1,0
2011,8,"Tesla",1,0
2011,8,"Aston Martin",1,0
2011,8,"Morgan",1,0
2011,8,"Infiniti",1,0
2011,9,"Volkswagen",1674,14.3
2011,9,"Toyota",1313,11.2
2011,9,"Volvo",1178,10
2011,9,"Ford",1107,9.4
2011,9,"Peugeot",729,6.2
2011,9,"Skoda",691,5.9
2011,9,"Audi",581,5
2011,9,"Nissan",548,4.7
2011,9,"Mitsubishi",537,4.6
2011,9,"BMW",531,4.5
2011,9,"Hyundai",450,3.8
2011,9,"Mercedes-Benz",363,3.1
2011,9,"Opel",326,2.8
2011,9,"Citroen",290,2.5
2011,9,"Suzuki",267,2.3
2011,9,"Kia",237,2
2011,9,"Honda",199,1.7
2011,9,"Subaru",178,1.5
2011,9,"Mazda",107,0.9
2011,9,"MINI",85,0.7
2011,9,"Fiat",73,0.6
2011,9,"Lexus",70,0.6
2011,9,"Renault",65,0.6
2011,9,"Alfa Romeo",41,0.3
2011,9,"Land Rover",24,0.2
2011,9,"Ssangyong",15,0.1
2011,9,"Saab",10,0.1
2011,9,"Porsche",10,0.1
2011,9,"Smart",10,0.1
2011,9,"Jaguar",10,0.1
2011,9,"Think",5,0
2011,9,"Aston Martin",4,0
2011,9,"Chevrolet",2,0
2011,9,"Jeep",2,0
2011,9,"Daihatsu",1,0
2011,9,"Tesla",1,0
2011,9,"Iveco",1,0
2011,9,"Lotus",1,0
2011,9,"Secma",1,0
2011,10,"Volkswagen",1854,16.1
2011,10,"Toyota",1218,10.6
2011,10,"Ford",1147,9.9
2011,10,"Volvo",1061,9.2
2011,10,"Skoda",770,6.7
2011,10,"BMW",639,5.5
2011,10,"Audi",587,5.1
2011,10,"Peugeot",535,4.6
2011,10,"Mitsubishi",502,4.3
2011,10,"Nissan",438,3.8
2011,10,"Hyundai",432,3.7
2011,10,"Mercedes-Benz",373,3.2
2011,10,"Citroen",370,3.2
2011,10,"Opel",308,2.7
2011,10,"Subaru",242,2.1
2011,10,"Suzuki",224,1.9
2011,10,"Kia",200,1.7
2011,10,"Honda",131,1.1
2011,10,"Mazda",97,0.8
2011,10,"MINI",83,0.7
2011,10,"Fiat",74,0.6
2011,10,"Lexus",57,0.5
2011,10,"Renault",55,0.5
2011,10,"Land Rover",49,0.4
2011,10,"Alfa Romeo",27,0.2
2011,10,"Porsche",18,0.2
2011,10,"Iveco",12,0.1
2011,10,"Ssangyong",11,0.1
2011,10,"Think",8,0.1
2011,10,"Smart",5,0
2011,10,"Chevrolet",4,0
2011,10,"Saab",4,0
2011,10,"Jaguar",2,0
2011,10,"Dacia",2,0
2011,10,"Jeep",1,0
2011,10,"Tesla",1,0
2011,10,"Daihatsu",1,0
2011,10,"Lotus",1,0
2011,11,"Volkswagen",1960,15.9
2011,11,"Toyota",1298,10.5
2011,11,"Ford",1282,10.4
2011,11,"Volvo",1193,9.7
2011,11,"Mitsubishi",702,5.7
2011,11,"Peugeot",622,5
2011,11,"Nissan",618,5
2011,11,"Audi",601,4.9
2011,11,"Skoda",593,4.8
2011,11,"BMW",591,4.8
2011,11,"Hyundai",543,4.4
2011,11,"Mercedes-Benz",406,3.3
2011,11,"Opel",339,2.7
2011,11,"Citroen",302,2.4
2011,11,"Suzuki",250,2
2011,11,"Kia",246,2
2011,11,"Subaru",190,1.5
2011,11,"Mazda",166,1.3
2011,11,"Honda",106,0.9
2011,11,"Renault",77,0.6
2011,11,"MINI",63,0.5
2011,11,"Fiat",53,0.4
2011,11,"Land Rover",49,0.4
2011,11,"Lexus",31,0.3
2011,11,"Alfa Romeo",26,0.2
2011,11,"Porsche",14,0.1
2011,11,"Ssangyong",9,0.1
2011,11,"Iveco",7,0.1
2011,11,"Jaguar",6,0
2011,11,"Smart",4,0
2011,11,"Think",2,0
2011,11,"Chevrolet",2,0
2011,11,"Nilsson",2,0
2011,11,"Aston Martin",2,0
2011,11,"Daihatsu",1,0
2011,11,"Tesla",1,0
2011,12,"Volkswagen",2030,17.6
2011,12,"Ford",1377,11.9
2011,12,"Volvo",1235,10.7
2011,12,"Toyota",932,8.1
2011,12,"Skoda",748,6.5
2011,12,"Audi",603,5.2
2011,12,"Mitsubishi",598,5.2
2011,12,"Hyundai",498,4.3
2011,12,"Peugeot",453,3.9
2011,12,"Nissan",432,3.7
2011,12,"Kia",401,3.5
2011,12,"Mercedes-Benz",395,3.4
2011,12,"BMW",328,2.8
2011,12,"Citroen",274,2.4
2011,12,"Opel",265,2.3
2011,12,"Subaru",221,1.9
2011,12,"Mazda",144,1.2
2011,12,"Suzuki",138,1.2
2011,12,"Honda",122,1.1
2011,12,"Renault",90,0.8
2011,12,"MINI",79,0.7
2011,12,"Land Rover",46,0.4
2011,12,"Fiat",43,0.4
2011,12,"Alfa Romeo",34,0.3
2011,12,"Lexus",16,0.1
2011,12,"Ssangyong",10,0.1
2011,12,"Porsche",8,0.1
2011,12,"Jeep",7,0.1
2011,12,"Smart",6,0.1
2011,12,"Jaguar",4,0
2011,12,"Tesla",3,0
2011,12,"Chevrolet",3,0
2011,12,"Saab",2,0
2011,12,"Think",2,0
2011,12,"Daihatsu",1,0
2011,12,"Iveco",1,0
2011,12,"Chevrolet US",1,0
2012,1,"Volkswagen",1528,14.1
2012,1,"Toyota",1388,12.8
2012,1,"Volvo",911,8.4
2012,1,"Ford",828,7.6
2012,1,"Audi",789,7.3
2012,1,"BMW",721,6.7
2012,1,"Nissan",673,6.2
2012,1,"Peugeot",493,4.5
2012,1,"Mercedes-Benz",461,4.3
2012,1,"Skoda",430,4
2012,1,"Mitsubishi",406,3.7
2012,1,"Opel",327,3
2012,1,"Hyundai",312,2.9
2012,1,"Kia",302,2.8
2012,1,"Suzuki",250,2.3
2012,1,"Citroen",239,2.2
2012,1,"Subaru",168,1.6
2012,1,"Mazda",122,1.1
2012,1,"Lexus",94,0.9
2012,1,"MINI",86,0.8
2012,1,"Land Rover",69,0.6
2012,1,"Honda",58,0.5
2012,1,"Porsche",46,0.4
2012,1,"Fiat",41,0.4
2012,1,"Renault",41,0.4
2012,1,"Alfa Romeo",20,0.2
2012,1,"Jeep",19,0.2
2012,1,"Ssangyong",4,0
2012,1,"Smart",3,0
2012,1,"Tesla",2,0
2012,1,"Aston Martin",1,0
2012,1,"Bentley",1,0
2012,1,"Cadillac",1,0
2012,1,"Chevrolet",1,0
2012,1,"Ferrari",1,0
2012,1,"Jaguar",1,0
2012,1,"Saab",1,0
2012,2,"Toyota",1465,13.4
2012,2,"Volkswagen",1340,12.3
2012,2,"Ford",862,7.9
2012,2,"Volvo",800,7.3
2012,2,"Audi",641,5.9
2012,2,"Nissan",614,5.6
2012,2,"BMW",598,5.5
2012,2,"Skoda",543,5
2012,2,"Peugeot",527,4.8
2012,2,"Hyundai",485,4.4
2012,2,"Mercedes-Benz",429,3.9
2012,2,"Kia",424,3.9
2012,2,"Mitsubishi",369,3.4
2012,2,"Citroen",331,3
2012,2,"Opel",321,2.9
2012,2,"Subaru",312,2.9
2012,2,"Suzuki",171,1.6
2012,2,"Honda",145,1.3
2012,2,"Mazda",144,1.3
2012,2,"Land Rover",100,0.9
2012,2,"MINI",77,0.7
2012,2,"Renault",60,0.5
2012,2,"Fiat",46,0.4
2012,2,"Lexus",33,0.3
2012,2,"Alfa Romeo",27,0.2
2012,2,"Jeep",21,0.2
2012,2,"Porsche",20,0.2
2012,2,"Ssangyong",3,0
2012,2,"Smart",3,0
2012,2,"Jaguar",3,0
2012,2,"Chevrolet",2,0
2012,2,"Saab",2,0
2012,2,"Bentley",1,0
2012,2,"Cadillac",1,0
2012,2,"Ferrari",1,0
2012,2,"Dacia",1,0
2012,2,"Martin Motors",1,0
2012,2,"Nilsson",1,0
2012,2,"Think",1,0
2012,3,"Toyota",1834,14.1
2012,3,"Volkswagen",1701,13
2012,3,"Ford",1255,9.6
2012,3,"Volvo",1127,8.6
2012,3,"Audi",747,5.7
2012,3,"BMW",672,5.1
2012,3,"Nissan",669,5.1
2012,3,"Hyundai",602,4.6
2012,3,"Skoda",531,4.1
2012,3,"Mercedes-Benz",518,4
2012,3,"Peugeot",484,3.7
2012,3,"Mitsubishi",437,3.3
2012,3,"Kia",411,3.1
2012,3,"Opel",376,2.9
2012,3,"Subaru",315,2.4
2012,3,"Citroen",313,2.4
2012,3,"Suzuki",229,1.8
2012,3,"Mazda",192,1.5
2012,3,"Honda",161,1.2
2012,3,"Land Rover",87,0.7
2012,3,"Fiat",80,0.6
2012,3,"MINI",65,0.5
2012,3,"Renault",65,0.5
2012,3,"Lexus",52,0.4
2012,3,"Alfa Romeo",48,0.4
2012,3,"Porsche",20,0.2
2012,3,"Jeep",20,0.2
2012,3,"Jaguar",17,0.1
2012,3,"Ssangyong",5,0
2012,3,"Smart",5,0
2012,3,"Tesla",4,0
2012,3,"Think",3,0
2012,3,"Chevrolet",2,0
2012,3,"Morgan",2,0
2012,3,"Saab",1,0
2012,3,"Ferrari",1,0
2012,4,"Volkswagen",2107,19.4
2012,4,"Toyota",1364,12.5
2012,4,"Volvo",928,8.5
2012,4,"Ford",741,6.8
2012,4,"Audi",703,6.5
2012,4,"Skoda",652,6
2012,4,"BMW",625,5.7
2012,4,"Nissan",436,4
2012,4,"Mercedes-Benz",415,3.8
2012,4,"Mitsubishi",396,3.6
2012,4,"Hyundai",392,3.6
2012,4,"Peugeot",391,3.6
2012,4,"Kia",338,3.1
2012,4,"Opel",301,2.8
2012,4,"Citroen",204,1.9
2012,4,"Mazda",183,1.7
2012,4,"Subaru",174,1.6
2012,4,"Suzuki",114,1
2012,4,"Honda",84,0.8
2012,4,"MINI",67,0.6
2012,4,"Land Rover",65,0.6
2012,4,"Fiat",47,0.4
2012,4,"Lexus",39,0.4
2012,4,"Renault",34,0.3
2012,4,"Porsche",23,0.2
2012,4,"Jeep",20,0.2
2012,4,"Alfa Romeo",19,0.2
2012,4,"Tesla",4,0
2012,4,"Smart",3,0
2012,4,"Think",2,0
2012,4,"Ssangyong",1,0
2012,4,"Morgan",1,0
2012,4,"Aston Martin",1,0
2012,4,"Dacia",1,0
2012,4,NA,1,0
2012,5,"Volkswagen",1712,13.6
2012,5,"Toyota",1508,12
2012,5,"Volvo",1099,8.7
2012,5,"Ford",1019,8.1
2012,5,"Audi",825,6.5
2012,5,"Hyundai",683,5.4
2012,5,"BMW",670,5.3
2012,5,"Peugeot",655,5.2
2012,5,"Nissan",589,4.7
2012,5,"Mitsubishi",477,3.8
2012,5,"Skoda",469,3.7
2012,5,"Kia",455,3.6
2012,5,"Mercedes-Benz",449,3.6
2012,5,"Citroen",338,2.7
2012,5,"Subaru",321,2.5
2012,5,"Opel",318,2.5
2012,5,"Mazda",225,1.8
2012,5,"Suzuki",198,1.6
2012,5,"Honda",167,1.3
2012,5,"MINI",103,0.8
2012,5,"Land Rover",58,0.5
2012,5,"Renault",57,0.5
2012,5,"Lexus",52,0.4
2012,5,"Fiat",51,0.4
2012,5,"Porsche",32,0.3
2012,5,"Jeep",29,0.2
2012,5,"Alfa Romeo",27,0.2
2012,5,"Smart",9,0.1
2012,5,"Jaguar",3,0
2012,5,"Tesla",3,0
2012,5,"Ssangyong",2,0
2012,5,"Chevrolet",2,0
2012,5,"Saab",2,0
2012,5,"Think",1,0
2012,5,"Cadillac",1,0
2012,5,"Fisker",1,0
2012,5,"Iveco",1,0
2012,5,"Westfield",1,0
2012,6,"Volkswagen",1480,13.4
2012,6,"Toyota",1264,11.4
2012,6,"Ford",1120,10.1
2012,6,"Volvo",890,8.1
2012,6,"BMW",621,5.6
2012,6,"Audi",578,5.2
2012,6,"Skoda",573,5.2
2012,6,"Hyundai",522,4.7
2012,6,"Peugeot",516,4.7
2012,6,"Nissan",477,4.3
2012,6,"Kia",380,3.4
2012,6,"Mercedes-Benz",355,3.2
2012,6,"Citroen",347,3.1
2012,6,"Mitsubishi",340,3.1
2012,6,"Mazda",303,2.7
2012,6,"Opel",292,2.6
2012,6,"Subaru",274,2.5
2012,6,"Honda",191,1.7
2012,6,"Suzuki",137,1.2
2012,6,"Renault",110,1
2012,6,"MINI",56,0.5
2012,6,"Land Rover",52,0.5
2012,6,"Fiat",46,0.4
2012,6,"Lexus",35,0.3
2012,6,"Porsche",30,0.3
