purchase_time,purchase_date,quantity
2017-05-17 14:16:24,2017-05-17,10
2017-06-01 11:22:39,2017-06-01,2
2017-05-02 15:09:23,2017-05-02,12
2017-06-07 19:54:10,2017-06-07,13
2017-05-14 15:34:53,2017-05-14,10
2017-05-01 19:07:03,2017-05-01,2
2017-05-20 12:47:35,2017-05-20,10
2017-05-30 21:11:42,2017-05-30,11
2017-06-07 04:53:18,2017-06-07,9
2017-05-24 23:20:57,2017-05-24,9
2017-06-12 11:51:18,2017-06-12,3
2017-06-12 19:32:04,2017-06-12,12
2017-06-06 10:19:06,2017-06-06,4
2017-06-05 13:15:29,2017-06-05,5
2017-05-24 01:10:22,2017-05-24,9
2017-05-19 23:08:38,2017-05-19,13
2017-05-27 20:56:03,2017-05-27,7
2017-06-15 23:59:20,2017-06-15,9
2017-05-04 20:25:28,2017-05-04,2
2017-06-06 17:59:56,2017-06-06,12
2017-06-15 20:24:55,2017-06-15,11
2017-05-16 14:35:43,2017-05-16,8
2017-05-05 12:21:39,2017-05-05,6
2017-05-16 14:29:36,2017-05-16,13
2017-06-10 14:32:25,2017-06-10,6
2017-05-30 10:56:54,2017-05-30,8
2017-06-05 19:32:21,2017-06-05,12
2017-05-17 21:06:56,2017-05-17,9
2017-05-11 14:56:16,2017-05-11,11
2017-05-08 23:25:31,2017-05-08,13
2017-06-06 08:37:15,2017-06-06,11
2017-05-19 15:18:52,2017-05-19,9
2017-06-14 10:31:55,2017-06-14,4
2017-06-06 04:05:46,2017-06-06,4
2017-05-02 11:31:55,2017-05-02,12
2017-05-15 11:40:08,2017-05-15,12
2017-06-02 13:45:50,2017-06-02,12
2017-06-05 21:01:22,2017-06-05,5
2017-05-09 23:38:35,2017-05-09,6
2017-05-24 09:35:00,2017-05-24,8
2017-05-21 12:46:50,2017-05-21,12
2017-06-08 13:41:02,2017-06-08,13
2017-06-05 15:16:56,2017-06-05,13
2017-06-15 10:28:59,2017-06-15,8
2017-05-24 11:43:40,2017-05-24,1
2017-05-16 12:17:10,2017-05-16,9
2017-05-17 20:21:03,2017-05-17,5
2017-06-07 09:00:44,2017-06-07,14
2017-05-07 13:20:43,2017-05-07,8
2017-06-06 20:26:32,2017-06-06,6
2017-06-07 18:07:46,2017-06-07,7
2017-06-13 14:52:30,2017-06-13,14
2017-06-02 16:47:29,2017-06-02,8
2017-05-25 15:54:40,2017-05-25,6
2017-05-19 16:57:25,2017-05-19,9
2017-05-04 02:30:50,2017-05-04,1
2017-05-07 20:32:07,2017-05-07,10
2017-05-15 14:45:55,2017-05-15,8
2017-05-31 07:40:50,2017-05-31,3
2017-06-12 19:22:59,2017-06-12,2
2017-05-16 23:08:14,2017-05-16,14
2017-05-26 23:29:07,2017-05-26,4
2017-05-20 16:24:16,2017-05-20,14
2017-05-08 17:59:21,2017-05-08,4
2017-06-01 10:48:48,2017-06-01,3
2017-06-05 11:46:52,2017-06-05,13
2017-05-19 14:15:56,2017-05-19,10
2017-05-26 17:46:01,2017-05-26,8
2017-05-03 21:22:59,2017-05-03,10
2017-05-20 17:52:37,2017-05-20,2
2017-05-31 20:57:04,2017-05-31,3
2017-05-24 08:58:16,2017-05-24,11
2017-05-20 13:53:46,2017-05-20,3
2017-05-02 18:55:50,2017-05-02,10
2017-05-31 11:08:38,2017-05-31,12
2017-05-11 00:08:39,2017-05-11,3
2017-05-27 14:36:07,2017-05-27,1
2017-05-03 15:14:42,2017-05-03,7
2017-06-05 19:43:36,2017-06-05,12
2017-05-14 21:49:56,2017-05-14,12
2017-05-02 13:41:42,2017-05-02,8
2017-05-25 18:54:03,2017-05-25,2
2017-05-05 19:08:38,2017-05-05,12
2017-06-12 09:08:19,2017-06-12,11
2017-05-23 16:48:27,2017-05-23,5
2017-06-12 15:37:15,2017-06-12,11
2017-05-02 18:52:57,2017-05-02,2
2017-06-03 22:47:49,2017-06-03,13
2017-05-13 00:35:58,2017-05-13,9
2017-06-06 20:47:46,2017-06-06,11
2017-05-16 18:49:55,2017-05-16,1
2017-06-08 14:31:51,2017-06-08,8
2017-06-07 21:56:03,2017-06-07,13
2017-05-04 09:07:57,2017-05-04,9
2017-05-24 11:11:57,2017-05-24,4
2017-05-25 17:46:31,2017-05-25,11
2017-05-30 10:54:45,2017-05-30,7
2017-05-22 16:11:48,2017-05-22,7
2017-05-18 12:30:37,2017-05-18,7
2017-05-11 13:55:12,2017-05-11,9
2017-05-28 20:16:50,2017-05-28,9
2017-06-15 09:49:50,2017-06-15,3
2017-06-01 23:06:00,2017-06-01,10
2017-05-23 19:20:02,2017-05-23,12
2017-06-08 23:58:19,2017-06-08,14
2017-05-07 16:18:17,2017-05-07,5
2017-05-29 10:34:18,2017-05-29,11
2017-06-07 09:00:12,2017-06-07,1
2017-06-02 14:29:27,2017-06-02,10
2017-06-05 18:08:08,2017-06-05,13
2017-05-24 16:10:03,2017-05-24,13
2017-06-07 14:03:57,2017-06-07,3
2017-06-09 08:13:39,2017-06-09,2
2017-05-10 10:21:42,2017-05-10,12
2017-06-15 22:40:45,2017-06-15,9
2017-06-05 21:47:24,2017-06-05,6
2017-06-03 12:22:15,2017-06-03,10
2017-05-12 09:24:23,2017-05-12,8
2017-05-12 20:55:01,2017-05-12,8
2017-05-04 19:36:56,2017-05-04,7
2017-06-03 19:11:14,2017-06-03,3
2017-05-19 12:27:34,2017-05-19,12
2017-05-12 12:19:21,2017-05-12,8
2017-05-24 16:09:14,2017-05-24,7
2017-05-18 09:53:17,2017-05-18,1
2017-06-12 13:20:22,2017-06-12,9
2017-06-08 20:31:14,2017-06-08,7
2017-05-28 11:16:32,2017-05-28,3
2017-06-02 00:10:20,2017-06-02,2
2017-05-24 14:37:44,2017-05-24,7
2017-05-25 10:58:17,2017-05-25,1
2017-06-11 12:52:37,2017-06-11,6
2017-05-28 15:39:28,2017-05-28,10
2017-05-08 20:30:33,2017-05-08,8
2017-05-23 08:52:52,2017-05-23,10
2017-05-25 18:50:08,2017-05-25,8
2017-05-25 10:29:42,2017-05-25,13
2017-05-11 13:02:04,2017-05-11,11
2017-05-31 13:29:46,2017-05-31,12
2017-05-19 16:02:15,2017-05-19,10
2017-05-24 16:08:55,2017-05-24,10
2017-05-03 17:24:06,2017-05-03,5
2017-05-25 09:10:21,2017-05-25,8
2017-06-10 20:30:08,2017-06-10,14
2017-06-14 14:55:47,2017-06-14,9
2017-05-06 10:06:11,2017-05-06,12
2017-05-31 14:46:58,2017-05-31,2
2017-05-22 10:31:46,2017-05-22,9
2017-05-06 09:56:19,2017-05-06,11
2017-06-01 12:05:45,2017-06-01,1
2017-06-14 14:43:13,2017-06-14,12
2017-05-26 10:38:35,2017-05-26,14
2017-06-12 11:47:05,2017-06-12,9
2017-05-18 13:08:58,2017-05-18,9
2017-05-11 00:16:59,2017-05-11,5
2017-05-08 21:26:39,2017-05-08,12
2017-06-04 21:03:25,2017-06-04,9
2017-05-16 09:38:45,2017-05-16,5
2017-06-06 19:09:17,2017-06-06,9
2017-05-20 15:25:39,2017-05-20,9
2017-05-26 13:08:33,2017-05-26,8
2017-05-01 14:18:57,2017-05-01,14
2017-05-21 15:02:45,2017-05-21,3
2017-05-12 17:43:50,2017-05-12,1
2017-05-28 23:36:23,2017-05-28,6
2017-05-11 00:36:48,2017-05-11,3
2017-05-21 17:34:32,2017-05-21,12
2017-06-09 21:19:00,2017-06-09,3
2017-05-12 18:50:17,2017-05-12,10
2017-06-05 12:20:45,2017-06-05,14
2017-05-24 18:51:32,2017-05-24,1
2017-05-14 10:03:32,2017-05-14,5
2017-06-15 10:10:40,2017-06-15,6
2017-06-01 12:56:27,2017-06-01,11
2017-06-15 13:54:38,2017-06-15,6
2017-06-13 15:24:53,2017-06-13,7
2017-05-17 12:49:38,2017-05-17,4
2017-06-02 11:46:50,2017-06-02,13
2017-06-03 18:30:44,2017-06-03,14
2017-05-10 07:27:24,2017-05-10,7
2017-05-28 22:48:02,2017-05-28,6
2017-06-05 23:26:27,2017-06-05,3
2017-06-12 16:31:45,2017-06-12,3
2017-06-07 20:28:13,2017-06-07,8
2017-06-11 13:31:44,2017-06-11,14
2017-05-15 10:21:07,2017-05-15,12
2017-05-25 00:12:50,2017-05-25,8
2017-05-03 13:39:40,2017-05-03,12
2017-05-18 09:21:41,2017-05-18,1
2017-06-12 17:35:50,2017-06-12,11
2017-05-04 23:14:03,2017-05-04,8
2017-06-14 21:46:28,2017-06-14,5
2017-05-21 11:28:53,2017-05-21,1
2017-05-21 11:20:32,2017-05-21,3
2017-05-31 11:38:44,2017-05-31,9
2017-06-05 15:52:50,2017-06-05,3
2017-06-01 19:44:44,2017-06-01,12
2017-05-02 15:00:31,2017-05-02,12
2017-06-07 14:14:25,2017-06-07,10
2017-05-02 22:11:54,2017-05-02,2
2017-05-03 16:06:34,2017-05-03,1
2017-05-05 14:04:37,2017-05-05,8
2017-06-14 15:41:44,2017-06-14,6
2017-05-01 19:04:07,2017-05-01,11
2017-05-14 11:01:33,2017-05-14,5
2017-05-03 20:54:43,2017-05-03,4
2017-05-26 21:43:20,2017-05-26,13
2017-05-29 13:43:45,2017-05-29,9
2017-05-04 09:48:47,2017-05-04,12
2017-05-31 17:36:48,2017-05-31,7
2017-05-15 20:42:04,2017-05-15,4
2017-05-21 23:20:14,2017-05-21,11
2017-05-14 00:32:26,2017-05-14,1
2017-06-15 13:41:16,2017-06-15,6
2017-05-02 17:40:59,2017-05-02,9
2017-05-08 22:50:12,2017-05-08,12
2017-06-09 13:17:09,2017-06-09,4
2017-06-10 09:13:35,2017-06-10,2
2017-06-14 15:27:11,2017-06-14,12
2017-06-13 19:31:07,2017-06-13,2
2017-06-06 11:53:12,2017-06-06,4
2017-05-06 18:23:13,2017-05-06,13
2017-05-30 21:14:09,2017-05-30,14
2017-05-01 16:35:12,2017-05-01,5
2017-05-06 13:20:39,2017-05-06,5
2017-06-15 20:15:37,2017-06-15,1
2017-06-02 23:28:04,2017-06-02,5
2017-05-15 22:02:38,2017-05-15,13
2017-05-12 13:51:51,2017-05-12,10
2017-06-15 11:48:29,2017-06-15,8
2017-05-26 01:12:54,2017-05-26,2
2017-05-10 20:55:51,2017-05-10,5
2017-05-12 19:10:36,2017-05-12,3
2017-05-17 15:46:06,2017-05-17,8
2017-05-28 15:50:05,2017-05-28,7
2017-05-31 20:36:19,2017-05-31,14
2017-05-31 19:20:12,2017-05-31,5
2017-06-02 19:52:43,2017-06-02,6
2017-05-08 09:19:09,2017-05-08,14
2017-05-05 20:49:15,2017-05-05,8
2017-05-04 14:58:42,2017-05-04,9
2017-05-07 16:38:31,2017-05-07,3
2017-05-15 08:22:12,2017-05-15,13
2017-05-01 18:56:50,2017-05-01,8
2017-05-03 00:06:29,2017-05-03,3
2017-05-30 12:05:05,2017-05-30,13
2017-05-06 16:22:40,2017-05-06,8
2017-05-24 19:42:56,2017-05-24,5
2017-06-15 06:59:08,2017-06-15,10
2017-05-23 13:35:47,2017-05-23,13
2017-05-14 19:17:46,2017-05-14,8
2017-06-09 15:12:35,2017-06-09,6
2017-05-22 22:21:32,2017-05-22,10
2017-05-21 23:24:21,2017-05-21,6
2017-06-05 16:00:54,2017-06-05,6
2017-06-02 18:30:34,2017-06-02,5
2017-05-29 17:41:38,2017-05-29,14
2017-06-10 22:07:50,2017-06-10,3
2017-05-01 13:58:02,2017-05-01,10
2017-05-29 23:18:24,2017-05-29,12
2017-06-06 18:08:32,2017-06-06,11
2017-05-30 21:11:54,2017-05-30,8
2017-05-18 08:40:01,2017-05-18,13
2017-05-12 19:53:28,2017-05-12,8
2017-06-14 09:52:54,2017-06-14,9
2017-06-13 19:58:18,2017-06-13,1
2017-06-09 10:23:06,2017-06-09,1
2017-05-09 14:38:00,2017-05-09,4
2017-05-22 12:06:06,2017-05-22,3
2017-05-22 23:38:44,2017-05-22,1
2017-05-26 23:15:45,2017-05-26,9
2017-05-28 17:08:43,2017-05-28,2
2017-05-01 22:55:06,2017-05-01,6
2017-05-22 15:41:36,2017-05-22,11
2017-06-14 11:01:04,2017-06-14,8
2017-06-01 13:52:53,2017-06-01,12
2017-05-27 11:12:18,2017-05-27,11
2017-05-24 21:43:53,2017-05-24,8
2017-05-26 00:47:37,2017-05-26,9
2017-05-30 13:09:52,2017-05-30,14
2017-05-31 00:52:02,2017-05-31,6
2017-05-15 21:08:32,2017-05-15,8
2017-05-31 08:57:32,2017-05-31,10
2017-05-31 10:53:03,2017-05-31,12
2017-05-19 17:59:40,2017-05-19,1
2017-05-14 21:11:45,2017-05-14,13
2017-06-10 22:46:28,2017-06-10,3
2017-05-29 21:09:38,2017-05-29,8
2017-05-03 13:59:16,2017-05-03,14
2017-05-04 08:38:54,2017-05-04,3
2017-05-14 18:13:02,2017-05-14,4
2017-05-09 20:50:26,2017-05-09,7
2017-05-29 14:32:09,2017-05-29,3
2017-06-12 18:39:11,2017-06-12,1
2017-06-13 18:45:57,2017-06-13,8
2017-05-21 10:55:29,2017-05-21,6
2017-05-05 20:25:39,2017-05-05,8
2017-05-19 10:56:32,2017-05-19,3
2017-05-24 09:04:32,2017-05-24,3
2017-05-22 12:40:54,2017-05-22,8
2017-05-11 15:40:17,2017-05-11,2
2017-05-22 17:47:32,2017-05-22,11
2017-06-12 10:29:57,2017-06-12,12
2017-05-28 18:59:18,2017-05-28,12
2017-05-24 14:17:48,2017-05-24,13
2017-06-08 20:25:53,2017-06-08,8
2017-06-07 17:52:24,2017-06-07,2
2017-05-14 17:19:43,2017-05-14,11
2017-06-07 21:44:02,2017-06-07,12
2017-05-11 19:51:22,2017-05-11,3
2017-05-03 10:26:53,2017-05-03,7
2017-06-10 12:37:02,2017-06-10,5
2017-06-08 06:46:17,2017-06-08,2
2017-05-02 16:21:16,2017-05-02,4
2017-06-14 22:04:52,2017-06-14,13
2017-06-14 19:39:48,2017-06-14,14
2017-05-03 10:25:33,2017-05-03,12
2017-05-01 10:30:43,2017-05-01,12
2017-05-13 11:58:44,2017-05-13,12
2017-05-09 22:58:25,2017-05-09,1
2017-05-25 10:32:23,2017-05-25,5
2017-06-04 15:30:24,2017-06-04,4
2017-06-02 08:30:11,2017-06-02,5
2017-05-04 20:33:27,2017-05-04,13
2017-05-24 11:02:36,2017-05-24,9
2017-05-21 08:01:31,2017-05-21,13
2017-06-07 20:11:31,2017-06-07,2
2017-05-31 17:28:35,2017-05-31,6
2017-05-13 17:29:17,2017-05-13,12
2017-05-02 13:43:38,2017-05-02,10
2017-06-13 02:43:28,2017-06-13,11
2017-06-02 00:35:09,2017-06-02,7
2017-05-08 12:26:03,2017-05-08,14
2017-06-15 22:53:40,2017-06-15,8
2017-05-14 18:33:49,2017-05-14,2
2017-05-17 21:45:36,2017-05-17,2
2017-06-12 17:43:28,2017-06-12,3
2017-06-05 18:44:05,2017-06-05,7
2017-06-15 18:57:44,2017-06-15,4
2017-05-28 15:50:32,2017-05-28,12
2017-05-07 10:16:52,2017-05-07,9
2017-06-11 18:08:21,2017-06-11,10
2017-05-01 20:08:37,2017-05-01,10
2017-06-08 20:23:52,2017-06-08,5
2017-06-04 14:44:30,2017-06-04,8
2017-05-22 12:19:17,2017-05-22,3
2017-05-12 05:28:46,2017-05-12,10
2017-06-10 19:31:30,2017-06-10,12
2017-05-09 21:42:43,2017-05-09,12
2017-05-04 21:39:45,2017-05-04,2
2017-05-24 17:19:22,2017-05-24,13
2017-06-09 18:30:56,2017-06-09,12
2017-05-16 14:59:10,2017-05-16,5
2017-05-28 20:55:02,2017-05-28,14
2017-05-28 10:52:00,2017-05-28,8
2017-05-12 11:38:07,2017-05-12,13
2017-06-02 15:53:41,2017-06-02,9
2017-06-09 09:55:08,2017-06-09,5
2017-05-25 08:48:19,2017-05-25,11
2017-05-31 22:14:55,2017-05-31,14
2017-05-06 17:35:28,2017-05-06,4
2017-06-14 10:18:36,2017-06-14,9
2017-05-02 01:58:38,2017-05-02,12
2017-05-08 10:35:42,2017-05-08,3
2017-05-02 16:29:13,2017-05-02,12
2017-05-16 13:39:43,2017-05-16,8
2017-05-22 13:47:12,2017-05-22,9
2017-05-03 10:21:46,2017-05-03,4
2017-05-14 18:07:52,2017-05-14,12
2017-05-15 09:00:01,2017-05-15,2
2017-05-24 18:39:05,2017-05-24,13
2017-06-04 23:24:36,2017-06-04,12
2017-05-17 09:30:27,2017-05-17,5
2017-05-17 18:26:21,2017-05-17,10
2017-05-18 17:35:59,2017-05-18,1
2017-05-03 17:12:57,2017-05-03,9
2017-05-30 23:18:08,2017-05-30,5
2017-06-15 19:00:28,2017-06-15,8
2017-06-14 14:01:36,2017-06-14,9
2017-06-05 16:27:47,2017-06-05,8
2017-06-08 11:09:37,2017-06-08,2
2017-06-11 01:32:05,2017-06-11,1
2017-05-26 12:16:29,2017-05-26,11
2017-05-21 17:43:10,2017-05-21,1
2017-05-27 23:35:14,2017-05-27,9
2017-05-15 11:37:20,2017-05-15,10
2017-05-10 07:45:17,2017-05-10,13
2017-05-30 11:00:28,2017-05-30,7
2017-05-18 11:17:59,2017-05-18,3
2017-05-16 15:36:18,2017-05-16,4
2017-05-26 17:19:49,2017-05-26,1
2017-06-04 14:38:36,2017-06-04,10
2017-05-16 20:39:33,2017-05-16,3
2017-06-10 13:01:05,2017-06-10,9
2017-05-18 18:38:19,2017-05-18,1
2017-05-29 15:47:51,2017-05-29,12
2017-05-15 21:22:49,2017-05-15,2
2017-06-05 22:20:20,2017-06-05,1
2017-05-25 12:57:19,2017-05-25,4
2017-05-30 15:55:30,2017-05-30,11
2017-05-01 21:09:27,2017-05-01,9
2017-05-02 21:55:39,2017-05-02,12
2017-05-14 06:20:25,2017-05-14,1
2017-06-14 01:15:22,2017-06-14,2
2017-05-09 17:11:37,2017-05-09,5
2017-05-22 17:31:51,2017-05-22,8
2017-05-07 22:23:30,2017-05-07,3
2017-05-12 22:42:24,2017-05-12,3
2017-05-17 19:59:41,2017-05-17,10
2017-06-09 22:49:43,2017-06-09,12
2017-05-11 14:12:53,2017-05-11,13
2017-05-15 13:43:26,2017-05-15,1
2017-05-13 15:06:20,2017-05-13,12
2017-05-13 09:10:38,2017-05-13,7
2017-05-08 17:34:29,2017-05-08,9
2017-05-27 11:59:35,2017-05-27,12
2017-06-04 21:33:39,2017-06-04,8
2017-06-15 14:11:57,2017-06-15,10
2017-05-24 11:54:31,2017-05-24,9
2017-06-01 00:13:42,2017-06-01,14
2017-06-04 01:12:31,2017-06-04,1
2017-06-04 20:07:02,2017-06-04,6
2017-05-24 13:17:55,2017-05-24,1
2017-06-11 22:05:06,2017-06-11,2
2017-05-05 18:46:30,2017-05-05,5
2017-05-19 16:02:39,2017-05-19,7
2017-05-29 15:06:36,2017-05-29,5
2017-06-07 21:33:25,2017-06-07,8
2017-05-27 17:48:11,2017-05-27,12
2017-05-20 11:04:54,2017-05-20,6
2017-05-02 01:28:48,2017-05-02,13
2017-06-13 14:34:33,2017-06-13,8
2017-05-23 13:53:50,2017-05-23,10
2017-05-25 00:00:49,2017-05-25,4
2017-05-07 17:52:22,2017-05-07,11
2017-05-10 16:06:48,2017-05-10,5
2017-05-24 20:38:05,2017-05-24,11
2017-05-27 09:09:36,2017-05-27,7
2017-05-31 15:13:26,2017-05-31,7
2017-06-13 12:19:10,2017-06-13,8
2017-05-19 16:14:42,2017-05-19,5
2017-05-31 10:24:36,2017-05-31,2
2017-05-02 17:07:34,2017-05-02,6
2017-06-03 18:08:12,2017-06-03,5
2017-05-17 18:03:00,2017-05-17,9
2017-05-10 09:47:59,2017-05-10,9
2017-06-09 11:51:37,2017-06-09,1
2017-05-18 11:36:28,2017-05-18,1
2017-05-30 03:02:05,2017-05-30,5
2017-05-07 16:23:48,2017-05-07,12
2017-05-18 04:17:44,2017-05-18,14
2017-05-09 17:35:37,2017-05-09,6
2017-05-29 13:23:09,2017-05-29,7
2017-06-05 10:45:54,2017-06-05,5
2017-06-13 16:41:30,2017-06-13,13
2017-05-04 23:14:03,2017-05-04,5
2017-05-17 16:39:59,2017-05-17,1
2017-05-07 11:19:44,2017-05-07,2
2017-05-17 12:11:34,2017-05-17,5
2017-05-15 10:58:15,2017-05-15,8
2017-05-05 13:18:58,2017-05-05,12
2017-06-09 22:49:58,2017-06-09,12
2017-05-31 19:07:38,2017-05-31,5
2017-05-29 20:21:22,2017-05-29,7
2017-05-29 10:18:40,2017-05-29,1
2017-06-08 20:20:39,2017-06-08,14
2017-05-09 08:20:16,2017-05-09,2
2017-05-16 07:21:34,2017-05-16,3
2017-05-16 22:51:01,2017-05-16,2
2017-05-25 07:14:09,2017-05-25,7
2017-05-18 10:56:05,2017-05-18,11
2017-05-29 19:16:42,2017-05-29,6
2017-05-11 16:20:58,2017-05-11,8
2017-05-15 23:34:21,2017-05-15,4
2017-05-10 14:08:58,2017-05-10,9
2017-06-06 10:56:26,2017-06-06,12
2017-06-14 09:32:11,2017-06-14,11
2017-05-21 13:07:26,2017-05-21,12
2017-06-06 12:23:28,2017-06-06,11
2017-06-02 21:39:00,2017-06-02,12
2017-05-15 15:13:36,2017-05-15,6
2017-05-02 10:20:18,2017-05-02,6
2017-05-08 23:25:42,2017-05-08,11
2017-05-12 08:02:24,2017-05-12,14
2017-05-23 22:30:12,2017-05-23,10
2017-06-11 05:05:03,2017-06-11,8
2017-06-06 18:59:02,2017-06-06,2
2017-05-16 00:08:14,2017-05-16,1
2017-05-11 13:17:27,2017-05-11,4
2017-05-15 23:06:06,2017-05-15,2
2017-06-11 15:49:32,2017-06-11,4
2017-05-01 18:22:33,2017-05-01,7
2017-06-11 08:30:14,2017-06-11,12
2017-06-13 11:08:44,2017-06-13,9
2017-05-22 11:21:49,2017-05-22,7
2017-06-08 21:06:41,2017-06-08,12
2017-05-21 19:53:52,2017-05-21,3
2017-05-25 13:18:45,2017-05-25,11
2017-05-10 21:51:44,2017-05-10,12
2017-05-19 15:48:13,2017-05-19,5
2017-05-08 17:26:08,2017-05-08,11
2017-06-07 07:58:09,2017-06-07,11
2017-06-01 10:48:48,2017-06-01,3
2017-05-04 13:48:12,2017-05-04,4
2017-06-02 17:12:42,2017-06-02,9
2017-06-14 14:43:07,2017-06-14,12
2017-05-07 13:05:14,2017-05-07,8
2017-05-19 20:55:36,2017-05-19,3
2017-06-08 08:27:25,2017-06-08,6
2017-05-30 11:47:48,2017-05-30,2
2017-05-19 12:49:07,2017-05-19,12
2017-06-12 18:34:07,2017-06-12,10
2017-05-26 16:13:17,2017-05-26,3
2017-06-11 21:00:35,2017-06-11,11
2017-06-12 15:13:07,2017-06-12,13
2017-06-13 09:44:27,2017-06-13,12
2017-06-14 09:44:30,2017-06-14,11
2017-05-11 13:46:17,2017-05-11,4
2017-05-09 20:30:44,2017-05-09,13
2017-06-06 15:53:22,2017-06-06,12
2017-05-15 21:29:38,2017-05-15,11
2017-05-01 14:02:17,2017-05-01,10
2017-06-12 08:57:04,2017-06-12,7
2017-05-23 12:14:26,2017-05-23,5
2017-06-14 08:37:39,2017-06-14,4
2017-05-17 11:36:51,2017-05-17,4
2017-05-08 13:12:30,2017-05-08,10
2017-06-14 15:47:06,2017-06-14,6
2017-05-10 18:58:00,2017-05-10,9
2017-06-12 17:05:47,2017-06-12,3
2017-05-05 20:00:53,2017-05-05,6
2017-05-22 15:14:26,2017-05-22,4
2017-05-15 00:31:53,2017-05-15,1
2017-06-13 18:31:37,2017-06-13,11
2017-05-28 08:42:18,2017-05-28,1
2017-05-31 13:23:12,2017-05-31,4
2017-05-06 20:11:10,2017-05-06,5
2017-06-11 21:16:09,2017-06-11,14
2017-05-31 22:48:44,2017-05-31,1
2017-05-21 18:11:11,2017-05-21,8
2017-05-16 22:42:57,2017-05-16,3
2017-06-11 13:21:04,2017-06-11,8
2017-05-21 18:49:12,2017-05-21,6
2017-05-24 20:08:23,2017-05-24,8
2017-06-05 19:22:09,2017-06-05,9
2017-06-04 06:51:47,2017-06-04,2
2017-06-13 12:32:12,2017-06-13,8
2017-05-23 17:54:55,2017-05-23,6
2017-05-12 08:47:47,2017-05-12,8
2017-05-25 02:07:32,2017-05-25,2
2017-05-11 08:38:46,2017-05-11,4
2017-05-16 23:52:28,2017-05-16,4
2017-06-09 19:13:08,2017-06-09,10
2017-06-13 20:02:01,2017-06-13,9
2017-06-11 13:38:21,2017-06-11,14
2017-05-17 11:27:13,2017-05-17,13
2017-05-02 13:39:55,2017-05-02,9
2017-05-26 20:06:30,2017-05-26,9
2017-05-05 21:35:52,2017-05-05,8
2017-05-22 14:38:48,2017-05-22,4
2017-05-16 22:17:00,2017-05-16,1
2017-05-16 10:42:30,2017-05-16,3
2017-06-15 21:46:23,2017-06-15,5
2017-05-06 20:11:11,2017-05-06,9
2017-06-13 00:03:08,2017-06-13,10
2017-06-07 16:32:26,2017-06-07,5
2017-05-19 15:41:14,2017-05-19,10
2017-05-10 19:40:40,2017-05-10,3
2017-05-15 22:01:21,2017-05-15,6
2017-05-22 09:06:09,2017-05-22,8
2017-06-12 11:43:39,2017-06-12,11
2017-06-03 23:32:38,2017-06-03,7
2017-06-01 08:51:21,2017-06-01,6
2017-06-06 22:24:19,2017-06-06,10
2017-05-07 20:47:31,2017-05-07,1
2017-05-09 11:30:18,2017-05-09,1
2017-05-10 21:15:10,2017-05-10,5
2017-06-15 17:34:29,2017-06-15,1
2017-05-21 21:22:31,2017-05-21,6
2017-05-15 17:06:19,2017-05-15,3
2017-05-17 16:00:45,2017-05-17,11
2017-05-21 15:57:33,2017-05-21,4
2017-06-02 13:51:20,2017-06-02,1
2017-05-31 22:18:19,2017-05-31,1
2017-05-22 19:46:08,2017-05-22,13
2017-05-27 19:51:58,2017-05-27,11
2017-06-11 20:03:06,2017-06-11,7
2017-06-05 11:19:40,2017-06-05,6
2017-06-08 16:55:55,2017-06-08,2
2017-05-19 13:35:36,2017-05-19,5
2017-05-14 15:56:59,2017-05-14,4
2017-05-07 21:49:23,2017-05-07,11
2017-05-31 09:45:54,2017-05-31,11
2017-06-13 11:34:47,2017-06-13,3
2017-05-12 13:06:00,2017-05-12,2
2017-06-10 16:37:23,2017-06-10,14
2017-06-08 18:45:48,2017-06-08,13
2017-05-14 11:48:09,2017-05-14,6
2017-05-28 12:14:35,2017-05-28,11
2017-06-06 14:21:48,2017-06-06,9
2017-05-27 19:48:13,2017-05-27,6
2017-06-15 21:27:33,2017-06-15,2
2017-06-07 22:43:46,2017-06-07,10
2017-06-14 14:38:17,2017-06-14,12
2017-05-01 21:16:52,2017-05-01,4
2017-05-24 18:41:23,2017-05-24,2
2017-06-01 16:05:28,2017-06-01,11
2017-06-07 19:32:16,2017-06-07,12
2017-05-23 00:18:53,2017-05-23,10
2017-05-21 17:42:20,2017-05-21,10
2017-05-19 08:01:08,2017-05-19,10
2017-06-02 17:17:56,2017-06-02,13
2017-05-28 14:44:21,2017-05-28,1
2017-06-08 19:54:12,2017-06-08,13
2017-05-16 20:38:47,2017-05-16,8
2017-06-14 09:39:56,2017-06-14,3
2017-06-01 22:05:50,2017-06-01,14
2017-05-11 13:32:48,2017-05-11,3
2017-05-15 09:48:46,2017-05-15,10
2017-06-03 22:32:25,2017-06-03,11
2017-05-24 11:22:48,2017-05-24,10
2017-05-23 08:58:15,2017-05-23,7
2017-05-19 09:30:14,2017-05-19,12
2017-05-06 19:58:48,2017-05-06,13
2017-05-18 15:32:14,2017-05-18,14
2017-05-02 06:47:24,2017-05-02,7
2017-05-21 23:14:29,2017-05-21,12
2017-06-03 14:47:42,2017-06-03,14
2017-05-11 05:57:16,2017-05-11,3
2017-06-05 16:05:04,2017-06-05,7
2017-05-29 07:52:30,2017-05-29,6
2017-05-12 19:05:21,2017-05-12,12
2017-05-02 07:26:40,2017-05-02,13
2017-06-09 16:15:38,2017-06-09,9
2017-05-25 22:17:18,2017-05-25,1
