"INCOME","SEX","MARITAL.STATUS","AGE","EDUCATION","OCCUPATION","AREA","DUAL.INCOMES","HOUSEHOLD.SIZE","UNDER18","HOUSEHOLDER","HOME.TYPE","ETHNIC.CLASS","LANGUAGE"
"-10.000)","F","Married","25-34","1 to 3 years of college","Homemaker","7-10 years","No","Three","One","Rent","House","Asian","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","Two","Family","Condominium","East Indian","English"
"[30.000-40.000)","M","Married","55-64","Grades 9 to 11","Retired","10+ years","No","Two","None","Own","House","White",NA
"-10.000)","F","Married","55-64","Graduated High Scool","Homemaker","10+ years","No","Two","None","Own","House","White","English"
"[10.000-15.000)","F","Widowed","55-64","Graduated High Scool","Retired","10+ years","Not Married","Five","Two","Family","House","Black","English"
"[50.000-75.000)","M","Single","25-34","1 to 3 years of college","Factory Worker/Laborer/Driver","7-10 years","Not Married","Four","None","Own","House","Asian","Other"
"[50.000-75.000)","M","Married","25-34","College graduate","Professional/Managerial","7-10 years","No","Three","One","Rent","House","Asian",NA
"[40.000-50.000)","F","Together","18-24","1 to 3 years of college","Clerical/Service Worker","7-10 years","Not Married","Two","None","Rent","Apartment","White","English"
"[20.000-25.000)","F","Together","35-44","1 to 3 years of college","Sales Worker","7-10 years","Not Married","Four","One","Own","House","Black","English"
"[30.000-40.000)","F","Single","14-17","Grades 9 to 11","Unemployed","7-10 years","Not Married","Three","None","Rent","House","Black","English"
"[20.000-25.000)","M","Together","18-24","Graduated High Scool","Unemployed","10+ years","Yes","Two","None","Rent","Apartment",NA,"English"
"[15.000-20.000)","F","Divorced","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Three","None","Rent","Condominium","Black","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Three","None","Family","Apartment","White","English"
"[40.000-50.000)","M","Divorced","35-44","1 to 3 years of college","Sales Worker","10+ years","Not Married","One","None","Rent","Apartment","Hispanic","Spanish"
"[75.000-","M","Married","35-44","1 to 3 years of college","Homemaker","4-6 years","No","Two","None","Own","House","White","English"
"[30.000-40.000)","M","Together","18-24","1 to 3 years of college","Military","7-10 years","No","Two","None","Rent","Apartment","Black","English"
"[30.000-40.000)","F","Single","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","One","None","Rent","Apartment","Black","English"
"-10.000)","F","Single","18-24","Grades 9 to 11","Unemployed","10+ years","Not Married","Seven","None","Rent","House","White","English"
"[25.000-30.000)","M","Divorced","55-64","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","One","None","Rent","Apartment","Black","English"
"[50.000-75.000)","F","Married","25-34","1 to 3 years of college","Sales Worker","1-3 years","Yes","Four","Two","Rent","Apartment","Black","English"
"[40.000-50.000)","M","Married","35-44","1 to 3 years of college","Factory Worker/Laborer/Driver","7-10 years","No","Three","One","Own","House","White","English"
"[20.000-25.000)","F","Married","25-34","Graduated High Scool","Homemaker","4-6 years","No","Three","One","Rent","Apartment","Hispanic","English"
"-10.000)","M","Single","18-24","Graduated High Scool","Unemployed","10+ years","Not Married","Five","One","Family","House","Black","English"
"[30.000-40.000)","M","Together","25-34","1 to 3 years of college","Professional/Managerial","4-6 years","Not Married","One","None","Rent","Apartment","Black","English"
"[40.000-50.000)","M","Together","25-34","1 to 3 years of college","Sales Worker","4-6 years","Not Married","One","None","Rent","Apartment","Black","English"
"[75.000-","F",NA,"14-17","Grades 9 to 11","Unemployed","7-10 years","Not Married","Two","None","Own","House","Black",NA
"[75.000-","F",NA,"14-17","Grades 9 to 11","Unemployed","7-10 years","Not Married","Two","None","Own","Apartment","White",NA
"[75.000-","M","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Two","None",NA,NA,"Black","English"
"[75.000-","M","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Own","House","Black","English"
"[30.000-40.000)","F","Divorced","45-54","1 to 3 years of college","Sales Worker","4-6 years","Not Married","One","None","Own","House","Black",NA
"[40.000-50.000)","M","Married","25-34","1 to 3 years of college","Professional/Managerial","4-6 years","Not Married","Two","None","Rent","Apartment","Hispanic","Spanish"
"[30.000-40.000)","M","Together","25-34","1 to 3 years of college","Professional/Managerial","4-6 years","Not Married","Two","None","Rent","Apartment","Black","English"
"[40.000-50.000)","F","Married","25-34","1 to 3 years of college","Unemployed",NA,"No","Two","None","Rent","Apartment","White","English"
"[30.000-40.000)","F","Single","18-24","Graduated High Scool","Unemployed",NA,"Not Married","One","None","Family","Apartment","White","English"
"[50.000-75.000)","M","Single","18-24","Graduated High Scool","Sales Worker","7-10 years","Not Married","Four","One","Family","House","Black","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Three","One","Family","House","Hispanic","English"
"[50.000-75.000)","F","Single","18-24","Graduated High Scool","Unemployed","1-3 years","Not Married","Four","One","Family","House","Black","English"
"[25.000-30.000)","M","Single","18-24","Graduated High Scool","Unemployed","7-10 years","Not Married","Three","None","Family","Apartment","Black",NA
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","1-3 years","Not Married","Three","Two","Family","Apartment","American Indian","Other"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College",NA,"Not Married","Three","Two","Family","House","Black","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","4-6 years","Not Married","Four","Three","Family","Apartment","Hispanic","Spanish"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Four","Two","Family","House","White",NA
"[30.000-40.000)","F","Together","18-24","Graduated High Scool","Sales Worker",NA,"No","Two","None","Rent","House","Black","English"
"-10.000)","F","Divorced","35-44","Graduated High Scool","Unemployed","10+ years","Not Married","Two","One","Family","Apartment","Black","English"
"[50.000-75.000)","F","Single","18-24","Grades 9 to 11","Unemployed","10+ years","Not Married","Four","One","Family","House","Black","English"
"[10.000-15.000)","M","Single","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","One","None","Rent","Apartment","Black","English"
"-10.000)","F","Single","18-24","Grades 9 to 11","Unemployed","7-10 years","Not Married","Three","None","Rent","Apartment","White","English"
"[40.000-50.000)","M","Married","25-34","Graduated High Scool","Clerical/Service Worker","4-6 years","Yes","Five","One","Rent","Apartment","Asian","English"
"[30.000-40.000)","F","Married","25-34","Graduated High Scool","Sales Worker",NA,"Yes","Two","None","Rent","House","White","English"
"[50.000-75.000)","F","Together","25-34","1 to 3 years of college","Clerical/Service Worker",NA,"Yes","Two","None","Rent","House","White","English"
"[20.000-25.000)","F","Single","18-24","College graduate","Professional/Managerial",NA,"Not Married","Two","None","Family","Condominium","White","English"
"[15.000-20.000)","F","Married","25-34","Graduated High Scool","Sales Worker","10+ years","Yes","Two","None","Own","House","Hispanic","English"
"[25.000-30.000)","F","Married","18-24","Graduated High Scool","Homemaker","10+ years","No","Three","One","Rent","House","American Indian","English"
"[40.000-50.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College",NA,"Not Married","Five","None","Family","House","White","English"
"[15.000-20.000)","M","Married","45-54","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Yes","Nine or more","Six","Own","House","American Indian","English"
"[30.000-40.000)","F","Together","45-54","1 to 3 years of college","Professional/Managerial",NA,"Not Married",NA,"None","Own","House","White","English"
"[20.000-25.000)","F","Married","35-44","Graduated High Scool","Homemaker","10+ years","No","Four","Two","Own","House","White","English"
"[15.000-20.000)","F","Widowed","45-54","Graduated High Scool","Clerical/Service Worker","10+ years","Not Married","Four","None","Family","House","White","English"
"[50.000-75.000)","M","Married","45-54","Grad Study","Professional/Managerial","7-10 years","No","Three","One","Own","House","White","English"
"[40.000-50.000)","F","Married","35-44","1 to 3 years of college","Clerical/Service Worker","10+ years","Yes","Two","None","Own","House","Hispanic","English"
"[30.000-40.000)","F","Married","25-34","Graduated High Scool","Homemaker",NA,"No","Four","Four","Own","House","White","English"
"[40.000-50.000)","F","Married","45-54","Graduated High Scool","Homemaker","10+ years","Yes","Three","One","Own","House","White","English"
"[75.000-","M","Married","45-54","1 to 3 years of college","Professional/Managerial","4-6 years","Yes","Five","Three","Own","House","White","English"
"-10.000)","F","Together","25-34","Graduated High Scool","Clerical/Service Worker","7-10 years","Not Married",NA,"None","Rent","Apartment","White","English"
"[25.000-30.000)","F","Married","25-34","Graduated High Scool","Homemaker","10+ years","No","Five","Three","Own","House","White","English"
"-10.000)","M","Together","18-24","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"[20.000-25.000)","F","Married","18-24","Graduated High Scool","Homemaker","10+ years","No","Five","Three","Rent","House","White","English"
"[15.000-20.000)","M","Single","18-24","1 to 3 years of college","Professional/Managerial","4-6 years","Not Married","Three","None","Rent","House","White","English"
"[40.000-50.000)","F","Married","25-34","1 to 3 years of college","Sales Worker","10+ years","Yes","Four","Two","Own","House","White","English"
"[40.000-50.000)","F","Married","25-34","1 to 3 years of college","Professional/Managerial",NA,"Yes","Four","Two","Own","House","Hispanic","English"
"[30.000-40.000)","F","Single","25-34","College graduate","Professional/Managerial","10+ years","Not Married","One","None","Rent","House","White","English"
"[50.000-75.000)","M","Divorced","35-44","College graduate","Sales Worker","10+ years","Not Married","Three","Two","Rent","Apartment","White","English"
"[10.000-15.000)","M","Together","18-24","Graduated High Scool","Factory Worker/Laborer/Driver",NA,"Yes","Two","None","Rent","House","White","English"
"-10.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Rent","House","White","English"
"[30.000-40.000)","M","Single","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","Three","None",NA,"House","White","English"
"[40.000-50.000)","F","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Three","One","Own","House","White","English"
"[30.000-40.000)","F","Married","35-44","Graduated High Scool","Clerical/Service Worker","10+ years","Yes","Three","None","Own","House","White","English"
"[40.000-50.000)","F","Married","25-34","Grad Study","Professional/Managerial","1-3 years","Yes","Three","One","Own","House","White","English"
"[75.000-","M","Married","55-64","Grad Study","Professional/Managerial","10+ years","Yes","Three","None","Own","House","American Indian","English"
"[50.000-75.000)","F","Married","25-34","1 to 3 years of college","Professional/Managerial","1-3 years","No","Four","Two","Own","House","White","English"
"[10.000-15.000)","F","Divorced","25-34","1 to 3 years of college","Homemaker","10+ years","Not Married","Two","One","Rent","Apartment","White","English"
"[50.000-75.000)","F","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Four","Two","Own","House","White","English"
"[30.000-40.000)","F","Married","45-54","1 to 3 years of college","Retired",NA,"No","Two","None","Own","Mobile Home","White","English"
"[25.000-30.000)","F","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Three","One","Own","House","White","English"
"[75.000-","F","Married","45-54","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Three","One","Own","House","Black","English"
"[40.000-50.000)","F","Married","45-54","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Yes","Two","None","Own","House","White","English"
"[40.000-50.000)","F","Married","25-34","1 to 3 years of college","Professional/Managerial","1-3 years","Yes","Two","None","Own","House","White","English"
"[10.000-15.000)","F","Married","18-24","Grades 9 to 11","Student, HS or College","10+ years","Yes","Two","None","Rent","Apartment","White","English"
"[30.000-40.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Three","None","Rent","House","White","English"
"[10.000-15.000)","M","Single","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","Four","None","Family","House","White","English"
"[50.000-75.000)","M","Married","65+","Grad Study","Retired","10+ years","No","Two","None","Rent",NA,"White","English"
"[30.000-40.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College",NA,"Not Married","Four","None","Family","House","White","English"
"[40.000-50.000)","M","Married","45-54","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","No","Three","One","Own","House","White","English"
"[30.000-40.000)","F","Together","35-44","Graduated High Scool","Professional/Managerial","10+ years","Not Married","Two","None","Rent","House","White","English"
"[30.000-40.000)","F","Married","35-44","Graduated High Scool","Clerical/Service Worker","10+ years","No","Three","One","Own","House","White","English"
"[40.000-50.000)","M","Married","25-34","College graduate","Professional/Managerial","7-10 years","Yes","Two","None","Rent","Apartment","White","English"
"[40.000-50.000)","F","Married","18-24","1 to 3 years of college","Clerical/Service Worker","10+ years","Yes","Two","None","Rent","Apartment","White","English"
"[50.000-75.000)","F","Married","55-64","1 to 3 years of college","Professional/Managerial","4-6 years","No","Three","None","Own","House","White","English"
"[30.000-40.000)","F","Together","35-44","1 to 3 years of college","Professional/Managerial",NA,"Yes","Two","None","Rent","Condominium","White","English"
"[25.000-30.000)","F","Single","18-24","Graduated High Scool","Sales Worker",NA,"Not Married","Four","Two","Rent","Apartment","Hispanic","English"
"[25.000-30.000)","M","Married","25-34","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Yes","Four","Two","Rent","House","White","English"
"[15.000-20.000)","F","Divorced","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","Two","One","Rent",NA,"White","English"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College","4-6 years","Not Married","Four","One","Family","House","White","English"
"[40.000-50.000)","F","Married","25-34","1 to 3 years of college","Professional/Managerial","4-6 years","Yes","Three","One","Rent","House","White","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","-1 year","Not Married","Six","Three","Family","House","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","Two","Family","House",NA,"English"
"[40.000-50.000)","F","Married","25-34","1 to 3 years of college","Professional/Managerial",NA,"Yes","Four","Two","Own","House","White","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","-1 year","Not Married","Six","Three","Family","House","White","English"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College",NA,"Not Married","Five","Three","Family","Condominium","Asian","Other"
"[20.000-25.000)","F","Single","45-54","College graduate","Unemployed","10+ years","Not Married","Four","Three","Rent","Other","Other","Other"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College",NA,"Not Married","Four","One","Family","Other","White","English"
"-10.000)","F","Single","14-17","Grade 8 or less","Student, HS or College",NA,"Not Married","Three","Two","Family","Apartment","White","English"
"[50.000-75.000)","F","Married","35-44","Graduated High Scool","Professional/Managerial","7-10 years","Yes","Two","None","Rent","Condominium","White","English"
"[40.000-50.000)","M","Divorced","25-34","1 to 3 years of college","Sales Worker","10+ years","Not Married","One","None","Rent","House","White","English"
"[30.000-40.000)","F","Married","35-44","1 to 3 years of college","Professional/Managerial","7-10 years","Yes","Three","One","Own","House","White","English"
"[50.000-75.000)","F","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married","Four","None","Family","House","Hispanic","English"
"[30.000-40.000)","F","Married","35-44","College graduate","Professional/Managerial","10+ years","Yes","Four","Two","Own","House","White","English"
"[10.000-15.000)","F","Single","18-24","Graduated High Scool","Homemaker","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"-10.000)","M","Together","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"[40.000-50.000)","M","Together","25-34","Grad Study","Professional/Managerial",NA,"Yes","Three","One","Rent","Apartment","Other","English"
"[50.000-75.000)","F","Single","25-34","Grade 8 or less","Factory Worker/Laborer/Driver","1-3 years","Not Married","Seven","None","Rent","House","Hispanic","Spanish"
"[10.000-15.000)","F","Married","18-24","Graduated High Scool","Homemaker","10+ years","No","Two","None","Rent","House","White","English"
"[10.000-15.000)","M","Married","25-34","Grades 9 to 11","Factory Worker/Laborer/Driver","10+ years","No","Two","None","Rent","House",NA,"English"
"[10.000-15.000)","M","Single","18-24","Graduated High Scool","Factory Worker/Laborer/Driver",NA,"Not Married","Three","One","Family","House","White","English"
"[10.000-15.000)","F","Married","25-34","Grade 8 or less","Homemaker",NA,"No","Eight","Six","Rent","House","Hispanic","Spanish"
"[15.000-20.000)","F","Single","18-24","Graduated High Scool","Factory Worker/Laborer/Driver","1-3 years","Not Married","Four","None","Family",NA,"Hispanic","English"
"[15.000-20.000)","M","Single","18-24","Grades 9 to 11","Factory Worker/Laborer/Driver","1-3 years","Not Married","Four","None","Own","House","Hispanic","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","One","Family","House","Hispanic","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","One","Family","House","White","English"
"[10.000-15.000)","F","Married","18-24","1 to 3 years of college","Sales Worker","1-3 years","Yes","Three","One","Rent","Apartment","White","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College",NA,"Not Married","Four","Two","Family","House","White","English"
"[40.000-50.000)","F","Married","25-34","1 to 3 years of college","Homemaker",NA,"No","Four","Two","Own","House","White","English"
"[10.000-15.000)","F","Together","35-44",NA,"Student, HS or College",NA,"Yes","Four","Two","Rent","House","White","English"
"[30.000-40.000)","F","Single","18-24","Grades 9 to 11","Student, HS or College",NA,"Not Married","Four","None","Family","House","White","English"
"[30.000-40.000)","F","Married","18-24","Graduated High Scool","Clerical/Service Worker",NA,"Yes","Two","None","Rent","House","White","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Professional/Managerial","10+ years","Not Married","Five","None","Rent","House","White","English"
"[30.000-40.000)","F","Married","65+","Grad Study","Retired","7-10 years","No","Two","None","Own","House","White","English"
"[25.000-30.000)","F","Divorced","35-44","1 to 3 years of college","Homemaker","10+ years","Not Married","Two","One","Rent","Condominium","White","English"
"[20.000-25.000)","F","Married","25-34","1 to 3 years of college","Homemaker","10+ years","No","Four","Two","Rent","House","White","English"
"[75.000-","F","Married","35-44","1 to 3 years of college","Homemaker","10+ years","No","Two","None","Own","House","White","English"
"[25.000-30.000)","F","Married","25-34","1 to 3 years of college","Homemaker",NA,"No","Four","None","Own","House","White","English"
"[25.000-30.000)","F","Together","18-24","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","None","Rent","Apartment","Other","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College",NA,"Not Married","One","None","Rent","House","White","English"
"[10.000-15.000)","F","Single","18-24","College graduate","Student, HS or College",NA,"Not Married","One","None","Rent","Other","White","English"
"[50.000-75.000)","M","Married","25-34","College graduate","Professional/Managerial","7-10 years","Yes","Two","None","Own","House","White","English"
"[50.000-75.000)","F","Divorced","35-44","Graduated High Scool","Professional/Managerial","10+ years","Not Married","One","None","Own","House","White","English"
"[15.000-20.000)","M","Together","18-24","Graduated High Scool","Professional/Managerial","10+ years","Not Married","Three","One","Rent","Apartment","White","English"
"[10.000-15.000)","F","Single","25-34","Graduated High Scool","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","Black","English"
"[15.000-20.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Seven","One","Family","House","Asian","English"
"[30.000-40.000)","M","Single","18-24","College graduate","Professional/Managerial","10+ years","Not Married","One","None","Rent","Apartment","Black","English"
"[40.000-50.000)","M","Single","18-24","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Not Married","Three","None","Family","House","White","English"
"[30.000-40.000)","F","Married","65+","1 to 3 years of college","Professional/Managerial",NA,"No","Two","None","Own","House","White","English"
"[75.000-","F","Married","45-54","1 to 3 years of college","Clerical/Service Worker",NA,"Yes","Two","None","Own","House","White","English"
"[75.000-","M","Married","25-34","College graduate","Professional/Managerial","-1 year","Yes","Four","Two","Own","House","White","English"
"[75.000-","F","Married","35-44","Graduated High Scool","Homemaker","10+ years","No","Six","Four","Own","House","White","English"
"-10.000)","F","Single","18-24","1 to 3 years of college","Student, HS or College","1-3 years","Not Married","Five","None",NA,"House","White","English"
"[25.000-30.000)","F","Married","18-24","Graduated High Scool","Homemaker","4-6 years","No","Four","Two","Rent","House","White","English"
"[50.000-75.000)","M","Married","45-54","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Own","House","White","English"
"[20.000-25.000)","F","Single","25-34","Grad Study","Professional/Managerial",NA,"Not Married","One","None","Family","House","White","English"
"[20.000-25.000)","F","Married","35-44","1 to 3 years of college","Homemaker","10+ years","No","Four","One","Rent","House","White","English"
"[40.000-50.000)","M","Married","25-34","Graduated High Scool","Sales Worker",NA,"Yes","Two","None","Own","House","White","English"
"[40.000-50.000)","F","Married","45-54","1 to 3 years of college","Homemaker","10+ years","No","Four","None","Own","House","White","English"
"[50.000-75.000)","M","Married","25-34","1 to 3 years of college","Professional/Managerial","4-6 years","Yes","Two","None","Own","House","White","English"
"[20.000-25.000)","M","Divorced","25-34","Graduated High Scool","Factory Worker/Laborer/Driver","10+ years","Not Married","Three","One","Own","House","White","English"
"[20.000-25.000)","F","Single","25-34","1 to 3 years of college","Sales Worker","10+ years","Not Married","One","None","Rent",NA,"White","English"
"[25.000-30.000)","M","Single","25-34","Graduated High Scool","Professional/Managerial","-1 year","Not Married","One","None","Rent","Apartment","White","English"
"[20.000-25.000)","F","Married","55-64","Graduated High Scool","Homemaker",NA,"No","Two","None","Own","House","White","English"
"[15.000-20.000)","F","Single","25-34","1 to 3 years of college","Unemployed",NA,"Not Married","One","None","Rent","Apartment","White","English"
"-10.000)","M","Single","18-24","Graduated High Scool","Clerical/Service Worker","-1 year","Not Married","Five","Two","Family","House","White","English"
"[20.000-25.000)","F","Single","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","Four","None","Rent","House","White","English"
"[40.000-50.000)","M","Together","55-64","1 to 3 years of college","Professional/Managerial","1-3 years","Not Married","Three","One","Own","House","White","English"
"[75.000-","M","Married","65+","College graduate","Professional/Managerial","10+ years","No","Two","None","Own","House","Asian","Other"
"[20.000-25.000)","M","Single","18-24","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","Four","None","Own","Condominium","Hispanic","Spanish"
"[15.000-20.000)","M","Together","18-24","1 to 3 years of college","Sales Worker","7-10 years","Not Married","Five","One","Family","House","Hispanic","Spanish"
"[50.000-75.000)","F","Married","65+","College graduate","Homemaker",NA,"No","Two","None","Own","House","White","English"
"-10.000)","M","Single","18-24","College graduate","Student, HS or College","10+ years","Not Married","Three","None","Rent","Apartment","White","Other"
"[40.000-50.000)","F","Married","45-54","Graduated High Scool","Homemaker","10+ years","No","Two","None","Own","House","White","English"
"[40.000-50.000)","F","Married","45-54","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Own","House","Hispanic","Spanish"
"[50.000-75.000)","F","Married","45-54","1 to 3 years of college","Professional/Managerial","1-3 years","Yes","Three","None","Own","House","White","English"
"[40.000-50.000)","M","Single","18-24","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Three","One","Family","House","Pacific Islander","English"
"[25.000-30.000)","M","Together","18-24","Graduated High Scool","Professional/Managerial","4-6 years","No","Five","None","Rent","Condominium","Asian","Other"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","Two","Family","House","White","English"
"[50.000-75.000)","F","Married","35-44","1 to 3 years of college","Homemaker","10+ years","Yes","Four","Two","Own","House","White","English"
"[10.000-15.000)","M","Single","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","Two","None","Own","Condominium","Hispanic","English"
"[50.000-75.000)","M","Single","18-24","1 to 3 years of college","Student, HS or College","10+ years","Not Married","Two","None","Family","House","White","English"
"[40.000-50.000)","M","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married","Four","One","Family","House","Asian","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","7-10 years","Not Married","Four","Two","Family","House","Hispanic","English"
"-10.000)","F","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Four","Two","Family","House","White","English"
"[50.000-75.000)","M","Married","25-34","College graduate","Professional/Managerial","10+ years","Yes","Two","None","Rent","Apartment","Hispanic","English"
"[75.000-","F","Married","35-44","Grad Study","Sales Worker","4-6 years","Yes","Two","None","Own","Condominium","White","English"
"[30.000-40.000)","F","Single","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","Seven","None","Family",NA,"Hispanic","Spanish"
"[30.000-40.000)","F","Single","18-24","1 to 3 years of college","Professional/Managerial","1-3 years","Not Married","Two","None","Rent","House","White","English"
"[50.000-75.000)","M","Single","35-44","Graduated High Scool","Professional/Managerial","4-6 years","Not Married","One","None","Rent","Apartment","White","English"
"[15.000-20.000)","M","Single","18-24","College graduate","Professional/Managerial","10+ years","Not Married","Two","None","Rent","Apartment","White","English"
"[10.000-15.000)","F","Together","18-24","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Two","None","Rent","Apartment","Asian","English"
"[20.000-25.000)","F","Single","18-24","1 to 3 years of college","Sales Worker","10+ years","Not Married","Three","One","Family","Apartment","White","English"
"[50.000-75.000)","M","Married","65+","1 to 3 years of college","Retired","10+ years","Yes","Two","None","Own","House","White","English"
"[40.000-50.000)","M","Married","35-44","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","No","Three","One","Own","House","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","1-3 years","Not Married","Five","Three","Family","Condominium","Hispanic","Spanish"
"[20.000-25.000)","M","Single","25-34","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","One","None","Rent","Condominium","White","English"
"[50.000-75.000)","F","Single","18-24","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Four","None","Family","House","White","English"
"[50.000-75.000)","F","Married","45-54","Graduated High Scool","Professional/Managerial","10+ years","Yes","Three","None","Own","House","White","English"
"[40.000-50.000)","M","Divorced","25-34","College graduate","Sales Worker","10+ years","Not Married","One","None","Rent","Other","White","English"
"-10.000)","M","Single","18-24","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Four","One","Family","House","White","English"
"[50.000-75.000)","M","Married","25-34","College graduate","Military",NA,"Yes","Four","One","Rent","House","Asian","English"
"[40.000-50.000)","F","Married","25-34","College graduate","Sales Worker","10+ years","Yes","Two","None","Own","House","White","English"
"-10.000)","M","Single","18-24","Graduated High Scool","Student, HS or College","10+ years","Not Married",NA,"None","Family","House","Pacific Islander","English"
"-10.000)","M","Married","45-54","Graduated High Scool","Unemployed","10+ years","Yes","Four","Two","Rent","Condominium","American Indian","English"
"[50.000-75.000)","F","Married","25-34","College graduate","Professional/Managerial",NA,"Yes","Four","Two","Own","House","White","English"
"[30.000-40.000)","M","Single","18-24","1 to 3 years of college","Unemployed","10+ years","Not Married","Three","None","Family","House","Asian","English"
"[75.000-","F","Married","25-34","1 to 3 years of college","Professional/Managerial","10+ years","Yes","Four","Two","Own","House","White","English"
"[10.000-15.000)","F","Single","18-24","Graduated High Scool","Sales Worker","10+ years","Not Married","Two","None","Own","House","White","English"
"[10.000-15.000)","M","Single","18-24","1 to 3 years of college","Factory Worker/Laborer/Driver","4-6 years","Not Married","Four","One","Family","House","White","English"
"-10.000)","M","Single","18-24","1 to 3 years of college","Clerical/Service Worker","10+ years","Not Married","Three","Two","Rent","Apartment","White","English"
"-10.000)","M","Single","18-24","Grades 9 to 11","Sales Worker","10+ years","Not Married","Four","One","Rent","House","White","English"
"[50.000-75.000)","M","Married","25-34","1 to 3 years of college","Sales Worker","10+ years","Yes","Two","None","Own","House","White","English"
"-10.000)","M","Single","14-17","Grades 9 to 11","Student, HS or College","10+ years","Not Married","Three","One","Family","House","Hispanic","Spanish"
"[30.000-40.000)","F","Married","35-44","1 to 3 years of college","Professional/Managerial",NA,"Yes","Two","None","Own","House","White","English"
"[10.000-15.000)","M","Married","35-44","1 to 3 years of college","Factory Worker/Laborer/Driver","10+ years","Not Married","One","None","Rent","Apartment","White",NA
